id,age,tvol,con,height,eca
1,0,0,90,0,100
1,10,0,90,0,100
1,20,0,90,0,100
1,30,0,90,0,100
1,40,0,90,0,100
1,50,0,90,0,100
1,60,0,90,0,100
1,70,0,90,0,100
1,80,0,90,0,100
1,90,0,90,0,100
1,100,0,90,0,100
1,110,0,90,0,100
1,120,0,90,0,100
1,130,3,90,3,80
1,140,7,90,7,50
1,150,11,90,11,25
1,160,16,90,16,0
1,170,20,90,20,0
1,180,23,90,23,0
1,190,24,90,24,0
1,200,25,90,25,0
1,210,25,90,25,0
1,220,24,90,24,0
1,230,24,90,24,0
1,240,23,90,23,0
1,250,22,90,22,0
