"DU","Season","Years Old","Coefficient","p-values","years"
"37","6","Early Winter","37",-0.24822225975632,0.210844073831075,37
"38","6","Early Winter","38",-0.0307273550221301,0.847773441707713,38
"39","6","Early Winter","39",-0.0735340386775571,0.555996384519389,39
"40","6","Early Winter","40",0.344701287432883,0.00182819993972242,40
"41","6","Early Winter","41",-0.00218214871740986,0.985456866014394,41
"42","6","Early Winter","42",0.417141431769834,0.000000000000139786875417393,42
"43","6","Early Winter","43",0.214106373325177,0.000417850337120467,43
"44","6","Early Winter","44",0.0664962029043653,0.362329078689368,44
"45","6","Early Winter","45",-0.25387725095018,0.0338985990942736,45
"46","6","Early Winter","46",-0.0444252258780265,0.608610356216852,46
"47","6","Early Winter","47",-0.317401957858058,0.00232513413611711,47
"48","6","Early Winter","48",-0.184497980657442,0.543781639979579,48
"49","6","Early Winter","49",-0.301923688543575,0.02216884694391,49
"50","6","Early Winter","50",0.0530104787262162,0.470464412266056,50
"51","6","Early Winter","51",-0.356743504647601,0.010625188126112,51
"52","6","Late Winter","1",-0.368605833334994,0.00000000000978252552342904,1
"53","6","Late Winter","2",-0.138957341444462,0.0129356005328646,2
"54","6","Late Winter","3",-0.701603968648613,0.0000000284952835446632,3
"55","6","Late Winter","4",-0.438772623586757,0.0000494368363213179,4
"56","6","Late Winter","5",-0.390465060877012,0.000000544597008645958,5
"57","6","Late Winter","6",0.465958964120334,0.00000431708771641941,6
"58","6","Late Winter","7",-0.980609350376134,0.180919343713655,7
"59","6","Late Winter","8",-7.98160099840292,0.741065675334081,8
"60","6","Late Winter","9",-0.214746132946905,0.177254549479902,9
"61","6","Late Winter","10",-0.0505800673029551,0.595331649959768,10
"62","6","Late Winter","11",-0.400130170383962,0.0000192421955571356,11
"63","6","Late Winter","12",-0.35345940254166,0.00242585160514395,12
"64","6","Late Winter","13",-1.53134615520135,0.00000000648122808557464,13
"65","6","Late Winter","14",-1.7328367234068,0.00000660081476086612,14
"66","6","Late Winter","15",-7.98159547284053,0.770728099737772,15
"67","6","Late Winter","16",2.09532506786805,0.0000494668601484094,16
"68","6","Late Winter","17",-6.98139943228669,0.722466352135367,17
"69","6","Late Winter","18",1.22777328090015,0.0127230594497068,18
"70","6","Late Winter","19",-0.751038439613339,0.214080692691843,19
"71","6","Late Winter","20",-0.515655744564171,0.23061749037398,20
"72","6","Late Winter","21",0.405747474139289,0.47755301856853,21
"73","6","Late Winter","22",-8.98173737575722,0.665826843043792,22
"74","6","Late Winter","23",0.223040745031035,0.155191600859083,23
"75","6","Late Winter","24",-0.500266134676628,0.0183458059657459,24
"76","6","Late Winter","25",-8.98169869835897,0.743134458488377,25
"77","6","Late Winter","26",-0.216014798588629,0.211341139351285,26
"78","6","Late Winter","27",0.0310376368587868,0.925487027011808,27
"79","6","Late Winter","28",NA,NA,28
"80","6","Late Winter","29",NA,NA,29
"81","6","Late Winter","30",-0.0503759024233763,0.669304135138366,30
"82","6","Late Winter","31",0.296584409669442,0.293286901679463,31
"83","6","Late Winter","32",-1.18026917762728,0.0000086701048986624,32
"84","6","Late Winter","33",-0.778403959132525,0.000000190151862563887,33
"85","6","Late Winter","34",-0.824452856480769,0.0000029718523019096,34
"86","6","Late Winter","35",-0.752543294258477,0.000108816697212995,35
"87","6","Late Winter","36",-0.905499813244619,0.000220775926778109,36
"88","6","Late Winter","37",-0.203887955847133,0.200557817064058,37
"89","6","Late Winter","38",-0.0819513951639192,0.42468291684768,38
"90","6","Late Winter","39",-0.450911238713568,0.000767349215130153,39
"91","6","Late Winter","40",-0.762381307854413,0.00000103199978852955,40
"92","6","Late Winter","41",0.0440078654762358,0.658051789894281,41
"93","6","Late Winter","42",0.11205250846343,0.312391990566068,42
"94","6","Late Winter","43",-0.14265805911867,0.0548283470695754,43
"95","6","Late Winter","44",-0.124113344502201,0.0437899181301339,44
"96","6","Late Winter","45",-0.347280412697657,0.000467512182884328,45
"97","6","Late Winter","46",-0.3993221778873,0.000881693262883979,46
"98","6","Late Winter","47",-0.284366081849477,0.00571367360082031,47
"99","6","Late Winter","48",-0.394031434330678,0.181920400675329,48
"100","6","Late Winter","49",0.242075685108094,0.000383518903314366,49
"101","6","Late Winter","50",-0.290026570387573,0.00480211160100336,50
"102","6","Late Winter","51",-0.349791729340113,0.000797391281913141,51
"103","6","Summer","1",0.0630547085888523,0.192026419654701,1
"104","6","Summer","2",-0.399473204840152,0.00000000988408936538571,2
"105","6","Summer","3",-0.395466265767835,0.00158824507492314,3
"106","6","Summer","4",-0.651183864934059,0.0000341110771726107,4
"107","6","Summer","5",-0.339910662584974,0.0000000271924390925915,5
"108","6","Summer","6",-0.0533382660503892,0.607242513697202,6
"109","6","Summer","7",-9.38346759326392,0.619362354963273,7
"110","6","Summer","8",0.604398940279395,0.0000000642877738898276,8
"111","6","Summer","9",0.661650260352672,0.00000000000000000000000000097574736622698,9
"112","6","Summer","10",-0.0740868363226296,0.226872980719923,10
"113","6","Summer","11",-0.651425814469011,0.000000000000000000187584245155158,11
"114","6","Summer","12",-0.556688460862693,0.00000000000000441541073764691,12
"115","6","Summer","13",-1.23268529093687,0.00000000000000000000000149169688513996,13
"116","6","Summer","14",-0.54022733615462,0.0260692208006843,14
"117","6","Summer","15",-0.116602732644014,0.857924073556097,15
"118","6","Summer","16",-7.38309244228194,0.771098450658075,16
"119","6","Summer","17",-7.38309863532572,0.707214186516669,17
"120","6","Summer","18",-6.38257119670288,0.734974428454741,18
"121","6","Summer","19",-1.52538757484939,0.138679166040269,19
"122","6","Summer","20",1.34993267116539,0.00000316713675944607,20
"123","6","Summer","21",0.420568227263057,0.358216535053939,21
"124","6","Summer","22",0.0150809565389539,0.960698671469203,22
"125","6","Summer","23",0.495188767896857,0.0000829510021359058,23
"126","6","Summer","24",-0.0135703472771419,0.951656840111446,24
"127","6","Summer","25",-0.203633177570325,0.564661593113282,25
"128","6","Summer","26",0.153265580064655,0.119801159859144,26
"129","6","Summer","27",0.846788997336604,0.000000000101320665453737,27
"130","6","Summer","28",-0.426759290162746,0.696851575595375,28
"131","6","Summer","29",-0.426764667632311,0.581671544676408,29
"132","6","Summer","30",0.860890751897649,0.0000000000000000202183340582699,30
"133","6","Summer","31",0.528131425361522,0.0000000000229122492012629,31
"134","6","Summer","32",1.27883393767877,0.0000000000000000000000000000000011296262438962,32
"135","6","Summer","33",0.361905933576187,0.0143104533037623,33
"136","6","Summer","34",-1.1666059606884,0.0000011778210365492,34
"137","6","Summer","35",-0.305351568079499,0.00930803965078687,35
"138","6","Summer","36",-0.618857124249134,0.000695785157900505,36
"139","6","Summer","37",-0.949727599302553,0.000000000329724150857243,37
"140","6","Summer","38",-0.466813278092406,0.0000000146195727130317,38
"141","6","Summer","39",-0.730848105716484,0.000000000000000000000000000182806837377908,39
"142","6","Summer","40",-0.187802661316512,0.00671393869049007,40
"143","6","Summer","41",0.220337241225191,0.000845246501041559,41
"144","6","Summer","42",0.0523268801703135,0.376054625157294,42
"145","6","Summer","43",0.481731911903883,0.000000000000000000000000000000000958009483792233,43
"146","6","Summer","44",0.530321498339993,0.000000000000000000000000000000000000579754356788399,44
"147","6","Summer","45",-0.686931689775207,0.000000000000213557770200623,45
"148","6","Summer","46",0.273650529127444,0.000000275552016559728,46
"149","6","Summer","47",-0.10295471786985,0.0906592138474292,47
"150","6","Summer","48",-0.33529278312095,0.00950262806962392,48
"151","6","Summer","49",-0.0339459548175058,0.635760344658295,49
"152","6","Summer","50",-0.344761985975427,0.000000766058252318187,50
"153","6","Summer","51",-0.0302769808794533,0.699036531484749,51
"154","7","Early Winter","1",-0.244136016704412,0.000106830493413078,1
"155","7","Early Winter","2",-0.683579304071467,0.000000000000000000000583488995023451,2
"156","7","Early Winter","3",-1.0998968602045,0.016003861342124,3
"157","7","Early Winter","4",-1.46939292467242,0.0124523828465738,4
"158","7","Early Winter","5",-1.26661704540678,0.0132717794671581,5
"159","7","Early Winter","6",-0.458089398939433,0.00230048892218929,6
"160","7","Early Winter","7",-6.76392338539107,0.877699163673962,7
"161","7","Early Winter","8",-0.158314075114604,0.639343376151489,8
"162","7","Early Winter","9",-6.7639233853721,0.877699163673585,9
"163","7","Early Winter","10",-0.0105317205875541,0.977969764879872,10
"164","7","Early Winter","11",NA,NA,11
"165","7","Early Winter","12",NA,NA,12
"166","7","Early Winter","13",NA,NA,13
"167","7","Early Winter","14",0.671858728154066,0.000000037369992986141,14
"168","7","Early Winter","15",0.158495499890267,0.325524338577307,15
"169","7","Early Winter","16",-1.07547734424109,0.00029009792867538,16
"170","7","Early Winter","17",-1.45637949265599,0.152792681401036,17
"171","7","Early Winter","18",-0.0307462235309759,0.921244637390548,18
"172","7","Early Winter","19",0.415583784306034,0.599126734563331,19
"173","7","Early Winter","20",2.71833119508099,0.00115844336517374,20
"174","7","Early Winter","21",-7.76412732420586,0.852771905786453,21
"175","7","Early Winter","22",-0.203547363785588,0.613199834009318,22
"176","7","Early Winter","23",-2.24119699829191,0.024401396082397,23
"177","7","Early Winter","24",2.20764147876384,0.0000280992584674871,24
"178","7","Early Winter","25",NA,NA,25
"179","7","Early Winter","26",-9.76432385457334,0.833416837272547,26
"180","7","Early Winter","27",NA,NA,27
"181","7","Early Winter","28",NA,NA,28
"182","7","Early Winter","29",NA,NA,29
"183","7","Early Winter","30",10.3676583105901,0.813529314870857,30
"184","7","Early Winter","31",-0.213071858300781,0.777145692475403,31
"185","7","Early Winter","32",NA,NA,32
"186","7","Early Winter","33",-0.39541353488121,0.595748662448943,33
"187","7","Early Winter","34",-6.76393009586814,0.827718416917654,34
"188","7","Early Winter","35",NA,NA,35
"189","7","Early Winter","36",NA,NA,36
"190","7","Early Winter","37",NA,NA,37
"191","7","Early Winter","38",NA,NA,38
"192","7","Early Winter","39",NA,NA,39
"193","7","Early Winter","40",-2.13010920800022,0.0332911543054103,40
"194","7","Early Winter","41",-0.533610302334121,0.377398679725986,41
"195","7","Early Winter","42",0.533490526295424,0.157448355046026,42
"196","7","Early Winter","43",-0.511227579154113,0.0292274248563758,43
"197","7","Early Winter","44",-0.30167438048856,0.022890254694612,44
"198","7","Early Winter","45",0.56254468858863,0.02019709941777,45
"199","7","Early Winter","46",-6.76393009586402,0.827718416917545,46
"200","7","Early Winter","47",1.10873055535214,0.365327358091938,47
"201","7","Early Winter","48",NA,NA,48
"202","7","Early Winter","49",NA,NA,49
"203","7","Early Winter","50",NA,NA,50
"204","7","Early Winter","51",0.415583784311459,0.599126734564965,51
"205","7","Late Winter","1",-0.308187905298756,0.00000000000000000000000154350706126834,1
"206","7","Late Winter","2",-0.265502841968477,0.00000000000000151032201421809,2
"207","7","Late Winter","3",-0.551293416748956,0.000000000000000000000000000000000000000000000000000000000000000000000000199613621189034,3
"208","7","Late Winter","4",-0.418471523255186,0.0191809432507734,4
"209","7","Late Winter","5",-0.794072053569091,0.000000000379927224045291,5
"210","7","Late Winter","6",-0.701581505112257,0.0000626752389407532,6
"211","7","Late Winter","7",-0.636372081087907,0.00200685929531086,7
"212","7","Late Winter","8",-1.6190082100282,0.000000524257030552149,8
"213","7","Late Winter","9",-0.769900692466378,0.0402532022437191,9
"214","7","Late Winter","10",-1.75041374891141,0.0839719273109905,10
"215","7","Late Winter","11",-1.96435522154324,0.00638741149363674,11
"216","7","Late Winter","12",NA,NA,12
"217","7","Late Winter","13",-3.45145357545657,0.00055188531156551,13
"218","7","Late Winter","14",-0.062875664838818,0.539502759094159,14
"219","7","Late Winter","15",0.382843650819589,0.0000000000540491507969901,15
"220","7","Late Winter","16",0.0371786768855793,0.666597382682465,16
"221","7","Late Winter","17",-8.27204750310403,0.731999415058605,17
"222","7","Late Winter","18",-1.93528269527537,0.000146260779902203,18
"223","7","Late Winter","19",-1.57846032319866,0.0000000892223252957373,19
"224","7","Late Winter","20",-1.1909921118366,0.25216494099502,20
"225","7","Late Winter","21",1.98712983508092,0.1047020877906,21
"226","7","Late Winter","22",1.98712983508067,0.104702087790581,22
"227","7","Late Winter","23",-10.272479917667,0.640877887408374,23
"228","7","Late Winter","24",0.290698679007044,0.409570016900932,24
"229","7","Late Winter","25",-1.4362239992385,0.0156464910285334,25
"230","7","Late Winter","26",-7.27182854818556,0.774453913195383,26
"231","7","Late Winter","27",1.0221961776806,0.00206956848198925,27
"232","7","Late Winter","28",-6.27130092306009,0.814058229304517,28
"233","7","Late Winter","29",-0.410847963129148,0.354616439357564,29
"234","7","Late Winter","30",-7.27182381127964,0.815008165834679,30
"235","7","Late Winter","31",NA,NA,31
"236","7","Late Winter","32",-0.969779362537151,0.000875082659756717,32
"237","7","Late Winter","33",-1.66010302762503,0.000000020708413686455,33
"238","7","Late Winter","34",0.294899486177067,0.00949743755359247,34
"239","7","Late Winter","35",-0.117206090614853,0.347587873295343,35
"240","7","Late Winter","36",-1.01995777833729,0.0035079368488769,36
"241","7","Late Winter","37",-2.20268890423403,0.029753939791258,37
"242","7","Late Winter","38",-6.27130092287162,0.814058229311132,38
"243","7","Late Winter","39",NA,NA,39
"244","7","Late Winter","40",NA,NA,40
"245","7","Late Winter","41",-6.27130092226386,0.814058229325654,41
"246","7","Late Winter","42",0.67503240610391,0.0417390299639717,42
"247","7","Late Winter","43",0.24415691084795,0.578252919773333,43
"248","7","Late Winter","44",0.708142566905426,0.00000000317828394206375,44
"249","7","Late Winter","45",0.395466147161089,0.0238004901442982,45
"250","7","Late Winter","46",1.07099108165449,0.00140917140665971,46
"251","7","Late Winter","47",-0.410812832422096,0.593057053572944,47
"252","7","Late Winter","48",-1.58693682261824,0.000000261221883638196,48
"253","7","Late Winter","49",-10.2722665899891,0.75767478842825,49
"254","7","Late Winter","50",NA,NA,50
"255","7","Late Winter","51",0.0894321995044745,0.364394184130006,51
"256","7","Summer","1",0.526163394170925,0.0000121760770015423,1
"257","7","Summer","2",0.549894773223911,0.00000000000000000000000730384898899433,2
"258","7","Summer","3",0.868534503947821,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000264839918009087,3
"259","7","Summer","4",0.736109405459898,0.00000000000000000000000000000000000000000000249810025171769,4
"260","7","Summer","5",0.263530325456938,0.000673474365457315,5
"261","7","Summer","6",-0.606826939852384,0.000000161953354733911,6
"262","7","Summer","7",0.161828851179348,0.341038056808528,7
"263","7","Summer","8",0.111150392638233,0.461723244176979,8
"264","7","Summer","9",NA,NA,9
"265","7","Summer","10",-9.76957922673656,0.701303193679279,10
"266","7","Summer","11",-1.48043936339055,0.0000000000000115610618640386,11
"267","7","Summer","12",NA,NA,12
"268","7","Summer","13",NA,NA,13
"269","7","Summer","14",0.0118904549083025,0.932943503379159,14
"270","7","Summer","15",0.485957168661945,0.000000129116349765426,15
"271","7","Summer","16",-0.553484427942334,0.0649974725302299,16
"272","7","Summer","17",-2.1478418856262,0.0349837141376563,17
"273","7","Summer","18",-1.33728281579866,0.000148622081859759,18
"274","7","Summer","19",-0.926284815335532,0.0564174258385235,19
"275","7","Summer","20",-0.729697593551833,0.0104357903553925,20
"276","7","Summer","21",-7.76919444161056,0.759488063378757,21
"277","7","Summer","22",-0.669786228769292,0.295710325478911,22
"278","7","Summer","23",NA,NA,23
"279","7","Summer","24",-8.76941110386402,0.748826403043639,24
"280","7","Summer","25",-0.812863775660057,0.458067216120741,25
"281","7","Summer","26",NA,NA,26
"282","7","Summer","27",-0.761618500549154,0.166232415619887,27
"283","7","Summer","28",-0.908198676367635,0.237426754875372,28
"284","7","Summer","29",NA,NA,29
"285","7","Summer","30",NA,NA,30
"286","7","Summer","31",NA,NA,31
"287","7","Summer","32",-0.681801989761578,0.000024861913388777,32
"288","7","Summer","33",-1.75319593869921,0.00015713326159042,33
"289","7","Summer","34",-2.62150186567861,0.000260472711084632,34
"290","7","Summer","35",-1.76856512278048,0.00312391368411284,35
"291","7","Summer","36",NA,NA,36
"292","7","Summer","37",-8.76942417669241,0.716561010830575,37
"293","7","Summer","38",-7.76920097699008,0.723702033421424,38
"294","7","Summer","39",NA,NA,39
"295","7","Summer","40",NA,NA,40
"296","7","Summer","41",NA,NA,41
"297","7","Summer","42",NA,NA,42
"298","7","Summer","43",-0.168509860968072,0.68506612414639,43
"299","7","Summer","44",-1.34363809663954,0.0110241485312456,44
"300","7","Summer","45",-8.7694111038506,0.748826403042608,45
"301","7","Summer","46",-7.7691879048247,0.802608408220021,46
"302","7","Summer","47",NA,NA,47
"303","7","Summer","48",-1.23190780603265,0.000250396877250653,48
"304","7","Summer","49",-0.630600464302719,0.165421727652799,49
"305","7","Summer","50",-0.995191868662605,0.356862266644958,50
"306","7","Summer","51",0.686640581425048,0.000000150699195617251,51
"307","8","Early Winter","1",-8.70689924293785,0.83668359741017,1
"308","8","Early Winter","2",-8.7069398537977,0.770650865802903,2
"309","8","Early Winter","3",-8.70695508364218,0.750726866432629,3
"310","8","Early Winter","4",0.109982831612248,0.839130268321801,4
"311","8","Early Winter","5",NA,NA,5
"312","8","Early Winter","6",NA,NA,6
"313","8","Early Winter","7",NA,NA,7
"314","8","Early Winter","8",0.333205140144742,0.339659927388022,8
"315","8","Early Winter","9",NA,NA,9
"316","8","Early Winter","10",NA,NA,10
"317","8","Early Winter","11",NA,NA,11
"318","8","Early Winter","12",NA,NA,12
"319","8","Early Winter","13",NA,NA,13
"320","8","Early Winter","14",NA,NA,14
"321","8","Early Winter","15",NA,NA,15
"322","8","Early Winter","16",NA,NA,16
"323","8","Early Winter","17",NA,NA,17
"324","8","Early Winter","18",NA,NA,18
"325","8","Early Winter","19",-8.70690431899069,0.826929057318465,19
"326","8","Early Winter","20",0.472899305633543,0.549734718897573,20
"327","8","Early Winter","21",-1.38631686998506,0.0184466412514441,21
"328","8","Early Winter","22",0.0400260097488935,0.897680196079061,22
"329","8","Early Winter","23",-7.7068240930008,0.778411108865692,23
"330","8","Early Winter","24",NA,NA,24
"331","8","Early Winter","25",-5.70608496841553,0.830549787041675,25
"332","8","Early Winter","26",-0.625764567574786,0.547406218564042,26
"333","8","Early Winter","27",-7.70681901531562,0.79446534117912,27
"334","8","Early Winter","28",-0.392153928960697,0.597796146580655,28
"335","8","Early Winter","29",NA,NA,29
"336","8","Early Winter","30",NA,NA,30
"337","8","Early Winter","31",-7.70680378465081,0.85384662350281,31
"338","8","Early Winter","32",NA,NA,32
"339","8","Early Winter","33",NA,NA,33
"340","8","Early Winter","34",NA,NA,34
"341","8","Early Winter","35",1.34841585529751,0.064844403382105,35
"342","8","Early Winter","36",-7.70682409296197,0.778411108868405,36
"343","8","Early Winter","37",-0.538772259857572,0.465524509680753,37
"344","8","Early Winter","38",-7.70681901545691,0.794465341183592,38
"345","8","Early Winter","39",-1.18526327012296,0.0979659229023737,39
"346","8","Early Winter","40",0.424253570027169,0.139844715574182,40
"347","8","Early Winter","41",NA,NA,41
"348","8","Early Winter","42",NA,NA,42
"349","8","Early Winter","43",-8.70693985291594,0.770650865682289,43
"350","8","Early Winter","44",NA,NA,44
"351","8","Early Winter","45",NA,NA,45
"352","8","Early Winter","46",NA,NA,46
"353","8","Early Winter","47",NA,NA,47
"354","8","Early Winter","48",-1.47347283396895,0.00376297464553421,48
"355","8","Early Winter","49",-0.189983627214837,0.371483170067652,49
"356","8","Early Winter","50",0.193925367229077,0.0757967170384909,50
"357","8","Early Winter","51",-0.297722262789893,0.291680655352471,51
"358","8","Late Winter","1",-1.00261818607186,0.0000000113279543203718,1
"359","8","Late Winter","2",-7.04725317502661,0.7484640612161,2
"360","8","Late Winter","3",NA,NA,3
"361","8","Late Winter","4",-0.0808890471042528,0.741485644743802,4
"362","8","Late Winter","5",NA,NA,5
"363","8","Late Winter","6",NA,NA,6
"364","8","Late Winter","7",NA,NA,7
"365","8","Late Winter","8",-7.04725317491148,0.748464061206187,8
"366","8","Late Winter","9",-8.04746879419721,0.725444772042178,9
"367","8","Late Winter","10",NA,NA,10
"368","8","Late Winter","11",NA,NA,11
"369","8","Late Winter","12",NA,NA,12
"370","8","Late Winter","13",NA,NA,13
"371","8","Late Winter","14",NA,NA,14
"372","8","Late Winter","15",NA,NA,15
"373","8","Late Winter","16",NA,NA,16
"374","8","Late Winter","17",NA,NA,17
"375","8","Late Winter","18",NA,NA,18
"376","8","Late Winter","19",-8.04745205953219,0.785598095176499,19
"377","8","Late Winter","20",-7.04724898731256,0.781239500964465,20
"378","8","Late Winter","21",-7.04724480579307,0.820622556141495,21
"379","8","Late Winter","22",-0.31984956487775,0.266374451125166,22
"380","8","Late Winter","23",1.71954644047757,0.0000000630941878623219,23
"381","8","Late Winter","24",-9.04754724045897,0.793056896722772,24
"382","8","Late Winter","25",-9.04759326833491,0.716455867719139,25
"383","8","Late Winter","26",NA,NA,26
"384","8","Late Winter","27",-10.0476818145985,0.753173182495751,27
"385","8","Late Winter","28",-0.42749150939584,0.184801913424299,28
"386","8","Late Winter","29",-1.18954818012736,0.248206998804346,29
"387","8","Late Winter","30",-1.25412633602826,0.0842388456056738,30
"388","8","Late Winter","31",NA,NA,31
"389","8","Late Winter","32",9.08379882570612,0.733350811367164,32
"390","8","Late Winter","33",NA,NA,33
"391","8","Late Winter","34",-8.04745624367134,0.768889844005054,34
"392","8","Late Winter","35",-1.81377093090223,0.0745257117281271,35
"393","8","Late Winter","36",-0.291636105069155,0.417372066429921,36
"394","8","Late Winter","37",-1.31489622470514,0.00410148687256811,37
"395","8","Late Winter","38",NA,NA,38
"396","8","Late Winter","39",NA,NA,39
"397","8","Late Winter","40",-9.04755142452834,0.784810526040305,40
"398","8","Late Winter","41",-10.0477069226309,0.735080579012939,41
"399","8","Late Winter","42",NA,NA,42
"400","8","Late Winter","43",NA,NA,43
"401","8","Late Winter","44",NA,NA,44
"402","8","Late Winter","45",NA,NA,45
"403","8","Late Winter","46",NA,NA,46
"404","8","Late Winter","47",-10.0476734426098,0.759550798146505,47
"405","8","Late Winter","48",-0.380621107901302,0.0604075292751365,48
"406","8","Late Winter","49",-0.220255414116237,0.274148737854394,49
"407","8","Late Winter","50",-0.504541842091844,0.000169253879885931,50
"408","8","Late Winter","51",-0.780089355712381,0.00000193244332478683,51
"409","8","Summer","1",NA,NA,1
"410","8","Summer","2",-1.25181807689112,0.0378289682861633,2
"411","8","Summer","3",-1.05107925133829,0.158463932092211,3
"412","8","Summer","4",0.740824014603023,0.104595659508629,4
"413","8","Summer","5",0.81807478756449,0.000182766408117456,5
"414","8","Summer","6",-0.240115923571779,0.569912755709506,6
"415","8","Summer","7",-0.678424575365927,0.159235477273996,7
"416","8","Summer","8",NA,NA,8
"417","8","Summer","9",-0.294204581156961,0.427455916869099,9
"418","8","Summer","10",NA,NA,10
"419","8","Summer","11",NA,NA,11
"420","8","Summer","12",NA,NA,12
"421","8","Summer","13",NA,NA,13
"422","8","Summer","14",NA,NA,14
"423","8","Summer","15",NA,NA,15
"424","8","Summer","16",NA,NA,16
"425","8","Summer","17",NA,NA,17
"426","8","Summer","18",-8.41978514756861,0.758522377662885,18
"427","8","Summer","19",-0.982170582037444,0.0378873005884464,19
"428","8","Summer","20",-0.645562978178541,0.550060731149295,20
"429","8","Summer","21",0.314346584655019,0.0476876009310689,21
"430","8","Summer","22",-0.191371756186172,0.435189179524498,22
"431","8","Summer","23",-1.33879472367602,0.0687019076774821,23
"432","8","Summer","24",-0.751029113712255,0.08627796247838,24
"433","8","Summer","25",-1.74416979878511,0.0877294059471886,25
"434","8","Summer","26",NA,NA,26
"435","8","Summer","27",-1.66739293077408,0.00485147005282426,27
"436","8","Summer","28",-0.77081523979092,0.107563883922028,28
"437","8","Summer","29",-9.41991881000836,0.737981639657989,29
"438","8","Summer","30",-8.41979670879421,0.72740166209731,30
"439","8","Summer","31",0.0476023893220632,0.953509839223204,31
"440","8","Summer","32",-8.41978514757764,0.758522377663364,32
"441","8","Summer","33",-7.41956572804902,0.811319828508537,33
"442","8","Summer","34",-8.41978514756953,0.75852237766279,34
"443","8","Summer","35",-9.41991880953976,0.737981639711175,35
"444","8","Summer","36",0.607332391124808,0.0709569727551447,36
"445","8","Summer","37",-1.71609440655533,0.0176648731228711,37
"446","8","Summer","38",NA,NA,38
"447","8","Summer","39",-7.419565727486,0.811319828437217,39
"448","8","Summer","40",NA,NA,40
"449","8","Summer","41",-6.41904179981081,0.809760765554679,41
"450","8","Summer","42",-7.41956572749109,0.811319828437238,42
"451","8","Summer","43",-9.41987834395527,0.793698503094252,43
"452","8","Summer","44",NA,NA,44
"453","8","Summer","45",NA,NA,45
"454","8","Summer","46",NA,NA,46
"455","8","Summer","47",-0.270943582846023,0.330971849557119,47
"456","8","Summer","48",-0.0691691611742325,0.719405089574225,48
"457","8","Summer","49",-0.323940483001128,0.00386838239125922,49
"458","8","Summer","50",0.371102410030609,0.00000571274183831665,50
"459","8","Summer","51",-0.32410324433567,0.00510239511330014,51
"460","9","Early Winter","1",-9.22541389727802,0.94718850520271,1
"461","9","Early Winter","2",-9.22533055293084,0.962643320685659,2
"462","9","Early Winter","3",NA,NA,3
"463","9","Early Winter","4",NA,NA,4
"464","9","Early Winter","5",NA,NA,5
"465","9","Early Winter","6",NA,NA,6
"466","9","Early Winter","7",NA,NA,7
"467","9","Early Winter","8",NA,NA,8
"468","9","Early Winter","9",-11.2260938685597,0.947135615583304,9
"469","9","Early Winter","10",NA,NA,10
"470","9","Early Winter","11",NA,NA,11
"471","9","Early Winter","12",NA,NA,12
"472","9","Early Winter","13",NA,NA,13
"473","9","Early Winter","14",-1.23291775303215,0.0851308408221405,14
"474","9","Early Winter","15",NA,NA,15
