"DU","Season","Years.Old","Coefficient","p.values","coefficent.km","years"
"120",6,"Summer","18",-0.00000207100225541125,0.0000000000000000000000000000000000000000000000000000000000000000000174378133660377,-0.00207100225541125,18
"121",6,"Summer","19",-0.00000141141834189284,0.00000000000000000000000000000080772219702049,-0.00141141834189284,19
"122",6,"Summer","20",-0.0000000265303301603627,0.808336934878706,-0.0000265303301603627,20
"123",6,"Summer","21",-0.000000168336910591963,0.0962412260093963,-0.000168336910591963,21
"124",6,"Summer","22",-0.000000480741104228261,0.00000349626344135203,-0.000480741104228261,22
"125",6,"Summer","23",-0.000000430805164752778,0.0000292609282374194,-0.000430805164752778,23
"126",6,"Summer","24",-0.00000041963678422039,0.00031384521258431,-0.00041963678422039,24
"127",6,"Summer","25",0.00000137031573038931,0.0000000000000000000000000000000000000000300951904124494,0.00137031573038931,25
"128",6,"Summer","26",0.00000193819496651656,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000218732557014994,0.00193819496651656,26
"129",6,"Summer","27",0.000000508889707291202,0.00000000581595068803994,0.000508889707291202,27
"130",6,"Summer","28",-0.000000615751824741919,0.000000000000109557551082544,-0.000615751824741919,28
"131",6,"Summer","29",-0.00000171127964168367,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000109609139989631,-0.00171127964168367,29
"132",6,"Summer","30",-0.00000274728641319621,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000139838714624549,-0.00274728641319621,30
"133",6,"Summer","31",-0.00000117706191912614,0.000000000000000000000000000000000762147023660094,-0.00117706191912614,31
"134",6,"Summer","32",0.000000484545901711782,0.000000806114829689941,0.000484545901711782,32
"135",6,"Summer","33",-0.000000057294962740806,0.556184907613021,-0.000057294962740806,33
"136",6,"Summer","34",-0.000000670518920596412,0.0000000000000289174601283282,-0.000670518920596412,34
"137",6,"Summer","35",-0.000000827266418803343,0.0000000000000000000365393997158386,-0.000827266418803343,35
"138",6,"Summer","36",0.000000367193755837359,0.00000000000325867263225911,0.000367193755837359,36
"139",6,"Summer","37",0.000000377402167215809,0.000000000903059351633279,0.000377402167215809,37
"140",6,"Summer","38",0.000000618096659350937,0.0000000000000000000000000336973976369834,0.000618096659350937,38
"141",6,"Summer","39",0.000000975361179042003,0.00000000000000000000000000000000000000000000000000000250401927816137,0.000975361179042003,39
"142",6,"Summer","40",0.00000104609294862216,0.00000000000000000000000000000000000000000000000000184239458801841,0.00104609294862216,40
"143",6,"Summer","41",0.00000222053736364793,0,0.00222053736364793,41
"144",6,"Summer","42",0.000000821097361128995,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131431289178258,0.000821097361128995,42
"145",6,"Summer","43",0.000000426657584704101,0.00000000000000000000000000000855820941182089,0.000426657584704101,43
"146",6,"Summer","44",-0.000000405480851003643,0.00000000000000000000000000301292463670751,-0.000405480851003643,44
"147",6,"Summer","45",-0.00000128115666251897,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000386692162154051,-0.00128115666251897,45
"148",6,"Summer","46",-0.000000445843901862253,0.0000000000000000000295747332925825,-0.000445843901862253,46
"149",6,"Summer","47",-0.00000086597434517042,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000357841461034566,-0.00086597434517042,47
"150",6,"Summer","48",-0.000000551417752148527,0.0000000000000000000000000000013806788665332,-0.000551417752148527,48
"151",6,"Summer","49",0.0000000216611926154844,0.645627593341332,0.0000216611926154844,49
"152",6,"Summer","50",0.000000100218296581496,0.0332441674295898,0.000100218296581496,50
"153",6,"Summer",">50",0.0000000915664606668676,0.0557897661693472,0.0000915664606668676,51
"154",7,"Early Winter","1",0.000000213955780489481,0.10179377885799,0.000213955780489481,1
"155",7,"Early Winter","2",0.000000530305015532566,0.0000148672630554082,0.000530305015532566,2
"156",7,"Early Winter","3",0.000000488163090931169,0.00000988939797010064,0.000488163090931169,3
"157",7,"Early Winter","4",-0.000000873991763798835,0.0000000000000123704467899109,-0.000873991763798835,4
"158",7,"Early Winter","5",-0.00000126312686694358,0.00000000000000000000136384544509056,-0.00126312686694358,5
"159",7,"Early Winter","6",-0.00000334016681916026,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000282657436654884,-0.00334016681916026,6
"160",7,"Early Winter","7",-0.00000199970953710017,0.0000000000000000000000497498843853224,-0.00199970953710017,7
"161",7,"Early Winter","8",-0.00000202646065841434,0.00000000000018590631677972,-0.00202646065841434,8
"162",7,"Early Winter","9",-0.00000240372127316895,0.0000000000000000202502100143028,-0.00240372127316895,9
"163",7,"Early Winter","10",0.000000660809520087217,0.0251510414227418,0.000660809520087217,10
"164",7,"Early Winter","11",-0.00000166355502162369,0.000000221754303491718,-0.00166355502162369,11
"165",7,"Early Winter","12",0.0000000348893668944713,0.919190817975582,0.0000348893668944713,12
"166",7,"Early Winter","13",-0.00000160068442117759,0.00000204573798768671,-0.00160068442117759,13
"167",7,"Early Winter","14",0.0000000645357784128197,0.832098082038251,0.0000645357784128197,14
"168",7,"Early Winter","15",0.00000034039362984689,0.24334758920692,0.00034039362984689,15
"169",7,"Early Winter","16",0.000000321718578040316,0.259418768475161,0.000321718578040316,16
"170",7,"Early Winter","17",-0.000000279139064062048,0.333609821273515,-0.000279139064062048,17
"171",7,"Early Winter","18",0.000000314661046552395,0.272359378770239,0.000314661046552395,18
"172",7,"Early Winter","19",-0.000000975251088237794,0.0006114500192409,-0.000975251088237794,19
"173",7,"Early Winter","20",-0.000000615799813741169,0.021502388673855,-0.000615799813741169,20
"174",7,"Early Winter","21",-0.0000011893754988091,0.0000074176955326746,-0.0011893754988091,21
"175",7,"Early Winter","22",-0.000000862283609806706,0.000964511263239853,-0.000862283609806706,22
"176",7,"Early Winter","23",0.0000000393768691872394,0.872642969236349,0.0000393768691872394,23
"177",7,"Early Winter","24",0.0000000698411895943564,0.750596024877029,0.0000698411895943564,24
"178",7,"Early Winter","25",0.000000172150222181301,0.410164859063866,0.000172150222181301,25
"179",7,"Early Winter","26",0.000000591445628435199,0.0025499556526979,0.000591445628435199,26
"180",7,"Early Winter","27",0.000000420676426601386,0.0312309569751087,0.000420676426601386,27
"181",7,"Early Winter","28",0.000000345146855561938,0.085263060702461,0.000345146855561938,28
"182",7,"Early Winter","29",0.000000301591159538069,0.131662049433153,0.000301591159538069,29
"183",7,"Early Winter","30",0.00000197430082852913,0.00000000000000000000000128279987495837,0.00197430082852913,30
"184",7,"Early Winter","31",-0.0000000174219956392873,0.930937908589362,-0.0000174219956392873,31
"185",7,"Early Winter","32",0.000000490187267681555,0.0136732411820561,0.000490187267681555,32
"186",7,"Early Winter","33",0.00000119883692951635,0.000000000357912861066147,0.00119883692951635,33
"187",7,"Early Winter","34",0.00000100415322613575,0.000000147888664788697,0.00100415322613575,34
"188",7,"Early Winter","35",0.00000172244671283593,0.000000000000000000292758542010436,0.00172244671283593,35
"189",7,"Early Winter","36",0.000000451027175738626,0.0140602782372108,0.000451027175738626,36
"190",7,"Early Winter","37",0.00000326273557180804,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000159978913204412,0.00326273557180804,37
"191",7,"Early Winter","38",0.000000666744029874134,0.000201657257527249,0.000666744029874134,38
"192",7,"Early Winter","39",0.00000305515504528853,0.000000000000000000000000000000000000000000000000000000000000806708165927185,0.00305515504528853,39
"193",7,"Early Winter","40",0.00000295570004306092,0.000000000000000000000000000000000000000000000000000000000207482530603094,0.00295570004306092,40
"194",7,"Early Winter","41",0.00000205475815979303,0.0000000000000000000000000000000000000133555022990254,0.00205475815979303,41
"195",7,"Early Winter","42",0.000000471226294155915,0.0010328784286387,0.000471226294155915,42
"196",7,"Early Winter","43",0.00000084740443281023,0.0000000000048297277184944,0.00084740443281023,43
"197",7,"Early Winter","44",-0.00000018092875961913,0.109290902994593,-0.00018092875961913,44
"198",7,"Early Winter","45",0.000000695435663131397,0.000000000755272851842388,0.000695435663131397,45
"199",7,"Early Winter","46",0.000000618476124131355,0.0000000152904051071623,0.000618476124131355,46
"200",7,"Early Winter","47",0.000000282932912898611,0.0169057235883527,0.000282932912898611,47
"201",7,"Early Winter","48",0.0000012674235222321,0.000000000000000000000000227981294125842,0.0012674235222321,48
"202",7,"Early Winter","49",0.000000419922858873855,0.000750832156096806,0.000419922858873855,49
"203",7,"Early Winter","50",0.00000206761708200254,0.0000000000000000000000000000000000000000000000000000000000000000000000367318065931579,0.00206761708200254,50
"204",7,"Early Winter",">50",0.00000116609532456653,0.000000000000000000000002417074076371,0.00116609532456653,51
"205",7,"Late Winter","1",-0.00000091523622626591,0.0000000000000000000000000000000000000000290614689333986,-0.00091523622626591,1
"206",7,"Late Winter","2",0.000000244384446496209,0.000242504566282443,0.000244384446496209,2
"207",7,"Late Winter","3",0.00000112753835960009,0.0000000000000000000000000000000000000000000000000000000000000000246642620117954,0.00112753835960009,3
"208",7,"Late Winter","4",0.000000593726106494073,0.0000000000000000562757023978811,0.000593726106494073,4
"209",7,"Late Winter","5",0.0000000947201825730253,0.139030864482965,0.0000947201825730253,5
"210",7,"Late Winter","6",-0.00000113656391785615,0.00000000000000000000000000000000000000000000000000000103203473870261,-0.00113656391785615,6
"211",7,"Late Winter","7",-0.00000101280314945334,0.00000000000000000000000000000000000000000000000562142512418652,-0.00101280314945334,7
"212",7,"Late Winter","8",-0.000000485870384469738,0.00000000257261791564861,-0.000485870384469738,8
"213",7,"Late Winter","9",0.00000012143661922849,0.197681037160753,0.00012143661922849,9
"214",7,"Late Winter","10",0.000000340998420728363,0.0000571137688938736,0.000340998420728363,10
"215",7,"Late Winter","11",-0.000000771015118441422,0.00000194613809005792,-0.000771015118441422,11
"216",7,"Late Winter","12",0.000000922695701333444,0.0000000000000000000955194295194267,0.000922695701333444,12
"217",7,"Late Winter","13",0.000000299073223005503,0.0454676448238183,0.000299073223005503,13
"218",7,"Late Winter","14",-0.00000137864182089557,0.000000000000000358913911229472,-0.00137864182089557,14
"219",7,"Late Winter","15",0.0000000630533088394849,0.583358891198124,0.0000630533088394849,15
"220",7,"Late Winter","16",-0.0000000147971901805865,0.922697686605971,-0.0000147971901805865,16
"221",7,"Late Winter","17",0.000000694370260106144,0.000000000000969494182013175,0.000694370260106144,17
"222",7,"Late Winter","18",-0.00000063039633396974,0.000026030973508805,-0.00063039633396974,18
"223",7,"Late Winter","19",-0.000000730065807067788,0.000000497667638585061,-0.000730065807067788,19
"224",7,"Late Winter","20",-0.00000100865943589769,0.000000000000125744261500116,-0.00100865943589769,20
"225",7,"Late Winter","21",-0.00000207549891768497,0.0000000000000000000000000000000000000000000000467654690605783,-0.00207549891768497,21
"226",7,"Late Winter","22",-0.000000202116925837762,0.0342678202416603,-0.000202116925837762,22
"227",7,"Late Winter","23",-0.00000146864699215991,0.000000000000000000000000000259405648755012,-0.00146864699215991,23
"228",7,"Late Winter","24",-0.00000180773827971568,0.000000000000000000000000000000000000000575450072975472,-0.00180773827971568,24
"229",7,"Late Winter","25",-0.0000017415763331304,0.00000000000000000000000000000000000000815289780389032,-0.0017415763331304,25
"230",7,"Late Winter","26",-0.000000850063354073889,0.000000000898682913100732,-0.000850063354073889,26
"231",7,"Late Winter","27",0.000000668561596389207,0.000000774153622757698,0.000668561596389207,27
"232",7,"Late Winter","28",0.00000141118995762733,0.0000000000000000000000000000000000000000000000000000000000000000000000067399850529538,0.00141118995762733,28
"233",7,"Late Winter","29",0.00000247265066501098,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000154767150802213,0.00247265066501098,29
"234",7,"Late Winter","30",0.00000308853725371654,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000438682932109,0.00308853725371654,30
"235",7,"Late Winter","31",0.00000159778326373006,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000466034439510625,0.00159778326373006,31
"236",7,"Late Winter","32",0.00000123569614716762,0.000000000000000000000000000000000000000000000000000000000000000054806157280186,0.00123569614716762,32
"237",7,"Late Winter","33",0.00000112250975017236,0.000000000000000000000000000000000000000000000000000317741241898647,0.00112250975017236,33
"238",7,"Late Winter","34",0.00000111724737039365,0.000000000000000000000000000000000000000000000000856325613753553,0.00111724737039365,34
"239",7,"Late Winter","35",0.00000151149465874524,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001333666229349,0.00151149465874524,35
"240",7,"Late Winter","36",0.00000349873783558245,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000836898180096069,0.00349873783558245,36
"241",7,"Late Winter","37",0.00000257775518065064,0,0.00257775518065064,37
"242",7,"Late Winter","38",0.00000289109413328927,0,0.00289109413328927,38
"243",7,"Late Winter","39",0.00000321236176624062,0,0.00321236176624062,39
"244",7,"Late Winter","40",0.00000267337530814941,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000456794882382111,0.00267337530814941,40
"245",7,"Late Winter","41",0.00000194925294130932,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302838620755043,0.00194925294130932,41
"246",7,"Late Winter","42",0.000000884547218394494,0.0000000000000000000000000000000000000000000458709683013883,0.000884547218394494,42
"247",7,"Late Winter","43",0.00000117778974126184,0.0000000000000000000000000000000000000000000000000000000000000000000000000295726155525446,0.00117778974126184,43
"248",7,"Late Winter","44",-0.000000176078710689509,0.0055456912930189,-0.000176078710689509,44
"249",7,"Late Winter","45",0.0000000571915547511209,0.314333280328118,0.0000571915547511209,45
"250",7,"Late Winter","46",0.0000000857109928952812,0.155742120596119,0.0000857109928952812,46
"251",7,"Late Winter","47",0.000000166001822537659,0.000889557019935781,0.000166001822537659,47
"252",7,"Late Winter","48",0.00000110871581874573,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000827890200367096,0.00110871581874573,48
