"","X.1","X","distance_to_cut_5to9","distance_to_cut_10to40","distance_to_cut_1to4","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du8","predict_du9","predict_du6"
"254",254,254,5,5,5,5,"Snake-Sahtaneh","new",0.236745639,0.198545927894387,0.14416829290264,0.267328431422427
"255",255,255,6,5,5,5,"Snake-Sahtaneh","new",0.238186967,0.194586618792402,0.141025277049826,0.266443020499841
"256",256,256,7,5,5,5,"Snake-Sahtaneh","new",0.239634316,0.190687478922269,0.137939738199324,0.265559479210271
"257",257,257,8,5,5,5,"Snake-Sahtaneh","new",0.241087676,0.186848344569584,0.134911105788891,0.264677810656171
"258",258,258,9,5,5,5,"Snake-Sahtaneh","new",0.242547038,0.183069019888395,0.131938793194354,0.263798017888586
"259",259,259,10,5,5,5,"Snake-Sahtaneh","new",0.244012395,0.179349278083754,0.129022198878668,0.262920103907263
"260",260,260,11,5,5,5,"Snake-Sahtaneh","new",0.245483735,0.175688862598903,0.126160707513977,0.262044071660759
"261",261,261,12,5,5,5,"Snake-Sahtaneh","new",0.246961049,0.172087488304333,0.123353691075723,0.261169924046551
"262",262,262,13,5,5,5,"Snake-Sahtaneh","new",0.248444326,0.168544842686123,0.120600509907993,0.260297663911153
"263",263,263,14,5,5,5,"Snake-Sahtaneh","new",0.249933554,0.165060587031077,0.11790051375941,0.259427294050229
"264",264,264,15,5,5,5,"Snake-Sahtaneh","new",0.251428724,0.16163435760629,0.115253042788983,0.258558817208717
"265",265,265,16,5,5,5,"Snake-Sahtaneh","new",0.252929821,0.158265766830957,0.11265742854146,0.257692236080942
"266",266,266,17,5,5,5,"Snake-Sahtaneh","new",0.254436834,0.154954404438315,0.110112994891816,0.256827553310747
"267",267,267,18,5,5,5,"Snake-Sahtaneh","new",0.25594975,0.151699838625781,0.107619058958625,0.255964771491612
"268",268,268,19,5,5,5,"Snake-Sahtaneh","new",0.257468556,0.148501617191458,0.105174931986145,0.255103893166785
"269",269,269,20,5,5,5,"Snake-Sahtaneh","new",0.258993237,0.14535926865533,0.102779920195044,0.25424492082941
"270",270,270,21,5,5,5,"Snake-Sahtaneh","new",0.260523779,0.142272303363577,0.100433325601779,0.253387856922657
"271",271,271,22,5,5,5,"Snake-Sahtaneh","new",0.262060167,0.139240214574585,0.0981344468067077,0.25253270383986
"272",272,272,23,5,5,5,"Snake-Sahtaneh","new",0.263602386,0.136262479525334,0.0958825797510936,0.251679463924647
"273",273,273,24,5,5,5,"Snake-Sahtaneh","new",0.265150419,0.13333856047699,0.093677018443241,0.250828139471084
"274",274,274,25,5,5,5,"Snake-Sahtaneh","new",0.266704251,0.130467905738615,0.091517055654033,0.249978732723808
"275",275,275,26,5,5,5,"Snake-Sahtaneh","new",0.268263865,0.127649950668057,0.0894019835822304,0.249131245878174
"276",276,276,27,5,5,5,"Snake-Sahtaneh","new",0.269829243,0.124884118649159,0.087331094489923,0.248285681080396
"277",277,277,28,5,5,5,"Snake-Sahtaneh","new",0.271400367,0.122169822044569,0.0853036813085811,0.247442040427692
"278",278,278,29,5,5,5,"Snake-Sahtaneh","new",0.27297722,0.119506463123497,0.0833190382161951,0.246600325968435
"279",279,279,30,5,5,5,"Snake-Sahtaneh","new",0.274559781,0.116893434963897,0.0813764611860282,0.245760539702297
"280",280,280,0,5,5,5,"Maxhamish","new",0.229629556,0.219248345609697,0.160764222472062,0.296451250189971
"281",281,281,1,5,5,5,"Maxhamish","new",0.231040675,0.21498694081835,0.157325908934623,0.295464529414729
"282",282,282,2,5,5,5,"Maxhamish","new",0.232457849,0.210786001162013,0.153947642322251,0.294479718218642
"283",283,283,3,5,5,5,"Maxhamish","new",0.233881073,0.206645540953792,0.150628950479938,0.293496822073799
"284",284,284,4,5,5,5,"Maxhamish","new",0.235310338,0.202565536636003,0.1473693390831,0.292515846388165
"285",285,285,5,5,5,5,"Maxhamish","new",0.236745639,0.198545927894387,0.14416829290264,0.291536796505612
"286",286,286,6,5,5,5,"Maxhamish","new",0.238186967,0.194586618792402,0.141025277049826,0.29055967770595
"287",287,287,7,5,5,5,"Maxhamish","new",0.239634316,0.190687478922269,0.137939738199324,0.289584495204961
"288",288,288,8,5,5,5,"Maxhamish","new",0.241087676,0.186848344569584,0.134911105788891,0.288611254154443
"289",289,289,9,5,5,5,"Maxhamish","new",0.242547038,0.183069019888395,0.131938793194354,0.287639959642252
"290",290,290,10,5,5,5,"Maxhamish","new",0.244012395,0.179349278083754,0.129022198878668,0.286670616692348
"291",291,291,11,5,5,5,"Maxhamish","new",0.245483735,0.175688862598903,0.126160707513977,0.285703230264846
"292",292,292,12,5,5,5,"Maxhamish","new",0.246961049,0.172087488304333,0.123353691075723,0.284737805256074
"293",293,293,13,5,5,5,"Maxhamish","new",0.248444326,0.168544842686123,0.120600509907993,0.283774346498629
"294",294,294,14,5,5,5,"Maxhamish","new",0.249933554,0.165060587031077,0.11790051375941,0.282812858761441
"295",295,295,15,5,5,5,"Maxhamish","new",0.251428724,0.16163435760629,0.115253042788983,0.281853346749839
"296",296,296,16,5,5,5,"Maxhamish","new",0.252929821,0.158265766830957,0.11265742854146,0.280895815105617
"297",297,297,17,5,5,5,"Maxhamish","new",0.254436834,0.154954404438315,0.110112994891816,0.279940268407114
"298",298,298,18,5,5,5,"Maxhamish","new",0.25594975,0.151699838625781,0.107619058958625,0.278986711169285
"299",299,299,19,5,5,5,"Maxhamish","new",0.257468556,0.148501617191458,0.105174931986145,0.278035147843786
"300",300,300,20,5,5,5,"Maxhamish","new",0.258993237,0.14535926865533,0.102779920195044,0.277085582819054
"301",301,301,21,5,5,5,"Maxhamish","new",0.260523779,0.142272303363577,0.100433325601779,0.276138020420397
"302",302,302,22,5,5,5,"Maxhamish","new",0.262060167,0.139240214574585,0.0981344468067077,0.275192464910084
"303",303,303,23,5,5,5,"Maxhamish","new",0.263602386,0.136262479525334,0.0958825797510936,0.274248920487441
"304",304,304,24,5,5,5,"Maxhamish","new",0.265150419,0.13333856047699,0.093677018443241,0.273307391288947
"305",305,305,25,5,5,5,"Maxhamish","new",0.266704251,0.130467905738615,0.091517055654033,0.272367881388336
"306",306,306,26,5,5,5,"Maxhamish","new",0.268263865,0.127649950668057,0.0894019835822304,0.271430394796702
"307",307,307,27,5,5,5,"Maxhamish","new",0.269829243,0.124884118649159,0.087331094489923,0.270494935462607
"308",308,308,28,5,5,5,"Maxhamish","new",0.271400367,0.122169822044569,0.0853036813085811,0.269561507272189
"309",309,309,29,5,5,5,"Maxhamish","new",0.27297722,0.119506463123497,0.0833190382161951,0.268630114049284
"310",310,310,30,5,5,5,"Maxhamish","new",0.274559781,0.116893434963897,0.0813764611860282,0.267700759555537
"311",311,311,0,5,5,5,"Rainbows","new",0.323803255,0.219248345609697,0.160764222472062,0.335570784931503
"312",312,312,1,5,5,5,"Rainbows","new",0.338020003,0.21498694081835,0.157325908934623,0.334542712408595
"313",313,313,2,5,5,5,"Rainbows","new",0.35253552,0.210786001162013,0.153947642322251,0.333516208544441
"314",314,314,3,5,5,5,"Rainbows","new",0.367328489,0.206645540953792,0.150628950479938,0.332491280655258
"315",315,315,4,5,5,5,"Rainbows","new",0.382375604,0.202565536636003,0.1473693390831,0.331467936001307
"316",316,316,5,5,5,5,"Rainbows","new",0.397651689,0.198545927894387,0.14416829290264,0.330446181786781
"317",317,317,6,5,5,5,"Rainbows","new",0.413129838,0.194586618792402,0.141025277049826,0.329426025159681
"318",318,318,7,5,5,5,"Rainbows","new",0.42878159,0.190687478922269,0.137939738199324,0.328407473211709
"319",319,319,8,5,5,5,"Rainbows","new",0.444577115,0.186848344569584,0.134911105788891,0.32739053297816
"320",320,320,9,5,5,5,"Rainbows","new",0.46048544,0.183069019888395,0.131938793194354,0.326375211437819
"321",321,321,10,5,5,5,"Rainbows","new",0.476474679,0.179349278083754,0.129022198878668,0.325361515512859
"322",322,322,11,5,5,5,"Rainbows","new",0.492512285,0.175688862598903,0.126160707513977,0.324349452068745
"323",323,323,12,5,5,5,"Rainbows","new",0.508565316,0.172087488304333,0.123353691075723,0.323339027914144
"324",324,324,13,5,5,5,"Rainbows","new",0.524600703,0.168544842686123,0.120600509907993,0.322330249800836
"325",325,325,14,5,5,5,"Rainbows","new",0.540585522,0.165060587031077,0.11790051375941,0.321323124423627
"326",326,326,15,5,5,5,"Rainbows","new",0.556487264,0.16163435760629,0.115253042788983,0.32031765842027
"327",327,327,16,5,5,5,"Rainbows","new",0.572274095,0.158265766830957,0.11265742854146,0.319313858371389
"328",328,328,17,5,5,5,"Rainbows","new",0.587915111,0.154954404438315,0.110112994891816,0.318311730800405
"329",329,329,18,5,5,5,"Rainbows","new",0.603380569,0.151699838625781,0.107619058958625,0.317311282173464
"330",330,330,19,5,5,5,"Rainbows","new",0.618642105,0.148501617191458,0.105174931986145,0.316312518899377
"331",331,331,20,5,5,5,"Rainbows","new",0.633672925,0.14535926865533,0.102779920195044,0.315315447329552
"332",332,332,21,5,5,5,"Rainbows","new",0.648447974,0.142272303363577,0.100433325601779,0.31432007375794
"333",333,333,22,5,5,5,"Rainbows","new",0.662944078,0.139240214574585,0.0981344468067077,0.313326404420981
"334",334,334,23,5,5,5,"Rainbows","new",0.677140053,0.136262479525334,0.0958825797510936,0.312334445497547
"335",335,335,24,5,5,5,"Rainbows","new",0.691016797,0.13333856047699,0.093677018443241,0.311344203108904
"336",336,336,25,5,5,5,"Rainbows","new",0.704557337,0.130467905738615,0.091517055654033,0.310355683318663
"337",337,337,26,5,5,5,"Rainbows","new",0.717746866,0.127649950668057,0.0894019835822304,0.309368892132739
"338",338,338,27,5,5,5,"Rainbows","new",0.730572742,0.124884118649159,0.087331094489923,0.308383835499322
"339",339,339,28,5,5,5,"Rainbows","new",0.743024464,0.122169822044569,0.0853036813085811,0.307400519308836
"340",340,340,29,5,5,5,"Rainbows","new",0.755093633,0.119506463123497,0.0833190382161951,0.306418949393919
"341",341,341,30,5,5,5,"Rainbows","new",0.766773884,0.116893434963897,0.0813764611860282,0.305439131529389
"342",342,342,0,5,5,5,"Charlotte Alplands","new",0.503899853,0.219248345609697,0.160764222472062,0.335570784931503
"343",343,343,1,5,5,5,"Charlotte Alplands","new",0.493976973,0.21498694081835,0.157325908934623,0.334542712408595
"344",344,344,2,5,5,5,"Charlotte Alplands","new",0.484058836,0.210786001162013,0.153947642322251,0.333516208544441
"345",345,345,3,5,5,5,"Charlotte Alplands","new",0.47415324,0.206645540953792,0.150628950479938,0.332491280655258
"346",346,346,4,5,5,5,"Charlotte Alplands","new",0.464267947,0.202565536636003,0.1473693390831,0.331467936001307
"347",347,347,5,5,5,5,"Charlotte Alplands","new",0.45441065,0.198545927894387,0.14416829290264,0.330446181786781
"348",348,348,6,5,5,5,"Charlotte Alplands","new",0.44458896,0.194586618792402,0.141025277049826,0.329426025159681
"349",349,349,7,5,5,5,"Charlotte Alplands","new",0.434810373,0.190687478922269,0.137939738199324,0.328407473211709
"350",350,350,8,5,5,5,"Charlotte Alplands","new",0.425082255,0.186848344569584,0.134911105788891,0.32739053297816
"351",351,351,9,5,5,5,"Charlotte Alplands","new",0.415411815,0.183069019888395,0.131938793194354,0.326375211437819
"352",352,352,10,5,5,5,"Charlotte Alplands","new",0.405806087,0.179349278083754,0.129022198878668,0.325361515512859
"353",353,353,11,5,5,5,"Charlotte Alplands","new",0.396271911,0.175688862598903,0.126160707513977,0.324349452068745
"354",354,354,12,5,5,5,"Charlotte Alplands","new",0.386815913,0.172087488304333,0.123353691075723,0.323339027914144
"355",355,355,13,5,5,5,"Charlotte Alplands","new",0.377444487,0.168544842686123,0.120600509907993,0.322330249800836
"356",356,356,14,5,5,5,"Charlotte Alplands","new",0.368163785,0.165060587031077,0.11790051375941,0.321323124423627
"357",357,357,15,5,5,5,"Charlotte Alplands","new",0.358979696,0.16163435760629,0.115253042788983,0.32031765842027
"358",358,358,16,5,5,5,"Charlotte Alplands","new",0.349897838,0.158265766830957,0.11265742854146,0.319313858371389
"359",359,359,17,5,5,5,"Charlotte Alplands","new",0.340923544,0.154954404438315,0.110112994891816,0.318311730800405
"360",360,360,18,5,5,5,"Charlotte Alplands","new",0.332061856,0.151699838625781,0.107619058958625,0.317311282173464
"361",361,361,19,5,5,5,"Charlotte Alplands","new",0.323317513,0.148501617191458,0.105174931986145,0.316312518899377
"362",362,362,20,5,5,5,"Charlotte Alplands","new",0.31469495,0.14535926865533,0.102779920195044,0.315315447329552
"363",363,363,21,5,5,5,"Charlotte Alplands","new",0.306198288,0.142272303363577,0.100433325601779,0.31432007375794
"364",364,364,22,5,5,5,"Charlotte Alplands","new",0.297831333,0.139240214574585,0.0981344468067077,0.313326404420981
"365",365,365,23,5,5,5,"Charlotte Alplands","new",0.289597575,0.136262479525334,0.0958825797510936,0.312334445497547
"366",366,366,24,5,5,5,"Charlotte Alplands","new",0.28150019,0.13333856047699,0.093677018443241,0.311344203108904
"367",367,367,25,5,5,5,"Charlotte Alplands","new",0.273542035,0.130467905738615,0.091517055654033,0.310355683318663
"368",368,368,26,5,5,5,"Charlotte Alplands","new",0.265725655,0.127649950668057,0.0894019835822304,0.309368892132739
"369",369,369,27,5,5,5,"Charlotte Alplands","new",0.258053287,0.124884118649159,0.087331094489923,0.308383835499322
"370",370,370,28,5,5,5,"Charlotte Alplands","new",0.250526863,0.122169822044569,0.0853036813085811,0.307400519308836
"371",371,371,29,5,5,5,"Charlotte Alplands","new",0.243148016,0.119506463123497,0.0833190382161951,0.306418949393919
"372",372,372,30,5,5,5,"Charlotte Alplands","new",0.23591809,0.116893434963897,0.0813764611860282,0.305439131529389
"373",373,373,0,5,5,5,"Spatsizi","new",0.16230986,0.219248345609697,0.160764222472062,0.335570784931503
"374",374,374,1,5,5,5,"Spatsizi","new",0.164833287,0.21498694081835,0.157325908934623,0.334542712408595
"375",375,375,2,5,5,5,"Spatsizi","new",0.167388105,0.210786001162013,0.153947642322251,0.333516208544441
"376",376,376,3,5,5,5,"Spatsizi","new",0.169974463,0.206645540953792,0.150628950479938,0.332491280655258
"377",377,377,4,5,5,5,"Spatsizi","new",0.1725925,0.202565536636003,0.1473693390831,0.331467936001307
"378",378,378,5,5,5,5,"Spatsizi","new",0.175242347,0.198545927894387,0.14416829290264,0.330446181786781
"379",379,379,6,5,5,5,"Spatsizi","new",0.177924129,0.194586618792402,0.141025277049826,0.329426025159681
"380",380,380,7,5,5,5,"Spatsizi","new",0.180637963,0.190687478922269,0.137939738199324,0.328407473211709
"381",381,381,8,5,5,5,"Spatsizi","new",0.183383956,0.186848344569584,0.134911105788891,0.32739053297816
"382",382,382,9,5,5,5,"Spatsizi","new",0.186162209,0.183069019888395,0.131938793194354,0.326375211437819
"383",383,383,10,5,5,5,"Spatsizi","new",0.188972812,0.179349278083754,0.129022198878668,0.325361515512859
"384",384,384,11,5,5,5,"Spatsizi","new",0.191815847,0.175688862598903,0.126160707513977,0.324349452068745
"385",385,385,12,5,5,5,"Spatsizi","new",0.194691387,0.172087488304333,0.123353691075723,0.323339027914144
"386",386,386,13,5,5,5,"Spatsizi","new",0.197599494,0.168544842686123,0.120600509907993,0.322330249800836
"387",387,387,14,5,5,5,"Spatsizi","new",0.200540223,0.165060587031077,0.11790051375941,0.321323124423627
"388",388,388,15,5,5,5,"Spatsizi","new",0.203513617,0.16163435760629,0.115253042788983,0.32031765842027
"389",389,389,16,5,5,5,"Spatsizi","new",0.206519708,0.158265766830957,0.11265742854146,0.319313858371389
"390",390,390,17,5,5,5,"Spatsizi","new",0.20955852,0.154954404438315,0.110112994891816,0.318311730800405
"391",391,391,18,5,5,5,"Spatsizi","new",0.212630063,0.151699838625781,0.107619058958625,0.317311282173464
"392",392,392,19,5,5,5,"Spatsizi","new",0.21573434,0.148501617191458,0.105174931986145,0.316312518899377
"393",393,393,20,5,5,5,"Spatsizi","new",0.218871339,0.14535926865533,0.102779920195044,0.315315447329552
"394",394,394,21,5,5,5,"Spatsizi","new",0.222041039,0.142272303363577,0.100433325601779,0.31432007375794
"395",395,395,22,5,5,5,"Spatsizi","new",0.225243406,0.139240214574585,0.0981344468067077,0.313326404420981
"396",396,396,23,5,5,5,"Spatsizi","new",0.228478394,0.136262479525334,0.0958825797510936,0.312334445497547
"397",397,397,24,5,5,5,"Spatsizi","new",0.231745947,0.13333856047699,0.093677018443241,0.311344203108904
"398",398,398,25,5,5,5,"Spatsizi","new",0.235045993,0.130467905738615,0.091517055654033,0.310355683318663
"399",399,399,26,5,5,5,"Spatsizi","new",0.23837845,0.127649950668057,0.0894019835822304,0.309368892132739
"400",400,400,27,5,5,5,"Spatsizi","new",0.241743224,0.124884118649159,0.087331094489923,0.308383835499322
"401",401,401,28,5,5,5,"Spatsizi","new",0.245140205,0.122169822044569,0.0853036813085811,0.307400519308836
"402",402,402,29,5,5,5,"Spatsizi","new",0.248569273,0.119506463123497,0.0833190382161951,0.306418949393919
"403",403,403,30,5,5,5,"Spatsizi","new",0.252030292,0.116893434963897,0.0813764611860282,0.305439131529389
"404",404,404,0,5,5,5,"Pink Mountain","new",0.15309959,0.219248345609697,0.160764222472062,0.335570784931503
"405",405,405,1,5,5,5,"Pink Mountain","new",0.149865995,0.21498694081835,0.157325908934623,0.334542712408595
"406",406,406,2,5,5,5,"Pink Mountain","new",0.146688866,0.210786001162013,0.153947642322251,0.333516208544441
"407",407,407,3,5,5,5,"Pink Mountain","new",0.143567717,0.206645540953792,0.150628950479938,0.332491280655258
"408",408,408,4,5,5,5,"Pink Mountain","new",0.140502044,0.202565536636003,0.1473693390831,0.331467936001307
"409",409,409,5,5,5,5,"Pink Mountain","new",0.137491324,0.198545927894387,0.14416829290264,0.330446181786781
"410",410,410,6,5,5,5,"Pink Mountain","new",0.13453502,0.194586618792402,0.141025277049826,0.329426025159681
"411",411,411,7,5,5,5,"Pink Mountain","new",0.131632581,0.190687478922269,0.137939738199324,0.328407473211709
"412",412,412,8,5,5,5,"Pink Mountain","new",0.128783441,0.186848344569584,0.134911105788891,0.32739053297816
"413",413,413,9,5,5,5,"Pink Mountain","new",0.125987022,0.183069019888395,0.131938793194354,0.326375211437819
"414",414,414,10,5,5,5,"Pink Mountain","new",0.123242735,0.179349278083754,0.129022198878668,0.325361515512859
"415",415,415,11,5,5,5,"Pink Mountain","new",0.120549981,0.175688862598903,0.126160707513977,0.324349452068745
"416",416,416,12,5,5,5,"Pink Mountain","new",0.117908149,0.172087488304333,0.123353691075723,0.323339027914144
"417",417,417,13,5,5,5,"Pink Mountain","new",0.11531662,0.168544842686123,0.120600509907993,0.322330249800836
"418",418,418,14,5,5,5,"Pink Mountain","new",0.11277477,0.165060587031077,0.11790051375941,0.321323124423627
"419",419,419,15,5,5,5,"Pink Mountain","new",0.110281963,0.16163435760629,0.115253042788983,0.32031765842027
"420",420,420,16,5,5,5,"Pink Mountain","new",0.10783756,0.158265766830957,0.11265742854146,0.319313858371389
"421",421,421,17,5,5,5,"Pink Mountain","new",0.105440917,0.154954404438315,0.110112994891816,0.318311730800405
"422",422,422,18,5,5,5,"Pink Mountain","new",0.103091384,0.151699838625781,0.107619058958625,0.317311282173464
"423",423,423,19,5,5,5,"Pink Mountain","new",0.100788306,0.148501617191458,0.105174931986145,0.316312518899377
"424",424,424,20,5,5,5,"Pink Mountain","new",0.098531027,0.14535926865533,0.102779920195044,0.315315447329552
"425",425,425,21,5,5,5,"Pink Mountain","new",0.096318888,0.142272303363577,0.100433325601779,0.31432007375794
"426",426,426,22,5,5,5,"Pink Mountain","new",0.094151227,0.139240214574585,0.0981344468067077,0.313326404420981
"427",427,427,23,5,5,5,"Pink Mountain","new",0.092027381,0.136262479525334,0.0958825797510936,0.312334445497547
"428",428,428,24,5,5,5,"Pink Mountain","new",0.089946687,0.13333856047699,0.093677018443241,0.311344203108904
"429",429,429,25,5,5,5,"Pink Mountain","new",0.087908482,0.130467905738615,0.091517055654033,0.310355683318663
"430",430,430,26,5,5,5,"Pink Mountain","new",0.085912103,0.127649950668057,0.0894019835822304,0.309368892132739
"431",431,431,27,5,5,5,"Pink Mountain","new",0.083956888,0.124884118649159,0.087331094489923,0.308383835499322
"432",432,432,28,5,5,5,"Pink Mountain","new",0.082042176,0.122169822044569,0.0853036813085811,0.307400519308836
"433",433,433,29,5,5,5,"Pink Mountain","new",0.08016731,0.119506463123497,0.0833190382161951,0.306418949393919
"434",434,434,30,5,5,5,"Pink Mountain","new",0.078331633,0.116893434963897,0.0813764611860282,0.305439131529389
"435",435,435,0,5,5,5,"Muskwa","new",0.051690288,0.219248345609697,0.160764222472062,0.335570784931503
"436",436,436,1,5,5,5,"Muskwa","new",0.052253837,0.21498694081835,0.157325908934623,0.334542712408595
"437",437,437,2,5,5,5,"Muskwa","new",0.052823188,0.210786001162013,0.153947642322251,0.333516208544441
"438",438,438,3,5,5,5,"Muskwa","new",0.053398394,0.206645540953792,0.150628950479938,0.332491280655258
"439",439,439,4,5,5,5,"Muskwa","new",0.053979505,0.202565536636003,0.1473693390831,0.331467936001307
"440",440,440,5,5,5,5,"Muskwa","new",0.054566577,0.198545927894387,0.14416829290264,0.330446181786781
"441",441,441,6,5,5,5,"Muskwa","new",0.05515966,0.194586618792402,0.141025277049826,0.329426025159681
"442",442,442,7,5,5,5,"Muskwa","new",0.05575881,0.190687478922269,0.137939738199324,0.328407473211709
"443",443,443,8,5,5,5,"Muskwa","new",0.05636408,0.186848344569584,0.134911105788891,0.32739053297816
"444",444,444,9,5,5,5,"Muskwa","new",0.056975524,0.183069019888395,0.131938793194354,0.326375211437819
"445",445,445,10,5,5,5,"Muskwa","new",0.057593195,0.179349278083754,0.129022198878668,0.325361515512859
"446",446,446,11,5,5,5,"Muskwa","new",0.05821715,0.175688862598903,0.126160707513977,0.324349452068745
"447",447,447,12,5,5,5,"Muskwa","new",0.058847442,0.172087488304333,0.123353691075723,0.323339027914144
"448",448,448,13,5,5,5,"Muskwa","new",0.059484127,0.168544842686123,0.120600509907993,0.322330249800836
"449",449,449,14,5,5,5,"Muskwa","new",0.06012726,0.165060587031077,0.11790051375941,0.321323124423627
"450",450,450,15,5,5,5,"Muskwa","new",0.060776898,0.16163435760629,0.115253042788983,0.32031765842027
"451",451,451,16,5,5,5,"Muskwa","new",0.061433096,0.158265766830957,0.11265742854146,0.319313858371389
"452",452,452,17,5,5,5,"Muskwa","new",0.06209591,0.154954404438315,0.110112994891816,0.318311730800405
"453",453,453,18,5,5,5,"Muskwa","new",0.062765397,0.151699838625781,0.107619058958625,0.317311282173464
"454",454,454,19,5,5,5,"Muskwa","new",0.063441614,0.148501617191458,0.105174931986145,0.316312518899377
"455",455,455,20,5,5,5,"Muskwa","new",0.064124618,0.14535926865533,0.102779920195044,0.315315447329552
"456",456,456,21,5,5,5,"Muskwa","new",0.064814466,0.142272303363577,0.100433325601779,0.31432007375794
"457",457,457,22,5,5,5,"Muskwa","new",0.065511216,0.139240214574585,0.0981344468067077,0.313326404420981
"458",458,458,23,5,5,5,"Muskwa","new",0.066214926,0.136262479525334,0.0958825797510936,0.312334445497547
"459",459,459,24,5,5,5,"Muskwa","new",0.066925653,0.13333856047699,0.093677018443241,0.311344203108904
"460",460,460,25,5,5,5,"Muskwa","new",0.067643457,0.130467905738615,0.091517055654033,0.310355683318663
"461",461,461,26,5,5,5,"Muskwa","new",0.068368395,0.127649950668057,0.0894019835822304,0.309368892132739
"462",462,462,27,5,5,5,"Muskwa","new",0.069100527,0.124884118649159,0.087331094489923,0.308383835499322
"463",463,463,28,5,5,5,"Muskwa","new",0.069839911,0.122169822044569,0.0853036813085811,0.307400519308836
"464",464,464,29,5,5,5,"Muskwa","new",0.070586606,0.119506463123497,0.0833190382161951,0.306418949393919
"465",465,465,30,5,5,5,"Muskwa","new",0.071340673,0.116893434963897,0.0813764611860282,0.305439131529389
"466",466,466,0,5,5,5,"Frog","new",0.247515175,0.219248345609697,0.160764222472062,0.335570784931503
"467",467,467,1,5,5,5,"Frog","new",0.245909243,0.21498694081835,0.157325908934623,0.334542712408595
"468",468,468,2,5,5,5,"Frog","new",0.244310348,0.210786001162013,0.153947642322251,0.333516208544441
"469",469,469,3,5,5,5,"Frog","new",0.242718503,0.206645540953792,0.150628950479938,0.332491280655258
"470",470,470,4,5,5,5,"Frog","new",0.24113372,0.202565536636003,0.1473693390831,0.331467936001307
"471",471,471,5,5,5,5,"Frog","new",0.239556012,0.198545927894387,0.14416829290264,0.330446181786781
"472",472,472,6,5,5,5,"Frog","new",0.237985389,0.194586618792402,0.141025277049826,0.329426025159681
"473",473,473,7,5,5,5,"Frog","new",0.236421862,0.190687478922269,0.137939738199324,0.328407473211709
"474",474,474,8,5,5,5,"Frog","new",0.234865441,0.186848344569584,0.134911105788891,0.32739053297816
"475",475,475,9,5,5,5,"Frog","new",0.233316135,0.183069019888395,0.131938793194354,0.326375211437819
"476",476,476,10,5,5,5,"Frog","new",0.231773954,0.179349278083754,0.129022198878668,0.325361515512859
"477",477,477,11,5,5,5,"Frog","new",0.230238905,0.175688862598903,0.126160707513977,0.324349452068745
"478",478,478,12,5,5,5,"Frog","new",0.228710996,0.172087488304333,0.123353691075723,0.323339027914144
"479",479,479,13,5,5,5,"Frog","new",0.227190234,0.168544842686123,0.120600509907993,0.322330249800836
"480",480,480,14,5,5,5,"Frog","new",0.225676625,0.165060587031077,0.11790051375941,0.321323124423627
"481",481,481,15,5,5,5,"Frog","new",0.224170175,0.16163435760629,0.115253042788983,0.32031765842027
"482",482,482,16,5,5,5,"Frog","new",0.22267089,0.158265766830957,0.11265742854146,0.319313858371389
"483",483,483,17,5,5,5,"Frog","new",0.221178773,0.154954404438315,0.110112994891816,0.318311730800405
"484",484,484,18,5,5,5,"Frog","new",0.219693829,0.151699838625781,0.107619058958625,0.317311282173464
"485",485,485,19,5,5,5,"Frog","new",0.218216061,0.148501617191458,0.105174931986145,0.316312518899377
"486",486,486,20,5,5,5,"Frog","new",0.216745472,0.14535926865533,0.102779920195044,0.315315447329552
"487",487,487,21,5,5,5,"Frog","new",0.215282065,0.142272303363577,0.100433325601779,0.31432007375794
"488",488,488,22,5,5,5,"Frog","new",0.213825841,0.139240214574585,0.0981344468067077,0.313326404420981
"489",489,489,23,5,5,5,"Frog","new",0.212376801,0.136262479525334,0.0958825797510936,0.312334445497547
"490",490,490,24,5,5,5,"Frog","new",0.210934946,0.13333856047699,0.093677018443241,0.311344203108904
"491",491,491,25,5,5,5,"Frog","new",0.209500277,0.130467905738615,0.091517055654033,0.310355683318663
"492",492,492,26,5,5,5,"Frog","new",0.208072792,0.127649950668057,0.0894019835822304,0.309368892132739
"493",493,493,27,5,5,5,"Frog","new",0.206652491,0.124884118649159,0.087331094489923,0.308383835499322
"494",494,494,28,5,5,5,"Frog","new",0.205239372,0.122169822044569,0.0853036813085811,0.307400519308836
"495",495,495,29,5,5,5,"Frog","new",0.203833434,0.119506463123497,0.0833190382161951,0.306418949393919
"496",496,496,30,5,5,5,"Frog","new",0.202434674,0.116893434963897,0.0813764611860282,0.305439131529389
"497",497,497,0,5,5,5,"Chase","new",0.27244654,0.219248345609697,0.160764222472062,0.335570784931503
"498",498,498,1,5,5,5,"Chase","new",0.273193402,0.21498694081835,0.157325908934623,0.334542712408595
"499",499,499,2,5,5,5,"Chase","new",0.27394154,0.210786001162013,0.153947642322251,0.333516208544441
"500",500,500,3,5,5,5,"Chase","new",0.274690953,0.206645540953792,0.150628950479938,0.332491280655258
"501",501,501,4,5,5,5,"Chase","new",0.275441638,0.202565536636003,0.1473693390831,0.331467936001307
"502",502,502,5,5,5,5,"Chase","new",0.276193593,0.198545927894387,0.14416829290264,0.330446181786781
"503",503,503,6,5,5,5,"Chase","new",0.276946816,0.194586618792402,0.141025277049826,0.329426025159681
