"","X.1","X","distance_to_cut_5to9","distance_to_cut_10to40","distance_to_cut_1to4","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du8","predict_du9","predict_du6"
"72",72,72,9,5,5,5,"Tweedsmuir","new",0.191581292,0.183069019888395,0.131938793194354,0.326375211437819
"73",73,73,10,5,5,5,"Tweedsmuir","new",0.193361092,0.179349278083754,0.129022198878668,0.325361515512859
"74",74,74,11,5,5,5,"Tweedsmuir","new",0.195153435,0.175688862598903,0.126160707513977,0.324349452068745
"75",75,75,12,5,5,5,"Tweedsmuir","new",0.196958336,0.172087488304333,0.123353691075723,0.323339027914144
"76",76,76,13,5,5,5,"Tweedsmuir","new",0.198775806,0.168544842686123,0.120600509907993,0.322330249800836
"77",77,77,14,5,5,5,"Tweedsmuir","new",0.200605858,0.165060587031077,0.11790051375941,0.321323124423627
"78",78,78,15,5,5,5,"Tweedsmuir","new",0.202448502,0.16163435760629,0.115253042788983,0.32031765842027
"79",79,79,16,5,5,5,"Tweedsmuir","new",0.204303745,0.158265766830957,0.11265742854146,0.319313858371389
"80",80,80,17,5,5,5,"Tweedsmuir","new",0.206171595,0.154954404438315,0.110112994891816,0.318311730800405
"81",81,81,18,5,5,5,"Tweedsmuir","new",0.208052056,0.151699838625781,0.107619058958625,0.317311282173464
"82",82,82,19,5,5,5,"Tweedsmuir","new",0.209945133,0.148501617191458,0.105174931986145,0.316312518899377
"83",83,83,20,5,5,5,"Tweedsmuir","new",0.211850827,0.14535926865533,0.102779920195044,0.315315447329552
"84",84,84,21,5,5,5,"Tweedsmuir","new",0.213769139,0.142272303363577,0.100433325601779,0.31432007375794
"85",85,85,22,5,5,5,"Tweedsmuir","new",0.215700067,0.139240214574585,0.0981344468067077,0.313326404420981
"86",86,86,23,5,5,5,"Tweedsmuir","new",0.217643609,0.136262479525334,0.0958825797510936,0.312334445497547
"87",87,87,24,5,5,5,"Tweedsmuir","new",0.21959976,0.13333856047699,0.093677018443241,0.311344203108904
"88",88,88,25,5,5,5,"Tweedsmuir","new",0.221568513,0.130467905738615,0.091517055654033,0.310355683318663
"89",89,89,26,5,5,5,"Tweedsmuir","new",0.22354986,0.127649950668057,0.0894019835822304,0.309368892132739
"90",90,90,27,5,5,5,"Tweedsmuir","new",0.225543791,0.124884118649159,0.087331094489923,0.308383835499322
"91",91,91,28,5,5,5,"Tweedsmuir","new",0.227550295,0.122169822044569,0.0853036813085811,0.307400519308836
"92",92,92,29,5,5,5,"Tweedsmuir","new",0.229569359,0.119506463123497,0.0833190382161951,0.306418949393919
"93",93,93,30,5,5,5,"Tweedsmuir","new",0.231600966,0.116893434963897,0.0813764611860282,0.305439131529389
"94",94,94,0,5,5,5,"Graham","new",0.238560905,0.219248345609697,0.160764222472062,0.335570784931503
"95",95,95,1,5,5,5,"Graham","new",0.241845231,0.21498694081835,0.157325908934623,0.334542712408595
"96",96,96,2,5,5,5,"Graham","new",0.245160215,0.210786001162013,0.153947642322251,0.333516208544441
"97",97,97,3,5,5,5,"Graham","new",0.248505743,0.206645540953792,0.150628950479938,0.332491280655258
"98",98,98,4,5,5,5,"Graham","new",0.251881692,0.202565536636003,0.1473693390831,0.331467936001307
"99",99,99,5,5,5,5,"Graham","new",0.255287923,0.198545927894387,0.14416829290264,0.330446181786781
"100",100,100,6,5,5,5,"Graham","new",0.258724287,0.194586618792402,0.141025277049826,0.329426025159681
"101",101,101,7,5,5,5,"Graham","new",0.262190621,0.190687478922269,0.137939738199324,0.328407473211709
"102",102,102,8,5,5,5,"Graham","new",0.265686752,0.186848344569584,0.134911105788891,0.32739053297816
"103",103,103,9,5,5,5,"Graham","new",0.26921249,0.183069019888395,0.131938793194354,0.326375211437819
"104",104,104,10,5,5,5,"Graham","new",0.272767637,0.179349278083754,0.129022198878668,0.325361515512859
"105",105,105,11,5,5,5,"Graham","new",0.276351978,0.175688862598903,0.126160707513977,0.324349452068745
"106",106,106,12,5,5,5,"Graham","new",0.279965287,0.172087488304333,0.123353691075723,0.323339027914144
"107",107,107,13,5,5,5,"Graham","new",0.283607325,0.168544842686123,0.120600509907993,0.322330249800836
"108",108,108,14,5,5,5,"Graham","new",0.287277838,0.165060587031077,0.11790051375941,0.321323124423627
"109",109,109,15,5,5,5,"Graham","new",0.290976561,0.16163435760629,0.115253042788983,0.32031765842027
"110",110,110,16,5,5,5,"Graham","new",0.294703215,0.158265766830957,0.11265742854146,0.319313858371389
"111",111,111,17,5,5,5,"Graham","new",0.298457506,0.154954404438315,0.110112994891816,0.318311730800405
"112",112,112,18,5,5,5,"Graham","new",0.302239129,0.151699838625781,0.107619058958625,0.317311282173464
"113",113,113,19,5,5,5,"Graham","new",0.306047764,0.148501617191458,0.105174931986145,0.316312518899377
"114",114,114,20,5,5,5,"Graham","new",0.309883079,0.14535926865533,0.102779920195044,0.315315447329552
"115",115,115,21,5,5,5,"Graham","new",0.313744727,0.142272303363577,0.100433325601779,0.31432007375794
"116",116,116,22,5,5,5,"Graham","new",0.317632348,0.139240214574585,0.0981344468067077,0.313326404420981
"117",117,117,23,5,5,5,"Graham","new",0.32154557,0.136262479525334,0.0958825797510936,0.312334445497547
"118",118,118,24,5,5,5,"Graham","new",0.325484007,0.13333856047699,0.093677018443241,0.311344203108904
"119",119,119,25,5,5,5,"Graham","new",0.329447259,0.130467905738615,0.091517055654033,0.310355683318663
"120",120,120,26,5,5,5,"Graham","new",0.333434914,0.127649950668057,0.0894019835822304,0.309368892132739
"121",121,121,27,5,5,5,"Graham","new",0.337446546,0.124884118649159,0.087331094489923,0.308383835499322
"122",122,122,28,5,5,5,"Graham","new",0.341481717,0.122169822044569,0.0853036813085811,0.307400519308836
"123",123,123,29,5,5,5,"Graham","new",0.345539976,0.119506463123497,0.0833190382161951,0.306418949393919
"124",124,124,30,5,5,5,"Graham","new",0.349620857,0.116893434963897,0.0813764611860282,0.305439131529389
"125",125,125,0,5,5,5,"Calendar","new",0.229629556,0.219248345609697,0.160764222472062,0.397896835605907
"126",126,126,1,5,5,5,"Calendar","new",0.231040675,0.21498694081835,0.157325908934623,0.396784361803058
"127",127,127,2,5,5,5,"Calendar","new",0.232457849,0.210786001162013,0.153947642322251,0.395672954378868
"128",128,128,3,5,5,5,"Calendar","new",0.233881073,0.206645540953792,0.150628950479938,0.394562623777153
"129",129,129,4,5,5,5,"Calendar","new",0.235310338,0.202565536636003,0.1473693390831,0.393453380398282
"130",130,130,5,5,5,5,"Calendar","new",0.236745639,0.198545927894387,0.14416829290264,0.392345234598826
"131",131,131,6,5,5,5,"Calendar","new",0.238186967,0.194586618792402,0.141025277049826,0.391238196691204
"132",132,132,7,5,5,5,"Calendar","new",0.239634316,0.190687478922269,0.137939738199324,0.390132276943338
"133",133,133,8,5,5,5,"Calendar","new",0.241087676,0.186848344569584,0.134911105788891,0.389027485578312
"134",134,134,9,5,5,5,"Calendar","new",0.242547038,0.183069019888395,0.131938793194354,0.387923832774026
"135",135,135,10,5,5,5,"Calendar","new",0.244012395,0.179349278083754,0.129022198878668,0.38682132866287
"136",136,136,11,5,5,5,"Calendar","new",0.245483735,0.175688862598903,0.126160707513977,0.385719983331385
"137",137,137,12,5,5,5,"Calendar","new",0.246961049,0.172087488304333,0.123353691075723,0.384619806819936
"138",138,138,13,5,5,5,"Calendar","new",0.248444326,0.168544842686123,0.120600509907993,0.38352080912239
"139",139,139,14,5,5,5,"Calendar","new",0.249933554,0.165060587031077,0.11790051375941,0.382423000185794
"140",140,140,15,5,5,5,"Calendar","new",0.251428724,0.16163435760629,0.115253042788983,0.38132638991006
"141",141,141,16,5,5,5,"Calendar","new",0.252929821,0.158265766830957,0.11265742854146,0.38023098814765
"142",142,142,17,5,5,5,"Calendar","new",0.254436834,0.154954404438315,0.110112994891816,0.379136804703268
"143",143,143,18,5,5,5,"Calendar","new",0.25594975,0.151699838625781,0.107619058958625,0.378043849333555
"144",144,144,19,5,5,5,"Calendar","new",0.257468556,0.148501617191458,0.105174931986145,0.376952131746788
"145",145,145,20,5,5,5,"Calendar","new",0.258993237,0.14535926865533,0.102779920195044,0.375861661602584
"146",146,146,21,5,5,5,"Calendar","new",0.260523779,0.142272303363577,0.100433325601779,0.374772448511602
"147",147,147,22,5,5,5,"Calendar","new",0.262060167,0.139240214574585,0.0981344468067077,0.37368450203526
"148",148,148,23,5,5,5,"Calendar","new",0.263602386,0.136262479525334,0.0958825797510936,0.372597831685446
"149",149,149,24,5,5,5,"Calendar","new",0.265150419,0.13333856047699,0.093677018443241,0.371512446924234
"150",150,150,25,5,5,5,"Calendar","new",0.266704251,0.130467905738615,0.091517055654033,0.370428357163614
"151",151,151,26,5,5,5,"Calendar","new",0.268263865,0.127649950668057,0.0894019835822304,0.369345571765211
"152",152,152,27,5,5,5,"Calendar","new",0.269829243,0.124884118649159,0.087331094489923,0.368264100040017
"153",153,153,28,5,5,5,"Calendar","new",0.271400367,0.122169822044569,0.0853036813085811,0.36718395124813
"154",154,154,29,5,5,5,"Calendar","new",0.27297722,0.119506463123497,0.0833190382161951,0.366105134598487
"155",155,155,30,5,5,5,"Calendar","new",0.274559781,0.116893434963897,0.0813764611860282,0.365027659248609
"156",156,156,0,5,5,5,"Parker","new",0.229629556,0.219248345609697,0.160764222472062,0.363923389987495
"157",157,157,1,5,5,5,"Parker","new",0.231040675,0.21498694081835,0.157325908934623,0.362851831064008
"158",158,158,2,5,5,5,"Parker","new",0.232457849,0.210786001162013,0.153947642322251,0.36178163274086
"159",159,159,3,5,5,5,"Parker","new",0.233881073,0.206645540953792,0.150628950479938,0.36071280388725
"160",160,160,4,5,5,5,"Parker","new",0.235310338,0.202565536636003,0.1473693390831,0.35964535332035
"161",161,161,5,5,5,5,"Parker","new",0.236745639,0.198545927894387,0.14416829290264,0.358579289805072
"162",162,162,6,5,5,5,"Parker","new",0.238186967,0.194586618792402,0.141025277049826,0.357514622053845
"163",163,163,7,5,5,5,"Parker","new",0.239634316,0.190687478922269,0.137939738199324,0.35645135872639
"164",164,164,8,5,5,5,"Parker","new",0.241087676,0.186848344569584,0.134911105788891,0.355389508429505
"165",165,165,9,5,5,5,"Parker","new",0.242547038,0.183069019888395,0.131938793194354,0.354329079716848
"166",166,166,10,5,5,5,"Parker","new",0.244012395,0.179349278083754,0.129022198878668,0.353270081088733
"167",167,167,11,5,5,5,"Parker","new",0.245483735,0.175688862598903,0.126160707513977,0.352212520991919
"168",168,168,12,5,5,5,"Parker","new",0.246961049,0.172087488304333,0.123353691075723,0.351156407819408
"169",169,169,13,5,5,5,"Parker","new",0.248444326,0.168544842686123,0.120600509907993,0.350101749910255
"170",170,170,14,5,5,5,"Parker","new",0.249933554,0.165060587031077,0.11790051375941,0.349048555549364
"171",171,171,15,5,5,5,"Parker","new",0.251428724,0.16163435760629,0.115253042788983,0.347996832967306
"172",172,172,16,5,5,5,"Parker","new",0.252929821,0.158265766830957,0.11265742854146,0.346946590340131
"173",173,173,17,5,5,5,"Parker","new",0.254436834,0.154954404438315,0.110112994891816,0.345897835789187
"174",174,174,18,5,5,5,"Parker","new",0.25594975,0.151699838625781,0.107619058958625,0.344850577380939
"175",175,175,19,5,5,5,"Parker","new",0.257468556,0.148501617191458,0.105174931986145,0.343804823126804
"176",176,176,20,5,5,5,"Parker","new",0.258993237,0.14535926865533,0.102779920195044,0.342760580982971
"177",177,177,21,5,5,5,"Parker","new",0.260523779,0.142272303363577,0.100433325601779,0.341717858850246
"178",178,178,22,5,5,5,"Parker","new",0.262060167,0.139240214574585,0.0981344468067077,0.340676664573881
"179",179,179,23,5,5,5,"Parker","new",0.263602386,0.136262479525334,0.0958825797510936,0.339637005943424
"180",180,180,24,5,5,5,"Parker","new",0.265150419,0.13333856047699,0.093677018443241,0.338598890692564
"181",181,181,25,5,5,5,"Parker","new",0.266704251,0.130467905738615,0.091517055654033,0.337562326498979
"182",182,182,26,5,5,5,"Parker","new",0.268263865,0.127649950668057,0.0894019835822304,0.336527320984194
"183",183,183,27,5,5,5,"Parker","new",0.269829243,0.124884118649159,0.087331094489923,0.335493881713436
"184",184,184,28,5,5,5,"Parker","new",0.271400367,0.122169822044569,0.0853036813085811,0.334462016195503
"185",185,185,29,5,5,5,"Parker","new",0.27297722,0.119506463123497,0.0833190382161951,0.333431731882625
"186",186,186,30,5,5,5,"Parker","new",0.274559781,0.116893434963897,0.0813764611860282,0.332403036170336
"187",187,187,0,5,5,5,"Prophet","new",0.229629556,0.219248345609697,0.160764222472062,0.319897149153234
"188",188,188,1,5,5,5,"Prophet","new",0.231040675,0.21498694081835,0.157325908934623,0.318887153921346
"189",189,189,2,5,5,5,"Prophet","new",0.232457849,0.210786001162013,0.153947642322251,0.317878857053932
"190",190,190,3,5,5,5,"Prophet","new",0.233881073,0.206645540953792,0.150628950479938,0.3168722651264
"191",191,191,4,5,5,5,"Prophet","new",0.235310338,0.202565536636003,0.1473693390831,0.315867384655199
"192",192,192,5,5,5,5,"Prophet","new",0.236745639,0.198545927894387,0.14416829290264,0.314864222097756
"193",193,193,6,5,5,5,"Prophet","new",0.238186967,0.194586618792402,0.141025277049826,0.313862783852416
"194",194,194,7,5,5,5,"Prophet","new",0.239634316,0.190687478922269,0.137939738199324,0.312863076258386
"195",195,195,8,5,5,5,"Prophet","new",0.241087676,0.186848344569584,0.134911105788891,0.311865105595691
"196",196,196,9,5,5,5,"Prophet","new",0.242547038,0.183069019888395,0.131938793194354,0.310868878085119
"197",197,197,10,5,5,5,"Prophet","new",0.244012395,0.179349278083754,0.129022198878668,0.309874399888183
"198",198,198,11,5,5,5,"Prophet","new",0.245483735,0.175688862598903,0.126160707513977,0.308881677107081
"199",199,199,12,5,5,5,"Prophet","new",0.246961049,0.172087488304333,0.123353691075723,0.307890715784659
"200",200,200,13,5,5,5,"Prophet","new",0.248444326,0.168544842686123,0.120600509907993,0.30690152190438
"201",201,201,14,5,5,5,"Prophet","new",0.249933554,0.165060587031077,0.11790051375941,0.305914101390297
"202",202,202,15,5,5,5,"Prophet","new",0.251428724,0.16163435760629,0.115253042788983,0.30492846010703
"203",203,203,16,5,5,5,"Prophet","new",0.252929821,0.158265766830957,0.11265742854146,0.303944603859742
"204",204,204,17,5,5,5,"Prophet","new",0.254436834,0.154954404438315,0.110112994891816,0.302962538394124
"205",205,205,18,5,5,5,"Prophet","new",0.25594975,0.151699838625781,0.107619058958625,0.301982269396385
"206",206,206,19,5,5,5,"Prophet","new",0.257468556,0.148501617191458,0.105174931986145,0.301003802493239
"207",207,207,20,5,5,5,"Prophet","new",0.258993237,0.14535926865533,0.102779920195044,0.3000271432519
"208",208,208,21,5,5,5,"Prophet","new",0.260523779,0.142272303363577,0.100433325601779,0.299052297180082
"209",209,209,22,5,5,5,"Prophet","new",0.262060167,0.139240214574585,0.0981344468067077,0.298079269726
"210",210,210,23,5,5,5,"Prophet","new",0.263602386,0.136262479525334,0.0958825797510936,0.297108066278372
"211",211,211,24,5,5,5,"Prophet","new",0.265150419,0.13333856047699,0.093677018443241,0.296138692166435
"212",212,212,25,5,5,5,"Prophet","new",0.266704251,0.130467905738615,0.091517055654033,0.29517115265995
"213",213,213,26,5,5,5,"Prophet","new",0.268263865,0.127649950668057,0.0894019835822304,0.294205452969223
"214",214,214,27,5,5,5,"Prophet","new",0.269829243,0.124884118649159,0.087331094489923,0.293241598245123
"215",215,215,28,5,5,5,"Prophet","new",0.271400367,0.122169822044569,0.0853036813085811,0.292279593579105
"216",216,216,29,5,5,5,"Prophet","new",0.27297722,0.119506463123497,0.0833190382161951,0.291319444003235
"217",217,217,30,5,5,5,"Prophet","new",0.274559781,0.116893434963897,0.0813764611860282,0.290361154490225
"218",218,218,0,5,5,5,"Chinchaga","new",0.229629556,0.219248345609697,0.160764222472062,0.365013266398976
"219",219,219,1,5,5,5,"Chinchaga","new",0.231040675,0.21498694081835,0.157325908934623,0.36397034520544
"220",220,220,2,5,5,5,"Chinchaga","new",0.232457849,0.210786001162013,0.153947642322251,0.3629287007189
"221",221,221,3,5,5,5,"Chinchaga","new",0.233881073,0.206645540953792,0.150628950479938,0.361888341134828
"222",222,222,4,5,5,5,"Chinchaga","new",0.235310338,0.202565536636003,0.1473693390831,0.360849274602471
"223",223,223,5,5,5,5,"Chinchaga","new",0.236745639,0.198545927894387,0.14416829290264,0.359811509224656
"224",224,224,6,5,5,5,"Chinchaga","new",0.238186967,0.194586618792402,0.141025277049826,0.358775053057584
"225",225,225,7,5,5,5,"Chinchaga","new",0.239634316,0.190687478922269,0.137939738199324,0.357739914110637
"226",226,226,8,5,5,5,"Chinchaga","new",0.241087676,0.186848344569584,0.134911105788891,0.356706100346184
"227",227,227,9,5,5,5,"Chinchaga","new",0.242547038,0.183069019888395,0.131938793194354,0.355673619679392
"228",228,228,10,5,5,5,"Chinchaga","new",0.244012395,0.179349278083754,0.129022198878668,0.354642479978038
"229",229,229,11,5,5,5,"Chinchaga","new",0.245483735,0.175688862598903,0.126160707513977,0.353612689062329
"230",230,230,12,5,5,5,"Chinchaga","new",0.246961049,0.172087488304333,0.123353691075723,0.35258425470472
"231",231,231,13,5,5,5,"Chinchaga","new",0.248444326,0.168544842686123,0.120600509907993,0.351557184629739
"232",232,232,14,5,5,5,"Chinchaga","new",0.249933554,0.165060587031077,0.11790051375941,0.350531486513816
"233",233,233,15,5,5,5,"Chinchaga","new",0.251428724,0.16163435760629,0.115253042788983,0.34950716798511
"234",234,234,16,5,5,5,"Chinchaga","new",0.252929821,0.158265766830957,0.11265742854146,0.348484236623346
"235",235,235,17,5,5,5,"Chinchaga","new",0.254436834,0.154954404438315,0.110112994891816,0.347462699959654
"236",236,236,18,5,5,5,"Chinchaga","new",0.25594975,0.151699838625781,0.107619058958625,0.346442565476404
"237",237,237,19,5,5,5,"Chinchaga","new",0.257468556,0.148501617191458,0.105174931986145,0.345423840607058
"238",238,238,20,5,5,5,"Chinchaga","new",0.258993237,0.14535926865533,0.102779920195044,0.344406532736012
"239",239,239,21,5,5,5,"Chinchaga","new",0.260523779,0.142272303363577,0.100433325601779,0.343390649198449
"240",240,240,22,5,5,5,"Chinchaga","new",0.262060167,0.139240214574585,0.0981344468067077,0.342376197280194
"241",241,241,23,5,5,5,"Chinchaga","new",0.263602386,0.136262479525334,0.0958825797510936,0.341363184217574
"242",242,242,24,5,5,5,"Chinchaga","new",0.265150419,0.13333856047699,0.093677018443241,0.340351617197273
"243",243,243,25,5,5,5,"Chinchaga","new",0.266704251,0.130467905738615,0.091517055654033,0.339341503356204
"244",244,244,26,5,5,5,"Chinchaga","new",0.268263865,0.127649950668057,0.0894019835822304,0.338332849781373
"245",245,245,27,5,5,5,"Chinchaga","new",0.269829243,0.124884118649159,0.087331094489923,0.337325663509752
"246",246,246,28,5,5,5,"Chinchaga","new",0.271400367,0.122169822044569,0.0853036813085811,0.336319951528153
"247",247,247,29,5,5,5,"Chinchaga","new",0.27297722,0.119506463123497,0.0833190382161951,0.335315720773106
"248",248,248,30,5,5,5,"Chinchaga","new",0.274559781,0.116893434963897,0.0813764611860282,0.334312978130743
"249",249,249,0,5,5,5,"Snake-Sahtaneh","new",0.229629556,0.219248345609697,0.160764222472062,0.271783418333246
"250",250,250,1,5,5,5,"Snake-Sahtaneh","new",0.231040675,0.21498694081835,0.157325908934623,0.270888707588824
"251",251,251,2,5,5,5,"Snake-Sahtaneh","new",0.232457849,0.210786001162013,0.153947642322251,0.269995850190462
"252",252,252,3,5,5,5,"Snake-Sahtaneh","new",0.233881073,0.206645540953792,0.150628950479938,0.269104849499174
"253",253,253,4,5,5,5,"Snake-Sahtaneh","new",0.235310338,0.202565536636003,0.1473693390831,0.268215708824065
