"","X","distance_to_cut_10to40","distance_to_cut_5to9","distance_to_cut_1to4","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du8","predict_du6"
"1",1,0,5,5,5,"Population","new",0.229629556,0.25118585236677,0.308319011213148
"2",2,1,5,5,5,"Population","new",0.231040675,0.239956208720152,0.312678762845535
"3",3,2,5,5,5,"Population","new",0.232457849,0.229075021233212,0.317071902882017
"4",4,3,5,5,5,"Population","new",0.233881073,0.218545377324223,0.321497895035379
"5",5,4,5,5,5,"Population","new",0.235310338,0.208368919287383,0.325956181244404
"6",6,5,5,5,5,"Population","new",0.236745639,0.198545927894387,0.330446181786781
"7",7,6,5,5,5,"Population","new",0.238186967,0.189075411994974,0.334967295419993
"8",8,7,5,5,5,"Population","new",0.239634316,0.179955202432821,0.339518899550537
"9",9,8,5,5,5,"Population","new",0.241087676,0.171182048697838,0.344100350431745
"10",10,9,5,5,5,"Population","new",0.242547038,0.162751716861421,0.348710983390425
"11",11,10,5,5,5,"Population","new",0.244012395,0.154659087481636,0.353350113082485
"12",12,11,5,5,5,"Population","new",0.245483735,0.146898252314869,0.358017033777625
"13",13,12,5,5,5,"Population","new",0.246961049,0.139462608824317,0.362711019673146
"14",14,13,5,5,5,"Population","new",0.248444326,0.132344951629301,0.367431325236823
"15",15,14,5,5,5,"Population","new",0.249933554,0.125537560189068,0.372177185578755
"16",16,15,5,5,5,"Population","new",0.251428724,0.119032282157604,0.376947816852008
"17",17,16,5,5,5,"Population","new",0.252929821,0.112820611979594,0.381742416681832
"18",18,17,5,5,5,"Population","new",0.254436834,0.106893764420451,0.386560164623119
"19",19,18,5,5,5,"Population","new",0.25594975,0.101242742834165,0.391400222645739
"20",20,19,5,5,5,"Population","new",0.257468556,0.0958584020710607,0.396261735647301
"21",21,20,5,5,5,"Population","new",0.258993237,0.0907315060131908,0.40114383199281
"22",22,21,5,5,5,"Population","new",0.260523779,0.0858527797983552,0.40604562408064
"23",23,22,5,5,5,"Population","new",0.262060167,0.0812129568549737,0.410966208934158
"24",24,23,5,5,5,"Population","new",0.263602386,0.0768028209201018,0.415904668818263
"25",25,24,5,5,5,"Population","new",0.265150419,0.0726132432525246,0.420860071880061
"26",26,25,5,5,5,"Population","new",0.266704251,0.0686352152830888,0.425831472812786
"27",27,26,5,5,5,"Population","new",0.268263865,0.0648598769662367,0.430817913542069
"28",28,27,5,5,5,"Population","new",0.269829243,0.061278541111092,0.435818423933545
"29",29,28,5,5,5,"Population","new",0.271400367,0.0578827139784213,0.440832022520751
"30",30,29,5,5,5,"Population","new",0.27297722,0.0546641124323106,0.445857717252219
"31",31,30,5,5,5,"Population","new",0.274559781,0.0516146779333399,0.450894506256578
"32",32,0,5,5,5,"Itcha-Ilgachuz","new",0.311556379,0.25118585236677,0.308319011213148
"33",33,1,5,5,5,"Itcha-Ilgachuz","new",0.314790318,0.239956208720152,0.312678762845535
"34",34,2,5,5,5,"Itcha-Ilgachuz","new",0.318042317,0.229075021233212,0.317071902882017
"35",35,3,5,5,5,"Itcha-Ilgachuz","new",0.321312158,0.218545377324223,0.321497895035379
"36",36,4,5,5,5,"Itcha-Ilgachuz","new",0.324599616,0.208368919287383,0.325956181244404
"37",37,5,5,5,5,"Itcha-Ilgachuz","new",0.327904457,0.198545927894387,0.330446181786781
"38",38,6,5,5,5,"Itcha-Ilgachuz","new",0.331226446,0.189075411994974,0.334967295419993
"39",39,7,5,5,5,"Itcha-Ilgachuz","new",0.334565335,0.179955202432821,0.339518899550537
"40",40,8,5,5,5,"Itcha-Ilgachuz","new",0.337920876,0.171182048697838,0.344100350431745
"41",41,9,5,5,5,"Itcha-Ilgachuz","new",0.34129281,0.162751716861421,0.348710983390425
"42",42,10,5,5,5,"Itcha-Ilgachuz","new",0.344680875,0.154659087481636,0.353350113082485
"43",43,11,5,5,5,"Itcha-Ilgachuz","new",0.348084799,0.146898252314869,0.358017033777625
"44",44,12,5,5,5,"Itcha-Ilgachuz","new",0.351504309,0.139462608824317,0.362711019673146
"45",45,13,5,5,5,"Itcha-Ilgachuz","new",0.354939121,0.132344951629301,0.367431325236823
"46",46,14,5,5,5,"Itcha-Ilgachuz","new",0.358388949,0.125537560189068,0.372177185578755
"47",47,15,5,5,5,"Itcha-Ilgachuz","new",0.361853498,0.119032282157604,0.376947816852008
"48",48,16,5,5,5,"Itcha-Ilgachuz","new",0.365332468,0.112820611979594,0.381742416681832
"49",49,17,5,5,5,"Itcha-Ilgachuz","new",0.368825554,0.106893764420451,0.386560164623119
"50",50,18,5,5,5,"Itcha-Ilgachuz","new",0.372332446,0.101242742834165,0.391400222645739
"51",51,19,5,5,5,"Itcha-Ilgachuz","new",0.375852826,0.0958584020710607,0.396261735647301
"52",52,20,5,5,5,"Itcha-Ilgachuz","new",0.379386373,0.0907315060131908,0.40114383199281
"53",53,21,5,5,5,"Itcha-Ilgachuz","new",0.382932758,0.0858527797983552,0.40604562408064
