"","X.1","X","distance_to_cut_1to4","distance_to_cut_5to40","distance_to_cut_5to9","distance_to_cut_10to40","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du9","predict_du6","predict_du8"
"487",487,487,21,5,5,5,5,"Frog","new",0.236537688,0.147446208551196,0.314563724715314,0.195716119241398
"488",488,488,22,5,5,5,5,"Frog","new",0.236349917,0.147653111048102,0.313584842831269,0.195540273532095
"489",489,489,23,5,5,5,5,"Frog","new",0.236162249,0.147860253525729,0.312607617839014,0.195364547438262
"490",490,490,24,5,5,5,5,"Frog","new",0.235974684,0.148067636121095,0.311632055597707,0.195188940947503
"491",491,491,25,5,5,5,5,"Frog","new",0.235787222,0.148275258970886,0.310658161912312,0.195013454047287
"492",492,492,26,5,5,5,5,"Frog","new",0.235599863,0.148483122211454,0.309685942533566,0.194838086724953
"493",493,493,27,5,5,5,5,"Frog","new",0.235412607,0.148691225978816,0.308715403157938,0.194662838967705
"494",494,494,28,5,5,5,5,"Frog","new",0.235225454,0.148899570408652,0.307746549427603,0.194487710762619
"495",495,495,29,5,5,5,5,"Frog","new",0.235038404,0.149108155636304,0.306779386930413,0.194312702096637
"496",496,496,30,5,5,5,5,"Frog","new",0.234851457,0.149316981796774,0.305813921199871,0.194137812956571
"497",497,497,0,5,5,5,5,"Chase","new",0.278982632,0.143156445538088,0.335492036643733,0.199436530848973
"498",498,498,1,5,5,5,5,"Chase","new",0.278423445,0.143358340666257,0.334479808892497,0.199258170587582
"499",499,499,2,5,5,5,5,"Chase","new",0.277864946,0.143560472823249,0.333469102575034,0.199079930171067
"500",500,500,3,5,5,5,5,"Chase","new",0.277307138,0.143762842152764,0.332459924673809,0.198901809589857
"501",501,501,4,5,5,5,5,"Chase","new",0.276750019,0.143965448798199,0.331452282118679,0.198723808834244
"502",502,502,5,5,5,5,5,"Chase","new",0.276193593,0.14416829290264,0.330446181786781,0.198545927894387
"503",503,503,6,5,5,5,5,"Chase","new",0.275637859,0.14437137460887,0.329441630502423,0.198368166760305
"504",504,504,7,5,5,5,5,"Chase","new",0.275082818,0.14457469405936,0.328438635036981,0.198190525421882
"505",505,505,8,5,5,5,5,"Chase","new",0.274528471,0.144778251396271,0.327437202108806,0.198013003868868
"506",506,506,9,5,5,5,5,"Chase","new",0.273974819,0.144982046761454,0.326437338383117,0.197835602090875
"507",507,507,10,5,5,5,5,"Chase","new",0.273421863,0.145186080296446,0.325439050471918,0.197658320077381
"508",508,508,11,5,5,5,5,"Chase","new",0.272869603,0.145390352142469,0.324442344933902,0.197481157817727
"509",509,509,12,5,5,5,5,"Chase","new",0.272318041,0.145594862440432,0.32344722827437,0.197304115301121
"510",510,510,13,5,5,5,5,"Chase","new",0.271767177,0.145799611330924,0.322453706945148,0.197127192516635
"511",511,511,14,5,5,5,5,"Chase","new",0.271217012,0.146004598954218,0.321461787344504,0.196950389453206
"512",512,512,15,5,5,5,5,"Chase","new",0.270667546,0.146209825450267,0.32047147581708,0.196773706099639
"513",513,513,16,5,5,5,5,"Chase","new",0.270118782,0.146415290958702,0.319482778653814,0.196597142444601
"514",514,514,17,5,5,5,5,"Chase","new",0.269570719,0.146620995618836,0.318495702091876,0.196420698476627
"515",515,515,18,5,5,5,5,"Chase","new",0.269023357,0.146826939569653,0.317510252314601,0.19624437418412
"516",516,516,19,5,5,5,5,"Chase","new",0.268476699,0.147033122949816,0.316526435451427,0.196068169555345
"517",517,517,20,5,5,5,5,"Chase","new",0.267930744,0.147239545897661,0.315544257577839,0.195892084578438
"518",518,518,21,5,5,5,5,"Chase","new",0.267385494,0.147446208551196,0.314563724715314,0.195716119241398
"519",519,519,22,5,5,5,5,"Chase","new",0.266840949,0.147653111048102,0.313584842831269,0.195540273532095
"520",520,520,23,5,5,5,5,"Chase","new",0.26629711,0.147860253525729,0.312607617839014,0.195364547438262
"521",521,521,24,5,5,5,5,"Chase","new",0.265753978,0.148067636121095,0.311632055597707,0.195188940947503
"522",522,522,25,5,5,5,5,"Chase","new",0.265211552,0.148275258970886,0.310658161912312,0.195013454047287
"523",523,523,26,5,5,5,5,"Chase","new",0.264669835,0.148483122211454,0.309685942533566,0.194838086724953
"524",524,524,27,5,5,5,5,"Chase","new",0.264128827,0.148691225978816,0.308715403157938,0.194662838967705
"525",525,525,28,5,5,5,5,"Chase","new",0.263588528,0.148899570408652,0.307746549427603,0.194487710762619
"526",526,526,29,5,5,5,5,"Chase","new",0.263048939,0.149108155636304,0.306779386930413,0.194312702096637
"527",527,527,30,5,5,5,5,"Chase","new",0.262510061,0.149316981796774,0.305813921199871,0.194137812956571
"528",528,528,0,5,5,5,5,"Finlay","new",0.312612499,0.143156445538088,0.335492036643733,0.199436530848973
"529",529,529,1,5,5,5,5,"Finlay","new",0.311854738,0.143358340666257,0.334479808892497,0.199258170587582
"530",530,530,2,5,5,5,5,"Finlay","new",0.311097982,0.143560472823249,0.333469102575034,0.199079930171067
"531",531,531,3,5,5,5,5,"Finlay","new",0.310342234,0.143762842152764,0.332459924673809,0.198901809589857
"532",532,532,4,5,5,5,5,"Finlay","new",0.309587498,0.143965448798199,0.331452282118679,0.198723808834244
"533",533,533,5,5,5,5,5,"Finlay","new",0.308833774,0.14416829290264,0.330446181786781,0.198545927894387
"534",534,534,6,5,5,5,5,"Finlay","new",0.308081067,0.14437137460887,0.329441630502423,0.198368166760305
"535",535,535,7,5,5,5,5,"Finlay","new",0.307329379,0.14457469405936,0.328438635036981,0.198190525421882
"536",536,536,8,5,5,5,5,"Finlay","new",0.306578712,0.144778251396271,0.327437202108806,0.198013003868868
"537",537,537,9,5,5,5,5,"Finlay","new",0.305829069,0.144982046761454,0.326437338383117,0.197835602090875
"538",538,538,10,5,5,5,5,"Finlay","new",0.305080453,0.145186080296446,0.325439050471918,0.197658320077381
"539",539,539,11,5,5,5,5,"Finlay","new",0.304332866,0.145390352142469,0.324442344933902,0.197481157817727
"540",540,540,12,5,5,5,5,"Finlay","new",0.30358631,0.145594862440432,0.32344722827437,0.197304115301121
"541",541,541,13,5,5,5,5,"Finlay","new",0.302840789,0.145799611330924,0.322453706945148,0.197127192516635
"542",542,542,14,5,5,5,5,"Finlay","new",0.302096304,0.146004598954218,0.321461787344504,0.196950389453206
"543",543,543,15,5,5,5,5,"Finlay","new",0.301352858,0.146209825450267,0.32047147581708,0.196773706099639
"544",544,544,16,5,5,5,5,"Finlay","new",0.300610454,0.146415290958702,0.319482778653814,0.196597142444601
"545",545,545,17,5,5,5,5,"Finlay","new",0.299869093,0.146620995618836,0.318495702091876,0.196420698476627
"546",546,546,18,5,5,5,5,"Finlay","new",0.299128779,0.146826939569653,0.317510252314601,0.19624437418412
"547",547,547,19,5,5,5,5,"Finlay","new",0.298389514,0.147033122949816,0.316526435451427,0.196068169555345
"548",548,548,20,5,5,5,5,"Finlay","new",0.2976513,0.147239545897661,0.315544257577839,0.195892084578438
"549",549,549,21,5,5,5,5,"Finlay","new",0.296914139,0.147446208551196,0.314563724715314,0.195716119241398
"550",550,550,22,5,5,5,5,"Finlay","new",0.296178035,0.147653111048102,0.313584842831269,0.195540273532095
"551",551,551,23,5,5,5,5,"Finlay","new",0.295442988,0.147860253525729,0.312607617839014,0.195364547438262
"552",552,552,24,5,5,5,5,"Finlay","new",0.294709001,0.148067636121095,0.311632055597707,0.195188940947503
"553",553,553,25,5,5,5,5,"Finlay","new",0.293976078,0.148275258970886,0.310658161912312,0.195013454047287
"554",554,554,26,5,5,5,5,"Finlay","new",0.293244219,0.148483122211454,0.309685942533566,0.194838086724953
"555",555,555,27,5,5,5,5,"Finlay","new",0.292513427,0.148691225978816,0.308715403157938,0.194662838967705
"556",556,556,28,5,5,5,5,"Finlay","new",0.291783704,0.148899570408652,0.307746549427603,0.194487710762619
"557",557,557,29,5,5,5,5,"Finlay","new",0.291055053,0.149108155636304,0.306779386930413,0.194312702096637
"558",558,558,30,5,5,5,5,"Finlay","new",0.290327476,0.149316981796774,0.305813921199871,0.194137812956571
"559",559,559,0,5,5,5,5,"Tsenaglode","new",0.2265534,0.143156445538088,0.335492036643733,0.199436530848973
"560",560,560,1,5,5,5,5,"Tsenaglode","new",0.226734654,0.143358340666257,0.334479808892497,0.199258170587582
"561",561,561,2,5,5,5,5,"Tsenaglode","new",0.22691601,0.143560472823249,0.333469102575034,0.199079930171067
"562",562,562,3,5,5,5,5,"Tsenaglode","new",0.227097468,0.143762842152764,0.332459924673809,0.198901809589857
"563",563,563,4,5,5,5,5,"Tsenaglode","new",0.227279029,0.143965448798199,0.331452282118679,0.198723808834244
"564",564,564,5,5,5,5,5,"Tsenaglode","new",0.227460692,0.14416829290264,0.330446181786781,0.198545927894387
"565",565,565,6,5,5,5,5,"Tsenaglode","new",0.227642458,0.14437137460887,0.329441630502423,0.198368166760305
"566",566,566,7,5,5,5,5,"Tsenaglode","new",0.227824326,0.14457469405936,0.328438635036981,0.198190525421882
"567",567,567,8,5,5,5,5,"Tsenaglode","new",0.228006297,0.144778251396271,0.327437202108806,0.198013003868868
"568",568,568,9,5,5,5,5,"Tsenaglode","new",0.22818837,0.144982046761454,0.326437338383117,0.197835602090875
"569",569,569,10,5,5,5,5,"Tsenaglode","new",0.228370545,0.145186080296446,0.325439050471918,0.197658320077381
"570",570,570,11,5,5,5,5,"Tsenaglode","new",0.228552823,0.145390352142469,0.324442344933902,0.197481157817727
"571",571,571,12,5,5,5,5,"Tsenaglode","new",0.228735203,0.145594862440432,0.32344722827437,0.197304115301121
"572",572,572,13,5,5,5,5,"Tsenaglode","new",0.228917685,0.145799611330924,0.322453706945148,0.197127192516635
"573",573,573,14,5,5,5,5,"Tsenaglode","new",0.22910027,0.146004598954218,0.321461787344504,0.196950389453206
"574",574,574,15,5,5,5,5,"Tsenaglode","new",0.229282957,0.146209825450267,0.32047147581708,0.196773706099639
"575",575,575,16,5,5,5,5,"Tsenaglode","new",0.229465747,0.146415290958702,0.319482778653814,0.196597142444601
"576",576,576,17,5,5,5,5,"Tsenaglode","new",0.229648638,0.146620995618836,0.318495702091876,0.196420698476627
"577",577,577,18,5,5,5,5,"Tsenaglode","new",0.229831632,0.146826939569653,0.317510252314601,0.19624437418412
"578",578,578,19,5,5,5,5,"Tsenaglode","new",0.230014729,0.147033122949816,0.316526435451427,0.196068169555345
"579",579,579,20,5,5,5,5,"Tsenaglode","new",0.230197927,0.147239545897661,0.315544257577839,0.195892084578438
"580",580,580,21,5,5,5,5,"Tsenaglode","new",0.230381228,0.147446208551196,0.314563724715314,0.195716119241398
"581",581,581,22,5,5,5,5,"Tsenaglode","new",0.230564631,0.147653111048102,0.313584842831269,0.195540273532095
"582",582,582,23,5,5,5,5,"Tsenaglode","new",0.230748136,0.147860253525729,0.312607617839014,0.195364547438262
"583",583,583,24,5,5,5,5,"Tsenaglode","new",0.230931744,0.148067636121095,0.311632055597707,0.195188940947503
"584",584,584,25,5,5,5,5,"Tsenaglode","new",0.231115454,0.148275258970886,0.310658161912312,0.195013454047287
"585",585,585,26,5,5,5,5,"Tsenaglode","new",0.231299266,0.148483122211454,0.309685942533566,0.194838086724953
"586",586,586,27,5,5,5,5,"Tsenaglode","new",0.23148318,0.148691225978816,0.308715403157938,0.194662838967705
"587",587,587,28,5,5,5,5,"Tsenaglode","new",0.231667196,0.148899570408652,0.307746549427603,0.194487710762619
"588",588,588,29,5,5,5,5,"Tsenaglode","new",0.231851314,0.149108155636304,0.306779386930413,0.194312702096637
"589",589,589,30,5,5,5,5,"Tsenaglode","new",0.232035535,0.149316981796774,0.305813921199871,0.194137812956571
"590",590,590,0,5,5,5,5,"Telkwa","new",0.289498163,0.143156445538088,0.335492036643733,0.199436530848973
"591",591,591,1,5,5,5,5,"Telkwa","new",0.287634163,0.143358340666257,0.334479808892497,0.199258170587582
"592",592,592,2,5,5,5,5,"Telkwa","new",0.285777337,0.143560472823249,0.333469102575034,0.199079930171067
"593",593,593,3,5,5,5,5,"Telkwa","new",0.283927721,0.143762842152764,0.332459924673809,0.198901809589857
"594",594,594,4,5,5,5,5,"Telkwa","new",0.282085348,0.143965448798199,0.331452282118679,0.198723808834244
"595",595,595,5,5,5,5,5,"Telkwa","new",0.280250251,0.14416829290264,0.330446181786781,0.198545927894387
"596",596,596,6,5,5,5,5,"Telkwa","new",0.278422462,0.14437137460887,0.329441630502423,0.198368166760305
"597",597,597,7,5,5,5,5,"Telkwa","new",0.276602013,0.14457469405936,0.328438635036981,0.198190525421882
"598",598,598,8,5,5,5,5,"Telkwa","new",0.274788934,0.144778251396271,0.327437202108806,0.198013003868868
"599",599,599,9,5,5,5,5,"Telkwa","new",0.272983254,0.144982046761454,0.326437338383117,0.197835602090875
"600",600,600,10,5,5,5,5,"Telkwa","new",0.271185003,0.145186080296446,0.325439050471918,0.197658320077381
"601",601,601,11,5,5,5,5,"Telkwa","new",0.269394209,0.145390352142469,0.324442344933902,0.197481157817727
"602",602,602,12,5,5,5,5,"Telkwa","new",0.267610898,0.145594862440432,0.32344722827437,0.197304115301121
"603",603,603,13,5,5,5,5,"Telkwa","new",0.265835096,0.145799611330924,0.322453706945148,0.197127192516635
"604",604,604,14,5,5,5,5,"Telkwa","new",0.26406683,0.146004598954218,0.321461787344504,0.196950389453206
"605",605,605,15,5,5,5,5,"Telkwa","new",0.262306123,0.146209825450267,0.32047147581708,0.196773706099639
"606",606,606,16,5,5,5,5,"Telkwa","new",0.260553,0.146415290958702,0.319482778653814,0.196597142444601
"607",607,607,17,5,5,5,5,"Telkwa","new",0.258807483,0.146620995618836,0.318495702091876,0.196420698476627
"608",608,608,18,5,5,5,5,"Telkwa","new",0.257069594,0.146826939569653,0.317510252314601,0.19624437418412
"609",609,609,19,5,5,5,5,"Telkwa","new",0.255339355,0.147033122949816,0.316526435451427,0.196068169555345
"610",610,610,20,5,5,5,5,"Telkwa","new",0.253616786,0.147239545897661,0.315544257577839,0.195892084578438
"611",611,611,21,5,5,5,5,"Telkwa","new",0.251901907,0.147446208551196,0.314563724715314,0.195716119241398
"612",612,612,22,5,5,5,5,"Telkwa","new",0.250194736,0.147653111048102,0.313584842831269,0.195540273532095
"613",613,613,23,5,5,5,5,"Telkwa","new",0.248495292,0.147860253525729,0.312607617839014,0.195364547438262
"614",614,614,24,5,5,5,5,"Telkwa","new",0.246803592,0.148067636121095,0.311632055597707,0.195188940947503
"615",615,615,25,5,5,5,5,"Telkwa","new",0.245119652,0.148275258970886,0.310658161912312,0.195013454047287
"616",616,616,26,5,5,5,5,"Telkwa","new",0.243443488,0.148483122211454,0.309685942533566,0.194838086724953
"617",617,617,27,5,5,5,5,"Telkwa","new",0.241775115,0.148691225978816,0.308715403157938,0.194662838967705
"618",618,618,28,5,5,5,5,"Telkwa","new",0.240114547,0.148899570408652,0.307746549427603,0.194487710762619
"619",619,619,29,5,5,5,5,"Telkwa","new",0.238461797,0.149108155636304,0.306779386930413,0.194312702096637
"620",620,620,30,5,5,5,5,"Telkwa","new",0.236816877,0.149316981796774,0.305813921199871,0.194137812956571
"621",621,621,0,5,5,5,5,"Kennedy Siding","new",0.240012376,0.143156445538088,0.335492036643733,0.197343563131332
"622",622,622,1,5,5,5,5,"Kennedy Siding","new",0.239356569,0.143358340666257,0.334479808892497,0.196155368469591
"623",623,623,2,5,5,5,5,"Kennedy Siding","new",0.238701991,0.143560472823249,0.333469102575034,0.194972590076879
"624",624,624,3,5,5,5,5,"Kennedy Siding","new",0.238048643,0.143762842152764,0.332459924673809,0.193795224203486
"625",625,625,4,5,5,5,5,"Kennedy Siding","new",0.237396525,0.143965448798199,0.331452282118679,0.192623266829398
"626",626,626,5,5,5,5,5,"Kennedy Siding","new",0.236745639,0.14416829290264,0.330446181786781,0.191456713667137
"627",627,627,6,5,5,5,5,"Kennedy Siding","new",0.236095984,0.14437137460887,0.329441630502423,0.19029556016461
"628",628,628,7,5,5,5,5,"Kennedy Siding","new",0.235447563,0.14457469405936,0.328438635036981,0.189139801507961
"629",629,629,8,5,5,5,5,"Kennedy Siding","new",0.234800375,0.144778251396271,0.327437202108806,0.187989432624433
"630",630,630,9,5,5,5,5,"Kennedy Siding","new",0.234154421,0.144982046761454,0.326437338383117,0.186844448185234
"631",631,631,10,5,5,5,5,"Kennedy Siding","new",0.233509702,0.145186080296446,0.325439050471918,0.185704842608406
"632",632,632,11,5,5,5,5,"Kennedy Siding","new",0.232866219,0.145390352142469,0.324442344933902,0.184570610061698
"633",633,633,12,5,5,5,5,"Kennedy Siding","new",0.232223971,0.145594862440432,0.32344722827437,0.183441744465448
"634",634,634,13,5,5,5,5,"Kennedy Siding","new",0.23158296,0.145799611330924,0.322453706945148,0.182318239495457
"635",635,635,14,5,5,5,5,"Kennedy Siding","new",0.230943186,0.146004598954218,0.321461787344504,0.181200088585875
"636",636,636,15,5,5,5,5,"Kennedy Siding","new",0.23030465,0.146209825450267,0.32047147581708,0.180087284932083
"637",637,637,16,5,5,5,5,"Kennedy Siding","new",0.229667352,0.146415290958702,0.319482778653814,0.178979821493579
"638",638,638,17,5,5,5,5,"Kennedy Siding","new",0.229031293,0.146620995618836,0.318495702091876,0.177877690996863
"639",639,639,18,5,5,5,5,"Kennedy Siding","new",0.228396473,0.146826939569653,0.317510252314601,0.176780885938321
"640",640,640,19,5,5,5,5,"Kennedy Siding","new",0.227762893,0.147033122949816,0.316526435451427,0.175689398587111
"641",641,641,20,5,5,5,5,"Kennedy Siding","new",0.227130553,0.147239545897661,0.315544257577839,0.174603220988042
"642",642,642,21,5,5,5,5,"Kennedy Siding","new",0.226499454,0.147446208551196,0.314563724715314,0.173522344964461
"643",643,643,22,5,5,5,5,"Kennedy Siding","new",0.225869596,0.147653111048102,0.313584842831269,0.172446762121127
"644",644,644,23,5,5,5,5,"Kennedy Siding","new",0.225240979,0.147860253525729,0.312607617839014,0.171376463847088
"645",645,645,24,5,5,5,5,"Kennedy Siding","new",0.224613604,0.148067636121095,0.311632055597707,0.170311441318555
"646",646,646,25,5,5,5,5,"Kennedy Siding","new",0.223987472,0.148275258970886,0.310658161912312,0.169251685501767
"647",647,647,26,5,5,5,5,"Kennedy Siding","new",0.223362582,0.148483122211454,0.309685942533566,0.168197187155862
"648",648,648,27,5,5,5,5,"Kennedy Siding","new",0.222738935,0.148691225978816,0.308715403157938,0.167147936835728
"649",649,649,28,5,5,5,5,"Kennedy Siding","new",0.222116531,0.148899570408652,0.307746549427603,0.166103924894863
"650",650,650,29,5,5,5,5,"Kennedy Siding","new",0.221495371,0.149108155636304,0.306779386930413,0.16506514148822
"651",651,651,30,5,5,5,5,"Kennedy Siding","new",0.220875455,0.149316981796774,0.305813921199871,0.164031576575051
"652",652,652,0,5,5,5,5,"Burnt Pine","new",0.240012376,0.143156445538088,0.335492036643733,0.112375402250948
"653",653,653,1,5,5,5,5,"Burnt Pine","new",0.239356569,0.143358340666257,0.334479808892497,0.117017076084937
"654",654,654,2,5,5,5,5,"Burnt Pine","new",0.238701991,0.143560472823249,0.333469102575034,0.121824160870888
"655",655,655,3,5,5,5,5,"Burnt Pine","new",0.238048643,0.143762842152764,0.332459924673809,0.126800363205388
"656",656,656,4,5,5,5,5,"Burnt Pine","new",0.237396525,0.143965448798199,0.331452282118679,0.131949289205014
"657",657,657,5,5,5,5,5,"Burnt Pine","new",0.236745639,0.14416829290264,0.330446181786781,0.137274426172771
"658",658,658,6,5,5,5,5,"Burnt Pine","new",0.236095984,0.14437137460887,0.329441630502423,0.142779123339367
"659",659,659,7,5,5,5,5,"Burnt Pine","new",0.235447563,0.14457469405936,0.328438635036981,0.1484665717228
"660",660,660,8,5,5,5,5,"Burnt Pine","new",0.234800375,0.144778251396271,0.327437202108806,0.15433978316251
"661",661,661,9,5,5,5,5,"Burnt Pine","new",0.234154421,0.144982046761454,0.326437338383117,0.160401568598043
"662",662,662,10,5,5,5,5,"Burnt Pine","new",0.233509702,0.145186080296446,0.325439050471918,0.166654515676632
"663",663,663,11,5,5,5,5,"Burnt Pine","new",0.232866219,0.145390352142469,0.324442344933902,0.17310096578925
"664",664,664,12,5,5,5,5,"Burnt Pine","new",0.232223971,0.145594862440432,0.32344722827437,0.179742990650386
"665",665,665,13,5,5,5,5,"Burnt Pine","new",0.23158296,0.145799611330924,0.322453706945148,0.186582368552823
"666",666,666,14,5,5,5,5,"Burnt Pine","new",0.230943186,0.146004598954218,0.321461787344504,0.193620560444912
"667",667,667,15,5,5,5,5,"Burnt Pine","new",0.23030465,0.146209825450267,0.32047147581708,0.200858685993917
"668",668,668,16,5,5,5,5,"Burnt Pine","new",0.229667352,0.146415290958702,0.319482778653814,0.208297499814773
"669",669,669,17,5,5,5,5,"Burnt Pine","new",0.229031293,0.146620995618836,0.318495702091876,0.215937368058675
"670",670,670,18,5,5,5,5,"Burnt Pine","new",0.228396473,0.146826939569653,0.317510252314601,0.223778245570012
"671",671,671,19,5,5,5,5,"Burnt Pine","new",0.227762893,0.147033122949816,0.316526435451427,0.231819653832937
"672",672,672,20,5,5,5,5,"Burnt Pine","new",0.227130553,0.147239545897661,0.315544257577839,0.240060659939906
"673",673,673,21,5,5,5,5,"Burnt Pine","new",0.226499454,0.147446208551196,0.314563724715314,0.248499856823531
"674",674,674,22,5,5,5,5,"Burnt Pine","new",0.225869596,0.147653111048102,0.313584842831269,0.257135344999617
"675",675,675,23,5,5,5,5,"Burnt Pine","new",0.225240979,0.147860253525729,0.312607617839014,0.265964716072969
"676",676,676,24,5,5,5,5,"Burnt Pine","new",0.224613604,0.148067636121095,0.311632055597707,0.27498503825811
"677",677,677,25,5,5,5,5,"Burnt Pine","new",0.223987472,0.148275258970886,0.310658161912312,0.28419284416411
"678",678,678,26,5,5,5,5,"Burnt Pine","new",0.223362582,0.148483122211454,0.309685942533566,0.293584121085989
"679",679,679,27,5,5,5,5,"Burnt Pine","new",0.222738935,0.148691225978816,0.308715403157938,0.303154304034482
"680",680,680,28,5,5,5,5,"Burnt Pine","new",0.222116531,0.148899570408652,0.307746549427603,0.312898271721041
"681",681,681,29,5,5,5,5,"Burnt Pine","new",0.221495371,0.149108155636304,0.306779386930413,0.322810345695859
"682",682,682,30,5,5,5,5,"Burnt Pine","new",0.220875455,0.149316981796774,0.305813921199871,0.332884292813317
"683",683,683,0,5,5,5,5,"Scott","new",0.240012376,0.143156445538088,0.335492036643733,0.178078360107699
"684",684,684,1,5,5,5,5,"Scott","new",0.239356569,0.143358340666257,0.334479808892497,0.178157923286865
"685",685,685,2,5,5,5,5,"Scott","new",0.238701991,0.143560472823249,0.333469102575034,0.17823751430515
"686",686,686,3,5,5,5,5,"Scott","new",0.238048643,0.143762842152764,0.332459924673809,0.178317133165408
"687",687,687,4,5,5,5,5,"Scott","new",0.237396525,0.143965448798199,0.331452282118679,0.178396779870483
"688",688,688,5,5,5,5,5,"Scott","new",0.236745639,0.14416829290264,0.330446181786781,0.178476454423218
"689",689,689,6,5,5,5,5,"Scott","new",0.236095984,0.14437137460887,0.329441630502423,0.178556156826445
"690",690,690,7,5,5,5,5,"Scott","new",0.235447563,0.14457469405936,0.328438635036981,0.178635887082993
"691",691,691,8,5,5,5,5,"Scott","new",0.234800375,0.144778251396271,0.327437202108806,0.178715645195683
"692",692,692,9,5,5,5,5,"Scott","new",0.234154421,0.144982046761454,0.326437338383117,0.178795431167331
"693",693,693,10,5,5,5,5,"Scott","new",0.233509702,0.145186080296446,0.325439050471918,0.178875245000744
"694",694,694,11,5,5,5,5,"Scott","new",0.232866219,0.145390352142469,0.324442344933902,0.178955086698727
"695",695,695,12,5,5,5,5,"Scott","new",0.232223971,0.145594862440432,0.32344722827437,0.179034956264075
"696",696,696,13,5,5,5,5,"Scott","new",0.23158296,0.145799611330924,0.322453706945148,0.179114853699578
"697",697,697,14,5,5,5,5,"Scott","new",0.230943186,0.146004598954218,0.321461787344504,0.179194779008021
"698",698,698,15,5,5,5,5,"Scott","new",0.23030465,0.146209825450267,0.32047147581708,0.179274732192181
"699",699,699,16,5,5,5,5,"Scott","new",0.229667352,0.146415290958702,0.319482778653814,0.179354713254829
"700",700,700,17,5,5,5,5,"Scott","new",0.229031293,0.146620995618836,0.318495702091876,0.17943472219873
"701",701,701,18,5,5,5,5,"Scott","new",0.228396473,0.146826939569653,0.317510252314601,0.179514759026643
"702",702,702,19,5,5,5,5,"Scott","new",0.227762893,0.147033122949816,0.316526435451427,0.179594823741321
"703",703,703,20,5,5,5,5,"Scott","new",0.227130553,0.147239545897661,0.315544257577839,0.179674916345508
"704",704,704,21,5,5,5,5,"Scott","new",0.226499454,0.147446208551196,0.314563724715314,0.179755036841946
"705",705,705,22,5,5,5,5,"Scott","new",0.225869596,0.147653111048102,0.313584842831269,0.179835185233366
"706",706,706,23,5,5,5,5,"Scott","new",0.225240979,0.147860253525729,0.312607617839014,0.179915361522497
"707",707,707,24,5,5,5,5,"Scott","new",0.224613604,0.148067636121095,0.311632055597707,0.179995565712059
"708",708,708,25,5,5,5,5,"Scott","new",0.223987472,0.148275258970886,0.310658161912312,0.180075797804766
"709",709,709,26,5,5,5,5,"Scott","new",0.223362582,0.148483122211454,0.309685942533566,0.180156057803326
"710",710,710,27,5,5,5,5,"Scott","new",0.222738935,0.148691225978816,0.308715403157938,0.180236345710442
"711",711,711,28,5,5,5,5,"Scott","new",0.222116531,0.148899570408652,0.307746549427603,0.180316661528807
"712",712,712,29,5,5,5,5,"Scott","new",0.221495371,0.149108155636304,0.306779386930413,0.180397005261111
"713",713,713,30,5,5,5,5,"Scott","new",0.220875455,0.149316981796774,0.305813921199871,0.180477376910036
"714",714,714,0,5,5,5,5,"Moberly","new",0.240012376,0.143156445538088,0.335492036643733,0.18038295287586
"715",715,715,1,5,5,5,5,"Moberly","new",0.239356569,0.143358340666257,0.334479808892497,0.179970775554533
"716",716,716,2,5,5,5,5,"Moberly","new",0.238701991,0.143560472823249,0.333469102575034,0.179559333730104
"717",717,717,3,5,5,5,5,"Moberly","new",0.238048643,0.143762842152764,0.332459924673809,0.179148627033193
"718",718,718,4,5,5,5,5,"Moberly","new",0.237396525,0.143965448798199,0.331452282118679,0.178738655090021
"719",719,719,5,5,5,5,5,"Moberly","new",0.236745639,0.14416829290264,0.330446181786781,0.178329417522438
"720",720,720,6,5,5,5,5,"Moberly","new",0.236095984,0.14437137460887,0.329441630502423,0.177920913947939
"721",721,721,7,5,5,5,5,"Moberly","new",0.235447563,0.14457469405936,0.328438635036981,0.177513143979682
"722",722,722,8,5,5,5,5,"Moberly","new",0.234800375,0.144778251396271,0.327437202108806,0.177106107226516
"723",723,723,9,5,5,5,5,"Moberly","new",0.234154421,0.144982046761454,0.326437338383117,0.176699803292993
"724",724,724,10,5,5,5,5,"Moberly","new",0.233509702,0.145186080296446,0.325439050471918,0.176294231779393
"725",725,725,11,5,5,5,5,"Moberly","new",0.232866219,0.145390352142469,0.324442344933902,0.175889392281745
"726",726,726,12,5,5,5,5,"Moberly","new",0.232223971,0.145594862440432,0.32344722827437,0.175485284391844
"727",727,727,13,5,5,5,5,"Moberly","new",0.23158296,0.145799611330924,0.322453706945148,0.175081907697271
"728",728,728,14,5,5,5,5,"Moberly","new",0.230943186,0.146004598954218,0.321461787344504,0.17467926178142
"729",729,729,15,5,5,5,5,"Moberly","new",0.23030465,0.146209825450267,0.32047147581708,0.174277346223508
"730",730,730,16,5,5,5,5,"Moberly","new",0.229667352,0.146415290958702,0.319482778653814,0.173876160598605
"731",731,731,17,5,5,5,5,"Moberly","new",0.229031293,0.146620995618836,0.318495702091876,0.173475704477647
"732",732,732,18,5,5,5,5,"Moberly","new",0.228396473,0.146826939569653,0.317510252314601,0.17307597742746
"733",733,733,19,5,5,5,5,"Moberly","new",0.227762893,0.147033122949816,0.316526435451427,0.172676979010781
