distance_to_cut_5to40,distance_to_cut_1to4,distance_to_resource_road,HERD_NAME,animal_id,predict_du7
7,5,5,Tweedsmuir,new,0.188059256
8,5,5,Tweedsmuir,new,0.189814019
9,5,5,Tweedsmuir,new,0.191581292
10,5,5,Tweedsmuir,new,0.193361092
11,5,5,Tweedsmuir,new,0.195153435
12,5,5,Tweedsmuir,new,0.196958336
13,5,5,Tweedsmuir,new,0.198775806
14,5,5,Tweedsmuir,new,0.200605858
15,5,5,Tweedsmuir,new,0.202448502
16,5,5,Tweedsmuir,new,0.204303745
17,5,5,Tweedsmuir,new,0.206171595
18,5,5,Tweedsmuir,new,0.208052056
19,5,5,Tweedsmuir,new,0.209945133
20,5,5,Tweedsmuir,new,0.211850827
21,5,5,Tweedsmuir,new,0.213769139
22,5,5,Tweedsmuir,new,0.215700067
23,5,5,Tweedsmuir,new,0.217643609
24,5,5,Tweedsmuir,new,0.21959976
25,5,5,Tweedsmuir,new,0.221568513
26,5,5,Tweedsmuir,new,0.22354986
27,5,5,Tweedsmuir,new,0.225543791
28,5,5,Tweedsmuir,new,0.227550295
29,5,5,Tweedsmuir,new,0.229569359
30,5,5,Tweedsmuir,new,0.231600966
0,5,5,Graham,new,0.238560905
1,5,5,Graham,new,0.241845231
2,5,5,Graham,new,0.245160215
3,5,5,Graham,new,0.248505743
4,5,5,Graham,new,0.251881692
5,5,5,Graham,new,0.255287923
6,5,5,Graham,new,0.258724287
7,5,5,Graham,new,0.262190621
8,5,5,Graham,new,0.265686752
9,5,5,Graham,new,0.26921249
10,5,5,Graham,new,0.272767637
11,5,5,Graham,new,0.276351978
12,5,5,Graham,new,0.279965287
13,5,5,Graham,new,0.283607325
14,5,5,Graham,new,0.287277838
15,5,5,Graham,new,0.290976561
16,5,5,Graham,new,0.294703215
17,5,5,Graham,new,0.298457506
18,5,5,Graham,new,0.302239129
19,5,5,Graham,new,0.306047764
20,5,5,Graham,new,0.309883079
21,5,5,Graham,new,0.313744727
22,5,5,Graham,new,0.317632348
23,5,5,Graham,new,0.32154557
24,5,5,Graham,new,0.325484007
25,5,5,Graham,new,0.329447259
26,5,5,Graham,new,0.333434914
27,5,5,Graham,new,0.337446546
28,5,5,Graham,new,0.341481717
29,5,5,Graham,new,0.345539976
30,5,5,Graham,new,0.349620857
0,5,5,Calendar,new,0.229629556
1,5,5,Calendar,new,0.231040675
2,5,5,Calendar,new,0.232457849
3,5,5,Calendar,new,0.233881073
4,5,5,Calendar,new,0.235310338
5,5,5,Calendar,new,0.236745639
6,5,5,Calendar,new,0.238186967
7,5,5,Calendar,new,0.239634316
8,5,5,Calendar,new,0.241087676
9,5,5,Calendar,new,0.242547038
10,5,5,Calendar,new,0.244012395
11,5,5,Calendar,new,0.245483735
12,5,5,Calendar,new,0.246961049
13,5,5,Calendar,new,0.248444326
14,5,5,Calendar,new,0.249933554
15,5,5,Calendar,new,0.251428724
16,5,5,Calendar,new,0.252929821
17,5,5,Calendar,new,0.254436834
18,5,5,Calendar,new,0.25594975
19,5,5,Calendar,new,0.257468556
20,5,5,Calendar,new,0.258993237
21,5,5,Calendar,new,0.260523779
22,5,5,Calendar,new,0.262060167
23,5,5,Calendar,new,0.263602386
24,5,5,Calendar,new,0.265150419
25,5,5,Calendar,new,0.266704251
26,5,5,Calendar,new,0.268263865
27,5,5,Calendar,new,0.269829243
28,5,5,Calendar,new,0.271400367
29,5,5,Calendar,new,0.27297722
30,5,5,Calendar,new,0.274559781
0,5,5,Parker,new,0.229629556
1,5,5,Parker,new,0.231040675
2,5,5,Parker,new,0.232457849
3,5,5,Parker,new,0.233881073
4,5,5,Parker,new,0.235310338
5,5,5,Parker,new,0.236745639
6,5,5,Parker,new,0.238186967
7,5,5,Parker,new,0.239634316
8,5,5,Parker,new,0.241087676
9,5,5,Parker,new,0.242547038
10,5,5,Parker,new,0.244012395
11,5,5,Parker,new,0.245483735
12,5,5,Parker,new,0.246961049
13,5,5,Parker,new,0.248444326
14,5,5,Parker,new,0.249933554
15,5,5,Parker,new,0.251428724
16,5,5,Parker,new,0.252929821
17,5,5,Parker,new,0.254436834
18,5,5,Parker,new,0.25594975
19,5,5,Parker,new,0.257468556
20,5,5,Parker,new,0.258993237
21,5,5,Parker,new,0.260523779
22,5,5,Parker,new,0.262060167
23,5,5,Parker,new,0.263602386
24,5,5,Parker,new,0.265150419
25,5,5,Parker,new,0.266704251
26,5,5,Parker,new,0.268263865
27,5,5,Parker,new,0.269829243
28,5,5,Parker,new,0.271400367
29,5,5,Parker,new,0.27297722
30,5,5,Parker,new,0.274559781
0,5,5,Prophet,new,0.229629556
1,5,5,Prophet,new,0.231040675
2,5,5,Prophet,new,0.232457849
3,5,5,Prophet,new,0.233881073
4,5,5,Prophet,new,0.235310338
5,5,5,Prophet,new,0.236745639
6,5,5,Prophet,new,0.238186967
7,5,5,Prophet,new,0.239634316
8,5,5,Prophet,new,0.241087676
9,5,5,Prophet,new,0.242547038
10,5,5,Prophet,new,0.244012395
11,5,5,Prophet,new,0.245483735
12,5,5,Prophet,new,0.246961049
13,5,5,Prophet,new,0.248444326
14,5,5,Prophet,new,0.249933554
15,5,5,Prophet,new,0.251428724
16,5,5,Prophet,new,0.252929821
17,5,5,Prophet,new,0.254436834
18,5,5,Prophet,new,0.25594975
19,5,5,Prophet,new,0.257468556
20,5,5,Prophet,new,0.258993237
21,5,5,Prophet,new,0.260523779
22,5,5,Prophet,new,0.262060167
23,5,5,Prophet,new,0.263602386
24,5,5,Prophet,new,0.265150419
25,5,5,Prophet,new,0.266704251
26,5,5,Prophet,new,0.268263865
27,5,5,Prophet,new,0.269829243
28,5,5,Prophet,new,0.271400367
29,5,5,Prophet,new,0.27297722
30,5,5,Prophet,new,0.274559781
0,5,5,Chinchaga,new,0.229629556
1,5,5,Chinchaga,new,0.231040675
2,5,5,Chinchaga,new,0.232457849
3,5,5,Chinchaga,new,0.233881073
4,5,5,Chinchaga,new,0.235310338
5,5,5,Chinchaga,new,0.236745639
6,5,5,Chinchaga,new,0.238186967
7,5,5,Chinchaga,new,0.239634316
8,5,5,Chinchaga,new,0.241087676
9,5,5,Chinchaga,new,0.242547038
10,5,5,Chinchaga,new,0.244012395
11,5,5,Chinchaga,new,0.245483735
12,5,5,Chinchaga,new,0.246961049
13,5,5,Chinchaga,new,0.248444326
14,5,5,Chinchaga,new,0.249933554
15,5,5,Chinchaga,new,0.251428724
16,5,5,Chinchaga,new,0.252929821
17,5,5,Chinchaga,new,0.254436834
18,5,5,Chinchaga,new,0.25594975
19,5,5,Chinchaga,new,0.257468556
20,5,5,Chinchaga,new,0.258993237
21,5,5,Chinchaga,new,0.260523779
22,5,5,Chinchaga,new,0.262060167
23,5,5,Chinchaga,new,0.263602386
24,5,5,Chinchaga,new,0.265150419
25,5,5,Chinchaga,new,0.266704251
26,5,5,Chinchaga,new,0.268263865
27,5,5,Chinchaga,new,0.269829243
28,5,5,Chinchaga,new,0.271400367
29,5,5,Chinchaga,new,0.27297722
30,5,5,Chinchaga,new,0.274559781
0,5,5,Snake-Sahtaneh,new,0.229629556
1,5,5,Snake-Sahtaneh,new,0.231040675
2,5,5,Snake-Sahtaneh,new,0.232457849
3,5,5,Snake-Sahtaneh,new,0.233881073
4,5,5,Snake-Sahtaneh,new,0.235310338
5,5,5,Snake-Sahtaneh,new,0.236745639
6,5,5,Snake-Sahtaneh,new,0.238186967
7,5,5,Snake-Sahtaneh,new,0.239634316
8,5,5,Snake-Sahtaneh,new,0.241087676
9,5,5,Snake-Sahtaneh,new,0.242547038
10,5,5,Snake-Sahtaneh,new,0.244012395
11,5,5,Snake-Sahtaneh,new,0.245483735
12,5,5,Snake-Sahtaneh,new,0.246961049
13,5,5,Snake-Sahtaneh,new,0.248444326
14,5,5,Snake-Sahtaneh,new,0.249933554
15,5,5,Snake-Sahtaneh,new,0.251428724
16,5,5,Snake-Sahtaneh,new,0.252929821
17,5,5,Snake-Sahtaneh,new,0.254436834
18,5,5,Snake-Sahtaneh,new,0.25594975
19,5,5,Snake-Sahtaneh,new,0.257468556
20,5,5,Snake-Sahtaneh,new,0.258993237
21,5,5,Snake-Sahtaneh,new,0.260523779
22,5,5,Snake-Sahtaneh,new,0.262060167
23,5,5,Snake-Sahtaneh,new,0.263602386
24,5,5,Snake-Sahtaneh,new,0.265150419
25,5,5,Snake-Sahtaneh,new,0.266704251
26,5,5,Snake-Sahtaneh,new,0.268263865
27,5,5,Snake-Sahtaneh,new,0.269829243
28,5,5,Snake-Sahtaneh,new,0.271400367
29,5,5,Snake-Sahtaneh,new,0.27297722
30,5,5,Snake-Sahtaneh,new,0.274559781
0,5,5,Maxhamish,new,0.229629556
1,5,5,Maxhamish,new,0.231040675
2,5,5,Maxhamish,new,0.232457849
3,5,5,Maxhamish,new,0.233881073
4,5,5,Maxhamish,new,0.235310338
5,5,5,Maxhamish,new,0.236745639
6,5,5,Maxhamish,new,0.238186967
7,5,5,Maxhamish,new,0.239634316
8,5,5,Maxhamish,new,0.241087676
9,5,5,Maxhamish,new,0.242547038
10,5,5,Maxhamish,new,0.244012395
11,5,5,Maxhamish,new,0.245483735
12,5,5,Maxhamish,new,0.246961049
13,5,5,Maxhamish,new,0.248444326
14,5,5,Maxhamish,new,0.249933554
15,5,5,Maxhamish,new,0.251428724
16,5,5,Maxhamish,new,0.252929821
17,5,5,Maxhamish,new,0.254436834
18,5,5,Maxhamish,new,0.25594975
19,5,5,Maxhamish,new,0.257468556
20,5,5,Maxhamish,new,0.258993237
21,5,5,Maxhamish,new,0.260523779
22,5,5,Maxhamish,new,0.262060167
23,5,5,Maxhamish,new,0.263602386
24,5,5,Maxhamish,new,0.265150419
25,5,5,Maxhamish,new,0.266704251
26,5,5,Maxhamish,new,0.268263865
27,5,5,Maxhamish,new,0.269829243
28,5,5,Maxhamish,new,0.271400367
29,5,5,Maxhamish,new,0.27297722
30,5,5,Maxhamish,new,0.274559781
0,5,5,Rainbows,new,0.323803255
1,5,5,Rainbows,new,0.338020003
2,5,5,Rainbows,new,0.35253552
3,5,5,Rainbows,new,0.367328489
4,5,5,Rainbows,new,0.382375604
5,5,5,Rainbows,new,0.397651689
6,5,5,Rainbows,new,0.413129838
7,5,5,Rainbows,new,0.42878159
8,5,5,Rainbows,new,0.444577115
9,5,5,Rainbows,new,0.46048544
10,5,5,Rainbows,new,0.476474679
11,5,5,Rainbows,new,0.492512285
12,5,5,Rainbows,new,0.508565316
13,5,5,Rainbows,new,0.524600703
14,5,5,Rainbows,new,0.540585522
15,5,5,Rainbows,new,0.556487264
16,5,5,Rainbows,new,0.572274095
17,5,5,Rainbows,new,0.587915111
18,5,5,Rainbows,new,0.603380569
19,5,5,Rainbows,new,0.618642105
20,5,5,Rainbows,new,0.633672925
21,5,5,Rainbows,new,0.648447974
22,5,5,Rainbows,new,0.662944078
23,5,5,Rainbows,new,0.677140053
24,5,5,Rainbows,new,0.691016797
25,5,5,Rainbows,new,0.704557337
26,5,5,Rainbows,new,0.717746866
27,5,5,Rainbows,new,0.730572742
28,5,5,Rainbows,new,0.743024464
29,5,5,Rainbows,new,0.755093633
30,5,5,Rainbows,new,0.766773884
0,5,5,Charlotte Alplands,new,0.503899853
1,5,5,Charlotte Alplands,new,0.493976973
2,5,5,Charlotte Alplands,new,0.484058836
3,5,5,Charlotte Alplands,new,0.47415324
4,5,5,Charlotte Alplands,new,0.464267947
5,5,5,Charlotte Alplands,new,0.45441065
6,5,5,Charlotte Alplands,new,0.44458896
7,5,5,Charlotte Alplands,new,0.434810373
8,5,5,Charlotte Alplands,new,0.425082255
9,5,5,Charlotte Alplands,new,0.415411815
10,5,5,Charlotte Alplands,new,0.405806087
11,5,5,Charlotte Alplands,new,0.396271911
12,5,5,Charlotte Alplands,new,0.386815913
13,5,5,Charlotte Alplands,new,0.377444487
14,5,5,Charlotte Alplands,new,0.368163785
15,5,5,Charlotte Alplands,new,0.358979696
16,5,5,Charlotte Alplands,new,0.349897838
17,5,5,Charlotte Alplands,new,0.340923544
18,5,5,Charlotte Alplands,new,0.332061856
19,5,5,Charlotte Alplands,new,0.323317513
20,5,5,Charlotte Alplands,new,0.31469495
21,5,5,Charlotte Alplands,new,0.306198288
22,5,5,Charlotte Alplands,new,0.297831333
23,5,5,Charlotte Alplands,new,0.289597575
24,5,5,Charlotte Alplands,new,0.28150019
25,5,5,Charlotte Alplands,new,0.273542035
26,5,5,Charlotte Alplands,new,0.265725655
27,5,5,Charlotte Alplands,new,0.258053287
28,5,5,Charlotte Alplands,new,0.250526863
29,5,5,Charlotte Alplands,new,0.243148016
30,5,5,Charlotte Alplands,new,0.23591809
0,5,5,Spatsizi,new,0.16230986
1,5,5,Spatsizi,new,0.164833287
2,5,5,Spatsizi,new,0.167388105
3,5,5,Spatsizi,new,0.169974463
4,5,5,Spatsizi,new,0.1725925
5,5,5,Spatsizi,new,0.175242347
6,5,5,Spatsizi,new,0.177924129
7,5,5,Spatsizi,new,0.180637963
8,5,5,Spatsizi,new,0.183383956
9,5,5,Spatsizi,new,0.186162209
10,5,5,Spatsizi,new,0.188972812
11,5,5,Spatsizi,new,0.191815847
12,5,5,Spatsizi,new,0.194691387
13,5,5,Spatsizi,new,0.197599494
14,5,5,Spatsizi,new,0.200540223
15,5,5,Spatsizi,new,0.203513617
16,5,5,Spatsizi,new,0.206519708
17,5,5,Spatsizi,new,0.20955852
18,5,5,Spatsizi,new,0.212630063
19,5,5,Spatsizi,new,0.21573434
20,5,5,Spatsizi,new,0.218871339
21,5,5,Spatsizi,new,0.222041039
22,5,5,Spatsizi,new,0.225243406
23,5,5,Spatsizi,new,0.228478394
24,5,5,Spatsizi,new,0.231745947
25,5,5,Spatsizi,new,0.235045993
26,5,5,Spatsizi,new,0.23837845
27,5,5,Spatsizi,new,0.241743224
28,5,5,Spatsizi,new,0.245140205
29,5,5,Spatsizi,new,0.248569273
30,5,5,Spatsizi,new,0.252030292
0,5,5,Pink Mountain,new,0.15309959
1,5,5,Pink Mountain,new,0.149865995
2,5,5,Pink Mountain,new,0.146688866
3,5,5,Pink Mountain,new,0.143567717
4,5,5,Pink Mountain,new,0.140502044
5,5,5,Pink Mountain,new,0.137491324
6,5,5,Pink Mountain,new,0.13453502
7,5,5,Pink Mountain,new,0.131632581
8,5,5,Pink Mountain,new,0.128783441
9,5,5,Pink Mountain,new,0.125987022
10,5,5,Pink Mountain,new,0.123242735
11,5,5,Pink Mountain,new,0.120549981
12,5,5,Pink Mountain,new,0.117908149
13,5,5,Pink Mountain,new,0.11531662
14,5,5,Pink Mountain,new,0.11277477
15,5,5,Pink Mountain,new,0.110281963
16,5,5,Pink Mountain,new,0.10783756
17,5,5,Pink Mountain,new,0.105440917
18,5,5,Pink Mountain,new,0.103091384
19,5,5,Pink Mountain,new,0.100788306
20,5,5,Pink Mountain,new,0.098531027
21,5,5,Pink Mountain,new,0.096318888
22,5,5,Pink Mountain,new,0.094151227
23,5,5,Pink Mountain,new,0.092027381
24,5,5,Pink Mountain,new,0.089946687
25,5,5,Pink Mountain,new,0.087908482
26,5,5,Pink Mountain,new,0.085912103
27,5,5,Pink Mountain,new,0.083956888
28,5,5,Pink Mountain,new,0.082042176
29,5,5,Pink Mountain,new,0.08016731
30,5,5,Pink Mountain,new,0.078331633
0,5,5,Muskwa,new,0.051690288
1,5,5,Muskwa,new,0.052253837
2,5,5,Muskwa,new,0.052823188
3,5,5,Muskwa,new,0.053398394
4,5,5,Muskwa,new,0.053979505
5,5,5,Muskwa,new,0.054566577
6,5,5,Muskwa,new,0.05515966
7,5,5,Muskwa,new,0.05575881
8,5,5,Muskwa,new,0.05636408
9,5,5,Muskwa,new,0.056975524
10,5,5,Muskwa,new,0.057593195
11,5,5,Muskwa,new,0.05821715
12,5,5,Muskwa,new,0.058847442
13,5,5,Muskwa,new,0.059484127
14,5,5,Muskwa,new,0.06012726
15,5,5,Muskwa,new,0.060776898
16,5,5,Muskwa,new,0.061433096
17,5,5,Muskwa,new,0.06209591
18,5,5,Muskwa,new,0.062765397
19,5,5,Muskwa,new,0.063441614
20,5,5,Muskwa,new,0.064124618
21,5,5,Muskwa,new,0.064814466
22,5,5,Muskwa,new,0.065511216
23,5,5,Muskwa,new,0.066214926
24,5,5,Muskwa,new,0.066925653
25,5,5,Muskwa,new,0.067643457
26,5,5,Muskwa,new,0.068368395
27,5,5,Muskwa,new,0.069100527
28,5,5,Muskwa,new,0.069839911
29,5,5,Muskwa,new,0.070586606
30,5,5,Muskwa,new,0.071340673
0,5,5,Frog,new,0.247515175
1,5,5,Frog,new,0.245909243
2,5,5,Frog,new,0.244310348
3,5,5,Frog,new,0.242718503
4,5,5,Frog,new,0.24113372
5,5,5,Frog,new,0.239556012
6,5,5,Frog,new,0.237985389
7,5,5,Frog,new,0.236421862
8,5,5,Frog,new,0.234865441
9,5,5,Frog,new,0.233316135
10,5,5,Frog,new,0.231773954
11,5,5,Frog,new,0.230238905
12,5,5,Frog,new,0.228710996
13,5,5,Frog,new,0.227190234
14,5,5,Frog,new,0.225676625
15,5,5,Frog,new,0.224170175
16,5,5,Frog,new,0.22267089
17,5,5,Frog,new,0.221178773
18,5,5,Frog,new,0.219693829
19,5,5,Frog,new,0.218216061
20,5,5,Frog,new,0.216745472
21,5,5,Frog,new,0.215282065
22,5,5,Frog,new,0.213825841
23,5,5,Frog,new,0.212376801
24,5,5,Frog,new,0.210934946
25,5,5,Frog,new,0.209500277
26,5,5,Frog,new,0.208072792
27,5,5,Frog,new,0.206652491
28,5,5,Frog,new,0.205239372
29,5,5,Frog,new,0.203833434
30,5,5,Frog,new,0.202434674
0,5,5,Chase,new,0.27244654
1,5,5,Chase,new,0.273193402
2,5,5,Chase,new,0.27394154
3,5,5,Chase,new,0.274690953
4,5,5,Chase,new,0.275441638
5,5,5,Chase,new,0.276193593
6,5,5,Chase,new,0.276946816
7,5,5,Chase,new,0.277701306
8,5,5,Chase,new,0.278457059
9,5,5,Chase,new,0.279214074
10,5,5,Chase,new,0.279972349
11,5,5,Chase,new,0.280731881
12,5,5,Chase,new,0.281492667
13,5,5,Chase,new,0.282254707
14,5,5,Chase,new,0.283017997
15,5,5,Chase,new,0.283782534
16,5,5,Chase,new,0.284548318
17,5,5,Chase,new,0.285315345
18,5,5,Chase,new,0.286083612
19,5,5,Chase,new,0.286853118
20,5,5,Chase,new,0.28762386
21,5,5,Chase,new,0.288395835
22,5,5,Chase,new,0.289169041
23,5,5,Chase,new,0.289943476
24,5,5,Chase,new,0.290719136
25,5,5,Chase,new,0.29149602
26,5,5,Chase,new,0.292274124
27,5,5,Chase,new,0.293053446
28,5,5,Chase,new,0.293833983
29,5,5,Chase,new,0.294615733
30,5,5,Chase,new,0.295398692
0,5,5,Finlay,new,0.319913721
1,5,5,Finlay,new,0.317680882
2,5,5,Finlay,new,0.315456398
3,5,5,Finlay,new,0.31324034
4,5,5,Finlay,new,0.311032777
5,5,5,Finlay,new,0.308833774
6,5,5,Finlay,new,0.306643399
7,5,5,Finlay,new,0.304461716
8,5,5,Finlay,new,0.302288788
9,5,5,Finlay,new,0.300124676
10,5,5,Finlay,new,0.297969441
11,5,5,Finlay,new,0.29582314
12,5,5,Finlay,new,0.293685833
13,5,5,Finlay,new,0.291557573
14,5,5,Finlay,new,0.289438417
15,5,5,Finlay,new,0.287328416
16,5,5,Finlay,new,0.285227622
17,5,5,Finlay,new,0.283136087
18,5,5,Finlay,new,0.281053857
19,5,5,Finlay,new,0.278980981
20,5,5,Finlay,new,0.276917505
21,5,5,Finlay,new,0.274863473
22,5,5,Finlay,new,0.272818929
23,5,5,Finlay,new,0.270783913
24,5,5,Finlay,new,0.268758467
25,5,5,Finlay,new,0.266742629
26,5,5,Finlay,new,0.264736437
27,5,5,Finlay,new,0.262739927
28,5,5,Finlay,new,0.260753134
29,5,5,Finlay,new,0.258776092
30,5,5,Finlay,new,0.256808832
0,5,5,Tsenaglode,new,0.230574705
1,5,5,Tsenaglode,new,0.229949522
2,5,5,Tsenaglode,new,0.229325529
3,5,5,Tsenaglode,new,0.228702726
4,5,5,Tsenaglode,new,0.228081113
5,5,5,Tsenaglode,new,0.227460692
6,5,5,Tsenaglode,new,0.226841463
7,5,5,Tsenaglode,new,0.226223426
8,5,5,Tsenaglode,new,0.225606581
9,5,5,Tsenaglode,new,0.22499093
10,5,5,Tsenaglode,new,0.224376471
11,5,5,Tsenaglode,new,0.223763206
12,5,5,Tsenaglode,new,0.223151135
13,5,5,Tsenaglode,new,0.222540259
14,5,5,Tsenaglode,new,0.221930576
15,5,5,Tsenaglode,new,0.221322089
16,5,5,Tsenaglode,new,0.220714797
17,5,5,Tsenaglode,new,0.2201087
18,5,5,Tsenaglode,new,0.219503799
19,5,5,Tsenaglode,new,0.218900093
20,5,5,Tsenaglode,new,0.218297583
21,5,5,Tsenaglode,new,0.21769627
22,5,5,Tsenaglode,new,0.217096153
23,5,5,Tsenaglode,new,0.216497232
24,5,5,Tsenaglode,new,0.215899509
25,5,5,Tsenaglode,new,0.215302981
26,5,5,Tsenaglode,new,0.214707651
27,5,5,Tsenaglode,new,0.214113518
28,5,5,Tsenaglode,new,0.213520582
29,5,5,Tsenaglode,new,0.212928842
30,5,5,Tsenaglode,new,0.2123383
0,5,5,Telkwa,new,0.233616041
1,5,5,Telkwa,new,0.24249526
2,5,5,Telkwa,new,0.251601166
3,5,5,Telkwa,new,0.260931223
4,5,5,Telkwa,new,0.27048222
5,5,5,Telkwa,new,0.280250251
6,5,5,Telkwa,new,0.290230698
7,5,5,Telkwa,new,0.300418222
8,5,5,Telkwa,new,0.310806751
9,5,5,Telkwa,new,0.321389483
10,5,5,Telkwa,new,0.332158886
11,5,5,Telkwa,new,0.343106702
12,5,5,Telkwa,new,0.354223965
13,5,5,Telkwa,new,0.365501019
14,5,5,Telkwa,new,0.376927538
15,5,5,Telkwa,new,0.388492558
16,5,5,Telkwa,new,0.400184514
17,5,5,Telkwa,new,0.411991277
18,5,5,Telkwa,new,0.423900201
19,5,5,Telkwa,new,0.435898175
20,5,5,Telkwa,new,0.447971675
21,5,5,Telkwa,new,0.460106826
22,5,5,Telkwa,new,0.472289461
23,5,5,Telkwa,new,0.484505188
24,5,5,Telkwa,new,0.496739459
25,5,5,Telkwa,new,0.508977636
26,5,5,Telkwa,new,0.521205062
27,5,5,Telkwa,new,0.533407132
28,5,5,Telkwa,new,0.545569361
29,5,5,Telkwa,new,0.557677457
30,5,5,Telkwa,new,0.569717379
0,5,5,Kennedy Siding,new,0.229629556
1,5,5,Kennedy Siding,new,0.231040675
2,5,5,Kennedy Siding,new,0.232457849
3,5,5,Kennedy Siding,new,0.233881073
4,5,5,Kennedy Siding,new,0.235310338
5,5,5,Kennedy Siding,new,0.236745639
6,5,5,Kennedy Siding,new,0.238186967
7,5,5,Kennedy Siding,new,0.239634316
8,5,5,Kennedy Siding,new,0.241087676
9,5,5,Kennedy Siding,new,0.242547038
10,5,5,Kennedy Siding,new,0.244012395
11,5,5,Kennedy Siding,new,0.245483735
12,5,5,Kennedy Siding,new,0.246961049
13,5,5,Kennedy Siding,new,0.248444326
14,5,5,Kennedy Siding,new,0.249933554
15,5,5,Kennedy Siding,new,0.251428724
16,5,5,Kennedy Siding,new,0.252929821
17,5,5,Kennedy Siding,new,0.254436834
18,5,5,Kennedy Siding,new,0.25594975
19,5,5,Kennedy Siding,new,0.257468556
20,5,5,Kennedy Siding,new,0.258993237
21,5,5,Kennedy Siding,new,0.260523779
22,5,5,Kennedy Siding,new,0.262060167
23,5,5,Kennedy Siding,new,0.263602386
24,5,5,Kennedy Siding,new,0.265150419
25,5,5,Kennedy Siding,new,0.266704251
26,5,5,Kennedy Siding,new,0.268263865
27,5,5,Kennedy Siding,new,0.269829243
28,5,5,Kennedy Siding,new,0.271400367
29,5,5,Kennedy Siding,new,0.27297722
30,5,5,Kennedy Siding,new,0.274559781
0,5,5,Burnt Pine,new,0.229629556
1,5,5,Burnt Pine,new,0.231040675
2,5,5,Burnt Pine,new,0.232457849
3,5,5,Burnt Pine,new,0.233881073
4,5,5,Burnt Pine,new,0.235310338
5,5,5,Burnt Pine,new,0.236745639
6,5,5,Burnt Pine,new,0.238186967
7,5,5,Burnt Pine,new,0.239634316
8,5,5,Burnt Pine,new,0.241087676
9,5,5,Burnt Pine,new,0.242547038
10,5,5,Burnt Pine,new,0.244012395
11,5,5,Burnt Pine,new,0.245483735
12,5,5,Burnt Pine,new,0.246961049
13,5,5,Burnt Pine,new,0.248444326
14,5,5,Burnt Pine,new,0.249933554
15,5,5,Burnt Pine,new,0.251428724
16,5,5,Burnt Pine,new,0.252929821
