scenario,compartment,timeperiod,critical_hab,dist500,dist500_per,dist,dist_per
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Charlotte Alplands Matrix,44536,55.72990965,11037,13.81109693
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Itcha-Ilgachuz LESR,53372,36.35868195,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Itcha-Ilgachuz LEWR,361640,61.81151283,74593,12.74943639
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Itcha-Ilgachuz Matrix,368574,69.54292022,119362,22.52134454
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Rainbows HEWSR,10611,89.10068016,3011,25.28339911
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Rainbows LESR,24253,82.85109145,6462,22.07494961
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Rainbows LEWR,40283,89.28761415,11325,25.10195939
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Rainbows Matrix,5228,47.84478814,1407,12.87636131
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Wells Gray North HEWSR,115766,46.53722463,32819,13.19303747
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,100,Wells Gray North Matrix,205961,94.78361314,84243,38.76877623
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Barkerville HEWSR,14072,97.02820106,6081,41.92925602
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Barkerville Matrix,30806,98.60444274,17352,55.5406184
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Charlotte Alplands HEWSR,8356,8.920012383,2208,2.357035345
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Charlotte Alplands LEWR,23797,53.86617774,4423,10.01177056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Charlotte Alplands Matrix,44539,55.73366369,11046,13.82235904
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Itcha-Ilgachuz LESR,53374,36.36004442,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Itcha-Ilgachuz LEWR,360059,61.54128829,71559,12.23086508
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Itcha-Ilgachuz Matrix,369070,69.636506,118093,22.28190832
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Rainbows HEWSR,10657,89.48694265,3138,26.34981946
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Rainbows LESR,24253,82.85109145,6497,22.19451372
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Rainbows LEWR,40261,89.23885096,11500,25.48984839
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Rainbows Matrix,5224,47.80818157,1402,12.83060309
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Wells Gray North HEWSR,116529,46.84394597,33597,13.50578871
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,105,Wells Gray North Matrix,206018,94.80984464,84795,39.0228076
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Barkerville HEWSR,14085,97.11783769,6024,41.53623388
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Barkerville Matrix,30850,98.74527879,17610,56.36642981
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Charlotte Alplands HEWSR,8356,8.920012383,2217,2.366642826
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Charlotte Alplands LEWR,23756,53.77337136,4220,9.552265834
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Charlotte Alplands Matrix,44549,55.74617714,11079,13.86365343
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Itcha-Ilgachuz LESR,53369,36.35663826,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Itcha-Ilgachuz LEWR,359813,61.49924197,70838,12.10763175
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Itcha-Ilgachuz Matrix,369548,69.72669553,118707,22.39775847
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Rainbows HEWSR,10681,89.6884709,3229,27.11394743
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Rainbows LESR,24354,83.19611929,6480,22.13643972
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Rainbows LEWR,40416,89.58240979,11872,26.31438957
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Rainbows Matrix,5328,48.75995241,1457,13.33394344
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Wells Gray North HEWSR,116837,46.96776009,33902,13.62839685
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,110,Wells Gray North Matrix,206108,94.85126279,84699,38.97862823
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Barkerville HEWSR,14086,97.12473281,6075,41.88788527
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Barkerville Matrix,30829,98.67806158,17320,55.43819218
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Charlotte Alplands HEWSR,8376,8.941362341,2218,2.367710324
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Charlotte Alplands LEWR,23728,53.7099914,4363,9.875956358
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Charlotte Alplands Matrix,44698,55.93262757,11565,14.47180719
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Itcha-Ilgachuz LESR,53377,36.36208811,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Itcha-Ilgachuz LEWR,360400,61.59957202,71118,12.15548935
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Itcha-Ilgachuz Matrix,370041,69.81971528,119457,22.53926924
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Rainbows HEWSR,10705,89.88999916,3340,28.04601562
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Rainbows LESR,24395,83.3361801,6892,23.54388003
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Rainbows LEWR,40466,89.69323522,12195,27.03032184
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Rainbows Matrix,5296,48.46709984,1433,13.11430402
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Wells Gray North HEWSR,117074,47.06303264,34760,13.97330761
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,115,Wells Gray North Matrix,206312,94.94514395,85345,39.27591856
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Barkerville HEWSR,14086,97.12473281,6133,42.28780252
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Barkerville Matrix,30834,98.69406568,17299,55.37097497
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Charlotte Alplands HEWSR,8408,8.975522273,2226,2.376250307
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Charlotte Alplands LEWR,23955,54.22382181,4844,10.96473358
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Charlotte Alplands Matrix,44694,55.92762219,11800,14.76587331
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Itcha-Ilgachuz LESR,53391,36.37162535,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Itcha-Ilgachuz LEWR,360935,61.69101422,71730,12.2600924
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Itcha-Ilgachuz Matrix,370163,69.84273437,119128,22.47719318
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Rainbows HEWSR,10747,90.24267361,3457,29.02846587
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Rainbows LESR,24494,83.6743757,7025,23.99822362
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Rainbows LEWR,40414,89.57797677,12138,26.90398085
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Rainbows Matrix,5314,48.63182941,1410,12.90381624
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Wells Gray North HEWSR,117229,47.12534169,35456,14.25309535
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,120,Wells Gray North Matrix,206220,94.90280539,85671,39.42594433
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Barkerville HEWSR,14098,97.20747432,6484,44.70799145
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Barkerville Matrix,30870,98.80929518,17727,56.74092568
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Charlotte Alplands HEWSR,8472,9.043842138,2337,2.494742573
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Charlotte Alplands LEWR,23995,54.31436462,5000,11.31785051
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Charlotte Alplands Matrix,44044,55.11424782,11219,14.03884175
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Itcha-Ilgachuz LESR,53389,36.37026289,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Itcha-Ilgachuz LEWR,361688,61.81971699,72826,12.44742073
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Itcha-Ilgachuz Matrix,370800,69.96292418,120351,22.70795008
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Rainbows HEWSR,10754,90.30145268,3331,27.97044252
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Rainbows LESR,24522,83.77002699,7054,24.09729102
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Rainbows LEWR,40480,89.72426634,12247,27.14558028
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Rainbows Matrix,5355,49.00704676,1506,13.78237394
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Wells Gray North HEWSR,117163,47.0988101,35315,14.19641421
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,125,Wells Gray North Matrix,206244,94.91385023,85442,39.32055813
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Barkerville HEWSR,14112,97.30400607,6681,46.0663311
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Barkerville Matrix,30828,98.67486076,17634,56.44324947
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Charlotte Alplands HEWSR,8472,9.043842138,2328,2.485135092
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Charlotte Alplands LEWR,23735,53.72583639,4845,10.96699715
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Charlotte Alplands Matrix,43887,54.91778662,11187,13.99879871
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Itcha-Ilgachuz LESR,53390,36.37094412,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Itcha-Ilgachuz LEWR,363108,62.06242341,76218,13.02718141
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Itcha-Ilgachuz Matrix,371313,70.05971754,122977,23.20342645
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Rainbows HEWSR,10756,90.3182467,3437,28.86052565
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Rainbows LESR,24572,83.94083285,7346,25.09479725
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Rainbows LEWR,40543,89.86390637,11886,26.34542069
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Rainbows Matrix,5362,49.07110826,1544,14.13013636
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Wells Gray North HEWSR,116878,46.98424184,33484,13.4603634
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,130,Wells Gray North Matrix,205852,94.73345114,83891,38.60678521
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Barkerville HEWSR,14109,97.28332069,6640,45.78363097
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Barkerville Matrix,30815,98.63325011,17741,56.78573715
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Charlotte Alplands HEWSR,8387,8.953104818,2022,2.158480737
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Charlotte Alplands LEWR,23995,54.31436462,5069,11.47403685
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Charlotte Alplands Matrix,43949,54.99537002,11516,14.41049128
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Itcha-Ilgachuz LESR,53391,36.37162535,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Itcha-Ilgachuz LEWR,364696,62.33384438,79243,13.54421444
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Itcha-Ilgachuz Matrix,372018,70.19273767,124849,23.55663733
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Rainbows HEWSR,10761,90.36023176,3474,29.17121505
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Rainbows LESR,24454,83.53773101,7427,25.37150275
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Rainbows LEWR,40621,90.03679404,12029,26.66238142
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Rainbows Matrix,5294,48.44879656,1377,12.60181203
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Wells Gray North HEWSR,116242,46.72857373,32774,13.17494774
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,135,Wells Gray North Matrix,205347,94.50104926,79332,36.50872543
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Barkerville HEWSR,14025,96.70413018,5987,41.28111425
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Barkerville Matrix,30794,98.5660329,17519,56.07515524
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Charlotte Alplands HEWSR,8093,8.639260437,1938,2.068810914
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Charlotte Alplands LEWR,23184,52.47860926,4539,10.2743447
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Charlotte Alplands Matrix,42832,53.59761744,10363,12.96769027
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Itcha-Ilgachuz LESR,53396,36.37503151,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Itcha-Ilgachuz LEWR,365047,62.39383731,80016,13.67633561
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Itcha-Ilgachuz Matrix,372461,70.27632336,126271,23.82494174
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Rainbows HEWSR,10728,90.08313041,3628,30.46435469
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Rainbows LESR,23537,80.4051515,6305,21.53861921
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Rainbows LEWR,40348,89.43168721,11055,24.50350208
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Rainbows Matrix,5256,48.10103414,1162,10.63420884
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Wells Gray North HEWSR,115764,46.53642065,32194,12.94179128
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,140,Wells Gray North Matrix,205356,94.50519108,82742,38.0780134
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Barkerville HEWSR,13936,96.09046404,5230,36.06150452
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Barkerville Matrix,30815,98.63325011,17546,56.16157736
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Charlotte Alplands HEWSR,7544,8.053204095,1235,1.318359896
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Charlotte Alplands LEWR,23209,52.53519852,4607,10.42826746
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Charlotte Alplands Matrix,42303,52.93565583,10525,13.17040819
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Itcha-Ilgachuz LESR,53396,36.37503151,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Itcha-Ilgachuz LEWR,365155,62.41229667,80500,13.7590609
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Itcha-Ilgachuz Matrix,372635,70.30915386,125938,23.76211096
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Rainbows HEWSR,10655,89.47014863,3199,26.86203711
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Rainbows LESR,23603,80.63061524,6442,22.00662727
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Rainbows LEWR,40309,89.34524337,11100,24.60324497
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Rainbows Matrix,5199,47.5793905,1231,11.26567219
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Wells Gray North HEWSR,115403,46.39130085,32030,12.87586429
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,145,Wells Gray North Matrix,205703,94.66488108,83432,38.39555261
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Barkerville HEWSR,13736,94.71143901,4932,34.00675722
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Barkerville Matrix,30857,98.76768453,17845,57.11862237
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Charlotte Alplands HEWSR,7259,7.748967196,1246,1.330102373
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Charlotte Alplands LEWR,23242,52.60989633,4706,10.6523609
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Charlotte Alplands Matrix,42486,53.164652,10657,13.33558575
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Itcha-Ilgachuz LESR,53395,36.37435028,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Itcha-Ilgachuz LEWR,365074,62.39845215,79715,13.62488869
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Itcha-Ilgachuz Matrix,372956,70.36972047,125810,23.73795979
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Rainbows HEWSR,10623,89.20144429,3083,25.88798388
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Rainbows LESR,23899,81.64178595,6672,22.79233423
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Rainbows LEWR,40312,89.3518929,11025,24.43700683
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Rainbows Matrix,5227,47.8356365,1274,11.65919283
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Wells Gray North HEWSR,115459,46.41381251,32083,12.89716996
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,150,Wells Gray North Matrix,205812,94.71504307,83168,38.27405935
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Barkerville HEWSR,13827,95.3388954,5102,35.1789285
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Barkerville Matrix,30796,98.57243454,17864,57.17943794
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Charlotte Alplands HEWSR,7337,7.832232031,1237,1.320494892
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Charlotte Alplands LEWR,23779,53.82543347,5451,12.33872063
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Charlotte Alplands Matrix,43290,54.17073354,11624,14.54563656
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Itcha-Ilgachuz LESR,53391,36.37162535,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Itcha-Ilgachuz LEWR,364716,62.33726278,78737,13.45772892
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Itcha-Ilgachuz Matrix,373297,70.4340607,126270,23.82475306
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Rainbows HEWSR,10592,88.94113696,2955,24.81316651
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Rainbows LESR,24214,82.71786288,7084,24.19977454
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Rainbows LEWR,40444,89.64447203,11421,25.31474421
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Rainbows Matrix,5155,47.17671822,1362,12.46453738
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Wells Gray North HEWSR,115235,46.32376588,32305,12.98641261
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,155,Wells Gray North Matrix,205613,94.62346293,83753,38.54327737
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Barkerville HEWSR,13913,95.93187616,5379,37.08887816
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Barkerville Matrix,30823,98.65885667,17928,57.38429038
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Charlotte Alplands HEWSR,7525,8.032921635,1325,1.414434706
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Charlotte Alplands LEWR,24075,54.49545022,5429,12.28892209
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Charlotte Alplands Matrix,43790,54.79640614,11626,14.54813925
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Itcha-Ilgachuz LESR,53391,36.37162535,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Itcha-Ilgachuz LEWR,364276,62.26205798,78127,13.35346771
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Itcha-Ilgachuz Matrix,373528,70.47764602,127513,24.05928358
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Rainbows HEWSR,10574,88.78999076,3122,26.21546729
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Rainbows LESR,24283,82.95357497,6724,22.96997233
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Rainbows LEWR,40498,89.76416349,11232,24.8958241
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Rainbows Matrix,5167,47.28653793,1348,12.33641439
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Wells Gray North HEWSR,115799,46.55049043,32855,13.20750925
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,160,Wells Gray North Matrix,205620,94.62668434,84312,38.80053015
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Barkerville HEWSR,13953,96.20768117,5572,38.41963732
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Barkerville Matrix,30838,98.70686896,18072,57.84520837
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Charlotte Alplands HEWSR,7502,8.008369183,1317,1.405894723
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Charlotte Alplands LEWR,24063,54.46828738,4984,11.28163339
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Charlotte Alplands Matrix,43936,54.97910254,11585,14.4968341
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Itcha-Ilgachuz LESR,53387,36.36890042,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Itcha-Ilgachuz LEWR,364133,62.23761642,78512,13.41927191
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Itcha-Ilgachuz Matrix,373490,70.47047614,128402,24.22702101
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Rainbows HEWSR,10534,88.45411034,2912,24.45209505
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Rainbows LESR,24258,82.86817204,6873,23.4789738
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Rainbows LEWR,40533,89.84174129,11586,25.68046813
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Rainbows Matrix,5264,48.17424728,1441,13.18751716
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Wells Gray North HEWSR,115769,46.53843062,32785,13.17936967
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,165,Wells Gray North Matrix,205748,94.68559016,84624,38.9441131
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Barkerville HEWSR,13943,96.13872992,5572,38.41963732
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Barkerville Matrix,30872,98.81569682,17647,56.48486012
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Charlotte Alplands HEWSR,7835,8.363845981,1595,1.702659137
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Charlotte Alplands LEWR,24092,54.53393092,4831,10.93530717
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Charlotte Alplands Matrix,44537,55.731161,11576,14.48557199
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Itcha-Ilgachuz HEWSR,3867,27.97309028,417,3.016493056
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Itcha-Ilgachuz LESR,53373,36.35936318,6673,4.545857091
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Itcha-Ilgachuz LEWR,363580,62.14309765,78039,13.33842675
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Itcha-Ilgachuz Matrix,373753,70.52009925,127312,24.02135869
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Rainbows HEWSR,10599,88.99991603,3300,27.71013519
itchas_bc_herd_plan_a3_r40,Williams_Lake_TSA,170,Rainbows LESR,24345,83.16537424,6995,23.8957401
