scenario,compartment,timeperiod,critical_hab,dist500,dist500_per,dist,dist_per
itchas_bau_a3_rNA,Quesnel_TSA,10,Barkerville HEWSR,36472,68.09940811,13288,24.81094908
itchas_bau_a3_rNA,Quesnel_TSA,10,Barkerville Matrix,24963,90.41616864,10480,37.95863668
itchas_bau_a3_rNA,Quesnel_TSA,10,Itcha-Ilgachuz HEWSR,2343,8.801322264,214,0.803876639
itchas_bau_a3_rNA,Quesnel_TSA,10,Itcha-Ilgachuz LESR,7459,13.34275441,1895,3.38980019
itchas_bau_a3_rNA,Quesnel_TSA,10,Itcha-Ilgachuz LEWR,85372,54.22923495,23678,15.04052646
itchas_bau_a3_rNA,Quesnel_TSA,10,Itcha-Ilgachuz Matrix,217370,82.03012967,77157,29.11716757
itchas_bau_a3_rNA,Quesnel_TSA,10,Narrow Lake Matrix,7427,88.80784408,2770,33.12208538
itchas_bau_a3_rNA,Quesnel_TSA,10,North Cariboo HEWSR,376,98.42931937,121,31.67539267
itchas_bau_a3_rNA,Quesnel_TSA,10,North Cariboo Matrix,338,63.17757009,221,41.30841121
itchas_bau_a3_rNA,Quesnel_TSA,10,Wells Gray North HEWSR,4240,30.53215237,1027,7.395405775
itchas_bau_a3_rNA,Quesnel_TSA,10,Wells Gray North Matrix,10019,96.16085997,5570,53.46002495
itchas_bau_a3_rNA,Quesnel_TSA,15,Barkerville HEWSR,36110,67.42349273,12263,22.89710029
itchas_bau_a3_rNA,Quesnel_TSA,15,Barkerville Matrix,24856,90.02861386,10527,38.12887102
itchas_bau_a3_rNA,Quesnel_TSA,15,Itcha-Ilgachuz HEWSR,2343,8.801322264,214,0.803876639
itchas_bau_a3_rNA,Quesnel_TSA,15,Itcha-Ilgachuz LESR,7459,13.34275441,1895,3.38980019
itchas_bau_a3_rNA,Quesnel_TSA,15,Itcha-Ilgachuz LEWR,86072,54.67388266,23916,15.19170668
itchas_bau_a3_rNA,Quesnel_TSA,15,Itcha-Ilgachuz Matrix,218448,82.43694054,74846,28.24505261
itchas_bau_a3_rNA,Quesnel_TSA,15,Narrow Lake Matrix,7407,88.56869544,2860,34.19825421
itchas_bau_a3_rNA,Quesnel_TSA,15,North Cariboo HEWSR,376,98.42931937,97,25.39267016
itchas_bau_a3_rNA,Quesnel_TSA,15,North Cariboo Matrix,333,62.24299065,54,10.09345794
itchas_bau_a3_rNA,Quesnel_TSA,15,Wells Gray North HEWSR,4184,30.12889753,986,7.100165623
itchas_bau_a3_rNA,Quesnel_TSA,15,Wells Gray North Matrix,9853,94.56761685,4477,42.96957482
itchas_bau_a3_rNA,Quesnel_TSA,20,Barkerville HEWSR,35431,66.1556846,10354,19.3326736
itchas_bau_a3_rNA,Quesnel_TSA,20,Barkerville Matrix,24666,89.34043247,9797,35.48480568
itchas_bau_a3_rNA,Quesnel_TSA,20,Itcha-Ilgachuz HEWSR,2277,8.553397694,211,0.79260734
itchas_bau_a3_rNA,Quesnel_TSA,20,Itcha-Ilgachuz LESR,7173,12.83115396,1253,2.241382395
itchas_bau_a3_rNA,Quesnel_TSA,20,Itcha-Ilgachuz LEWR,87108,55.33196128,23952,15.21457428
itchas_bau_a3_rNA,Quesnel_TSA,20,Itcha-Ilgachuz Matrix,220430,83.18489894,70615,26.64837653
itchas_bau_a3_rNA,Quesnel_TSA,20,Narrow Lake Matrix,7116,85.08908287,2519,30.12077006
itchas_bau_a3_rNA,Quesnel_TSA,20,North Cariboo HEWSR,371,97.12041885,32,8.376963351
itchas_bau_a3_rNA,Quesnel_TSA,20,North Cariboo Matrix,335,62.61682243,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,20,Wells Gray North HEWSR,4083,29.40159862,858,6.178440268
itchas_bau_a3_rNA,Quesnel_TSA,20,Wells Gray North Matrix,9930,95.30665131,4704,45.14828678
itchas_bau_a3_rNA,Quesnel_TSA,25,Barkerville HEWSR,35143,65.61793977,9981,18.63621936
itchas_bau_a3_rNA,Quesnel_TSA,25,Barkerville Matrix,24759,89.67727915,10095,36.56416386
itchas_bau_a3_rNA,Quesnel_TSA,25,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,25,Itcha-Ilgachuz LESR,6967,12.46265853,919,1.643918931
itchas_bau_a3_rNA,Quesnel_TSA,25,Itcha-Ilgachuz LEWR,87444,55.54539218,24416,15.50931219
itchas_bau_a3_rNA,Quesnel_TSA,25,Itcha-Ilgachuz Matrix,221643,83.64265552,72060,27.19368424
itchas_bau_a3_rNA,Quesnel_TSA,25,Narrow Lake Matrix,7080,84.65861533,2511,30.02511061
itchas_bau_a3_rNA,Quesnel_TSA,25,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,25,North Cariboo Matrix,337,62.99065421,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,25,Wells Gray North HEWSR,4039,29.08475553,772,5.559156045
itchas_bau_a3_rNA,Quesnel_TSA,25,Wells Gray North Matrix,9977,95.75775026,4493,43.12314042
itchas_bau_a3_rNA,Quesnel_TSA,30,Barkerville HEWSR,35101,65.53951864,10073,18.80799895
itchas_bau_a3_rNA,Quesnel_TSA,30,Barkerville Matrix,24827,89.92357565,10651,38.57799993
itchas_bau_a3_rNA,Quesnel_TSA,30,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,30,Itcha-Ilgachuz LESR,6937,12.40899415,812,1.452515965
itchas_bau_a3_rNA,Quesnel_TSA,30,Itcha-Ilgachuz LEWR,88491,56.21045811,25411,16.14134716
itchas_bau_a3_rNA,Quesnel_TSA,30,Itcha-Ilgachuz Matrix,222580,83.99625643,74862,28.25109062
itchas_bau_a3_rNA,Quesnel_TSA,30,Narrow Lake Matrix,7093,84.81406194,2540,30.37187612
itchas_bau_a3_rNA,Quesnel_TSA,30,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,30,North Cariboo Matrix,337,62.99065421,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,30,Wells Gray North HEWSR,4088,29.43760351,812,5.847195219
itchas_bau_a3_rNA,Quesnel_TSA,30,Wells Gray North Matrix,10003,96.00729437,4966,47.66292351
itchas_bau_a3_rNA,Quesnel_TSA,35,Barkerville HEWSR,35188,65.7019624,10402,19.42229774
itchas_bau_a3_rNA,Quesnel_TSA,35,Barkerville Matrix,24741,89.61208302,10838,39.2553153
itchas_bau_a3_rNA,Quesnel_TSA,35,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,35,Itcha-Ilgachuz LESR,6959,12.44834803,870,1.556267106
itchas_bau_a3_rNA,Quesnel_TSA,35,Itcha-Ilgachuz LEWR,88938,56.49439744,25916,16.46212872
itchas_bau_a3_rNA,Quesnel_TSA,35,Itcha-Ilgachuz Matrix,221659,83.64869353,72841,27.48841457
itchas_bau_a3_rNA,Quesnel_TSA,35,Narrow Lake Matrix,7231,86.46418749,2828,33.81561641
itchas_bau_a3_rNA,Quesnel_TSA,35,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,35,North Cariboo Matrix,337,62.99065421,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,35,Wells Gray North HEWSR,4035,29.05595161,764,5.501548211
itchas_bau_a3_rNA,Quesnel_TSA,35,Wells Gray North Matrix,10008,96.05528362,5245,50.34072368
itchas_bau_a3_rNA,Quesnel_TSA,40,Barkerville HEWSR,35435,66.16315328,11319,21.13449222
itchas_bau_a3_rNA,Quesnel_TSA,40,Barkerville Matrix,24832,89.94168568,10867,39.36035351
itchas_bau_a3_rNA,Quesnel_TSA,40,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,40,Itcha-Ilgachuz LESR,7231,12.9349051,1268,2.268214586
itchas_bau_a3_rNA,Quesnel_TSA,40,Itcha-Ilgachuz LEWR,89231,56.68051427,26007,16.51993292
itchas_bau_a3_rNA,Quesnel_TSA,40,Itcha-Ilgachuz Matrix,222540,83.98116141,69099,26.07627515
itchas_bau_a3_rNA,Quesnel_TSA,40,Narrow Lake Matrix,7269,86.91856989,2875,34.37761569
itchas_bau_a3_rNA,Quesnel_TSA,40,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,40,North Cariboo Matrix,337,62.99065421,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,40,Wells Gray North HEWSR,4036,29.06315259,764,5.501548211
itchas_bau_a3_rNA,Quesnel_TSA,40,Wells Gray North Matrix,10008,96.05528362,5260,50.48469143
itchas_bau_a3_rNA,Quesnel_TSA,45,Barkerville HEWSR,35723,66.70089811,11830,22.08861587
itchas_bau_a3_rNA,Quesnel_TSA,45,Barkerville Matrix,24804,89.84026948,10646,38.55988989
itchas_bau_a3_rNA,Quesnel_TSA,45,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,45,Itcha-Ilgachuz LESR,7295,13.04938912,1459,2.609877824
itchas_bau_a3_rNA,Quesnel_TSA,45,Itcha-Ilgachuz LEWR,89613,56.92316488,26038,16.53962446
itchas_bau_a3_rNA,Quesnel_TSA,45,Itcha-Ilgachuz Matrix,225263,85.00875511,76042,28.6963938
itchas_bau_a3_rNA,Quesnel_TSA,45,Narrow Lake Matrix,7307,87.37295229,2951,35.28638049
itchas_bau_a3_rNA,Quesnel_TSA,45,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,45,North Cariboo Matrix,337,62.99065421,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,45,Wells Gray North HEWSR,4070,29.30798589,798,5.746381508
itchas_bau_a3_rNA,Quesnel_TSA,45,Wells Gray North Matrix,10008,96.05528362,5329,51.14694308
itchas_bau_a3_rNA,Quesnel_TSA,50,Barkerville HEWSR,36218,67.62514704,12749,23.80454469
itchas_bau_a3_rNA,Quesnel_TSA,50,Barkerville Matrix,25890,93.77376942,12831,46.47397588
itchas_bau_a3_rNA,Quesnel_TSA,50,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,50,Itcha-Ilgachuz LESR,7212,12.90091766,1453,2.599144947
itchas_bau_a3_rNA,Quesnel_TSA,50,Itcha-Ilgachuz LEWR,88053,55.93223569,20684,13.13870468
itchas_bau_a3_rNA,Quesnel_TSA,50,Itcha-Ilgachuz Matrix,223829,84.46759853,77333,29.18358567
itchas_bau_a3_rNA,Quesnel_TSA,50,Narrow Lake Matrix,7660,91.59392562,3774,45.12734665
itchas_bau_a3_rNA,Quesnel_TSA,50,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,50,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,50,Wells Gray North HEWSR,5757,41.45603802,1869,13.45863037
itchas_bau_a3_rNA,Quesnel_TSA,50,Wells Gray North Matrix,10123,97.15903638,5697,54.67895191
itchas_bau_a3_rNA,Quesnel_TSA,55,Barkerville HEWSR,37144,69.35414605,14622,27.30175327
itchas_bau_a3_rNA,Quesnel_TSA,55,Barkerville Matrix,26106,94.556123,13934,50.46904995
itchas_bau_a3_rNA,Quesnel_TSA,55,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,55,Itcha-Ilgachuz LESR,7245,12.95994848,1563,2.795914352
itchas_bau_a3_rNA,Quesnel_TSA,55,Itcha-Ilgachuz LEWR,88145,55.9906751,21332,13.55032142
itchas_bau_a3_rNA,Quesnel_TSA,55,Itcha-Ilgachuz Matrix,225063,84.93328,79065,29.83720018
itchas_bau_a3_rNA,Quesnel_TSA,55,Narrow Lake Matrix,7721,92.32332895,3899,46.62202559
itchas_bau_a3_rNA,Quesnel_TSA,55,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,55,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,55,Wells Gray North HEWSR,5757,41.45603802,1872,13.48023331
itchas_bau_a3_rNA,Quesnel_TSA,55,Wells Gray North Matrix,10125,97.17823208,5682,54.53498416
itchas_bau_a3_rNA,Quesnel_TSA,60,Barkerville HEWSR,38387,71.67503781,16775,31.32176933
itchas_bau_a3_rNA,Quesnel_TSA,60,Barkerville Matrix,26107,94.55974501,14362,52.01926908
itchas_bau_a3_rNA,Quesnel_TSA,60,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,60,Itcha-Ilgachuz LESR,7304,13.06548844,1577,2.82095773
itchas_bau_a3_rNA,Quesnel_TSA,60,Itcha-Ilgachuz LEWR,88593,56.27524964,22756,14.45486191
itchas_bau_a3_rNA,Quesnel_TSA,60,Itcha-Ilgachuz Matrix,225728,85.18423476,80960,30.5523269
itchas_bau_a3_rNA,Quesnel_TSA,60,Narrow Lake Matrix,7709,92.17983977,3808,45.53389932
itchas_bau_a3_rNA,Quesnel_TSA,60,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,60,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,60,Wells Gray North HEWSR,6019,43.34269461,1985,14.29394398
itchas_bau_a3_rNA,Quesnel_TSA,60,Wells Gray North Matrix,10208,97.97485363,5700,54.70774547
itchas_bau_a3_rNA,Quesnel_TSA,65,Barkerville HEWSR,39181,73.15757044,17821,33.27482869
itchas_bau_a3_rNA,Quesnel_TSA,65,Barkerville Matrix,26069,94.42210873,14533,52.63863233
itchas_bau_a3_rNA,Quesnel_TSA,65,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,65,Itcha-Ilgachuz LESR,7304,13.06548844,1578,2.822746543
itchas_bau_a3_rNA,Quesnel_TSA,65,Itcha-Ilgachuz LEWR,89878,57.09149579,24355,15.47056432
itchas_bau_a3_rNA,Quesnel_TSA,65,Itcha-Ilgachuz Matrix,226970,85.65293523,80433,30.35344997
itchas_bau_a3_rNA,Quesnel_TSA,65,Narrow Lake Matrix,7818,93.48319981,3963,47.38730121
itchas_bau_a3_rNA,Quesnel_TSA,65,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,65,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,65,Wells Gray North HEWSR,5975,43.02585152,1922,13.84028228
itchas_bau_a3_rNA,Quesnel_TSA,65,Wells Gray North Matrix,10160,97.51415683,5044,48.41155581
itchas_bau_a3_rNA,Quesnel_TSA,70,Barkerville HEWSR,39172,73.14076591,17715,33.07690871
itchas_bau_a3_rNA,Quesnel_TSA,70,Barkerville Matrix,26128,94.63580716,14451,52.34162773
itchas_bau_a3_rNA,Quesnel_TSA,70,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,70,Itcha-Ilgachuz LESR,7307,13.07085487,1579,2.824535356
itchas_bau_a3_rNA,Quesnel_TSA,70,Itcha-Ilgachuz LEWR,89948,57.13596057,25136,15.96666413
itchas_bau_a3_rNA,Quesnel_TSA,70,Itcha-Ilgachuz Matrix,227327,85.78765831,80748,30.47232328
itchas_bau_a3_rNA,Quesnel_TSA,70,Narrow Lake Matrix,7822,93.53102953,4195,50.16142533
itchas_bau_a3_rNA,Quesnel_TSA,70,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,70,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,70,Wells Gray North HEWSR,5980,43.06185641,1945,14.0059048
itchas_bau_a3_rNA,Quesnel_TSA,70,Wells Gray North Matrix,10156,97.47576543,5294,50.81101833
itchas_bau_a3_rNA,Quesnel_TSA,75,Barkerville HEWSR,40330,75.30294826,18963,35.40713632
itchas_bau_a3_rNA,Quesnel_TSA,75,Barkerville Matrix,26141,94.68289326,15238,55.19214749
itchas_bau_a3_rNA,Quesnel_TSA,75,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,75,Itcha-Ilgachuz LESR,7387,13.21395989,1580,2.826324169
itchas_bau_a3_rNA,Quesnel_TSA,75,Itcha-Ilgachuz LEWR,89688,56.9708057,24915,15.82628249
itchas_bau_a3_rNA,Quesnel_TSA,75,Itcha-Ilgachuz Matrix,227356,85.7986022,80610,30.42024545
itchas_bau_a3_rNA,Quesnel_TSA,75,Narrow Lake Matrix,7824,93.5549444,4383,52.40942246
itchas_bau_a3_rNA,Quesnel_TSA,75,North Cariboo HEWSR,376,98.42931937,94,24.60732984
itchas_bau_a3_rNA,Quesnel_TSA,75,North Cariboo Matrix,379,70.8411215,59,11.02803738
itchas_bau_a3_rNA,Quesnel_TSA,75,Wells Gray North HEWSR,6206,44.68927774,2185,15.73413984
itchas_bau_a3_rNA,Quesnel_TSA,75,Wells Gray North Matrix,10233,98.21479988,5386,51.69402054
itchas_bau_a3_rNA,Quesnel_TSA,80,Barkerville HEWSR,47959,89.54758482,25390,47.40743507
itchas_bau_a3_rNA,Quesnel_TSA,80,Barkerville Matrix,26546,96.14980622,15635,56.63008439
itchas_bau_a3_rNA,Quesnel_TSA,80,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,80,Itcha-Ilgachuz LESR,7379,13.19964939,1527,2.731517092
itchas_bau_a3_rNA,Quesnel_TSA,80,Itcha-Ilgachuz LEWR,89753,57.01209442,25244,16.03526692
itchas_bau_a3_rNA,Quesnel_TSA,80,Itcha-Ilgachuz Matrix,227301,85.77784654,79225,29.89758027
itchas_bau_a3_rNA,Quesnel_TSA,80,Narrow Lake Matrix,7749,92.65813703,4534,54.21499462
itchas_bau_a3_rNA,Quesnel_TSA,80,North Cariboo HEWSR,376,98.42931937,146,38.21989529
itchas_bau_a3_rNA,Quesnel_TSA,80,North Cariboo Matrix,382,71.40186916,141,26.35514019
itchas_bau_a3_rNA,Quesnel_TSA,80,Wells Gray North HEWSR,7027,50.60128177,2648,19.06819327
itchas_bau_a3_rNA,Quesnel_TSA,80,Wells Gray North Matrix,10253,98.40675689,5797,55.63873692
itchas_bau_a3_rNA,Quesnel_TSA,85,Barkerville HEWSR,48026,89.67268518,25637,47.86862595
itchas_bau_a3_rNA,Quesnel_TSA,85,Barkerville Matrix,27490,99.56898113,17088,61.89286102
itchas_bau_a3_rNA,Quesnel_TSA,85,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,85,Itcha-Ilgachuz LESR,7104,12.70772588,1130,2.021358424
itchas_bau_a3_rNA,Quesnel_TSA,85,Itcha-Ilgachuz LEWR,89784,57.03178596,25516,16.20804431
itchas_bau_a3_rNA,Quesnel_TSA,85,Itcha-Ilgachuz Matrix,226600,85.51330626,78066,29.46020197
itchas_bau_a3_rNA,Quesnel_TSA,85,Narrow Lake Matrix,7754,92.71792419,4548,54.38239866
itchas_bau_a3_rNA,Quesnel_TSA,85,North Cariboo Matrix,382,71.40186916,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,85,Wells Gray North HEWSR,7095,51.09094837,2943,21.19248218
itchas_bau_a3_rNA,Quesnel_TSA,90,Barkerville HEWSR,48081,89.7753795,25501,47.61469089
itchas_bau_a3_rNA,Quesnel_TSA,90,Barkerville Matrix,27497,99.59433518,17580,63.67488862
itchas_bau_a3_rNA,Quesnel_TSA,90,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,90,Itcha-Ilgachuz LESR,7030,12.57535374,939,1.679695186
itchas_bau_a3_rNA,Quesnel_TSA,90,Itcha-Ilgachuz LEWR,93290,59.25883579,28413,18.04825063
itchas_bau_a3_rNA,Quesnel_TSA,90,Itcha-Ilgachuz Matrix,225718,85.180461,75369,28.44242003
itchas_bau_a3_rNA,Quesnel_TSA,90,Narrow Lake Matrix,7754,92.71792419,4515,53.98780342
itchas_bau_a3_rNA,Quesnel_TSA,90,North Cariboo Matrix,382,71.40186916,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,90,Wells Gray North HEWSR,7064,50.86771801,3004,21.63174192
itchas_bau_a3_rNA,Quesnel_TSA,95,Barkerville HEWSR,48052,89.72123159,25158,46.97425173
itchas_bau_a3_rNA,Quesnel_TSA,95,Barkerville Matrix,27462,99.46756492,16478,59.68343656
itchas_bau_a3_rNA,Quesnel_TSA,95,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,95,Itcha-Ilgachuz LESR,7052,12.61470762,994,1.778079888
itchas_bau_a3_rNA,Quesnel_TSA,95,Itcha-Ilgachuz LEWR,97173,61.72536016,30846,19.59371903
itchas_bau_a3_rNA,Quesnel_TSA,95,Itcha-Ilgachuz Matrix,226452,85.45745468,77449,29.22736124
itchas_bau_a3_rNA,Quesnel_TSA,95,Narrow Lake Matrix,7750,92.67009446,3931,47.0046634
itchas_bau_a3_rNA,Quesnel_TSA,95,North Cariboo HEWSR,381,99.7382199,177,46.33507853
itchas_bau_a3_rNA,Quesnel_TSA,95,North Cariboo Matrix,381,71.21495327,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,95,Wells Gray North HEWSR,6606,47.56966948,2179,15.69093397
itchas_bau_a3_rNA,Quesnel_TSA,100,Barkerville HEWSR,48055,89.72683309,24579,45.89316056
itchas_bau_a3_rNA,Quesnel_TSA,100,Barkerville Matrix,27448,99.41685682,15657,56.70976855
itchas_bau_a3_rNA,Quesnel_TSA,100,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,100,Itcha-Ilgachuz LESR,7199,12.8776631,1102,1.971271667
itchas_bau_a3_rNA,Quesnel_TSA,100,Itcha-Ilgachuz LEWR,102025,64.80740402,33562,21.31895216
itchas_bau_a3_rNA,Quesnel_TSA,100,Itcha-Ilgachuz Matrix,226137,85.33858137,78720,29.7070056
itchas_bau_a3_rNA,Quesnel_TSA,100,Narrow Lake Matrix,7788,93.12447686,4184,50.02989358
itchas_bau_a3_rNA,Quesnel_TSA,100,North Cariboo Matrix,381,71.21495327,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,100,Wells Gray North HEWSR,6709,48.31137035,2304,16.59105638
itchas_bau_a3_rNA,Quesnel_TSA,105,Barkerville HEWSR,48035,89.6894897,23700,44.25191852
itchas_bau_a3_rNA,Quesnel_TSA,105,Barkerville Matrix,27456,99.44583288,15860,57.44503604
itchas_bau_a3_rNA,Quesnel_TSA,105,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,105,Itcha-Ilgachuz LESR,7209,12.89555122,1227,2.194873263
itchas_bau_a3_rNA,Quesnel_TSA,105,Itcha-Ilgachuz LEWR,107853,68.50941383,37081,23.55425973
itchas_bau_a3_rNA,Quesnel_TSA,105,Itcha-Ilgachuz Matrix,227122,85.71029632,79385,29.95796036
itchas_bau_a3_rNA,Quesnel_TSA,105,Narrow Lake Matrix,7812,93.41145522,4123,49.30049025
itchas_bau_a3_rNA,Quesnel_TSA,105,North Cariboo Matrix,381,71.21495327,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,105,Wells Gray North HEWSR,6508,46.8639735,2248,16.18780154
itchas_bau_a3_rNA,Quesnel_TSA,105,Wells Gray North Matrix,10416,99.97120645,6906,66.28275266
itchas_bau_a3_rNA,Quesnel_TSA,110,Barkerville HEWSR,47903,89.44302332,23811,44.45917434
itchas_bau_a3_rNA,Quesnel_TSA,110,Barkerville Matrix,27492,99.57622514,16488,59.71965663
itchas_bau_a3_rNA,Quesnel_TSA,110,Itcha-Ilgachuz HEWSR,2271,8.530859096,209,0.785094474
itchas_bau_a3_rNA,Quesnel_TSA,110,Itcha-Ilgachuz LESR,9632,17.22984455,1558,2.786970288
itchas_bau_a3_rNA,Quesnel_TSA,110,Itcha-Ilgachuz LEWR,115055,73.08420357,40787,25.90835175
itchas_bau_a3_rNA,Quesnel_TSA,110,Itcha-Ilgachuz Matrix,226394,85.43556689,79581,30.03192597
itchas_bau_a3_rNA,Quesnel_TSA,110,Narrow Lake Matrix,7726,92.38311611,3983,47.62644984
itchas_bau_a3_rNA,Quesnel_TSA,110,North Cariboo Matrix,381,71.21495327,152,28.41121495
itchas_bau_a3_rNA,Quesnel_TSA,110,Wells Gray North HEWSR,6825,49.14668395,2708,19.50025203
