"scenario","compartment","timeperiod","critical_hab","dist500","dist500_per","dist","dist_per"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Kennedy_Siding Matrix","4432","18.9442188501817","1043","4.45821756785638"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Moberly HESR","2574","10.2803738317757","296","1.18220305136193"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Moberly HEWR","434","24.3137254901961","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Moberly HEWSR","1128","5.04833512352309","49","0.219298245614035"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Moberly Matrix","78509","67.1556635245411","29708","25.411869365131"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Narraway HESR","1602","1.41969674143264","279","0.247250556092201"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Narraway HEWR","14","0.150537634408602","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Narraway HEWSR","26","0.0975536545099805","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Narraway LEWR","36711","25.4356366357419","7155","4.95742366398991"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Narraway Matrix","60205","33.2174680680846","20630","11.3823829622886"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Quintette HESR","4699","13.2265600810651","948","2.66839305317083"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Quintette HEWR","1206","24.5221634810899","228","4.63603090687271"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Quintette HEWSR","8786","21.9584124762571","1930","4.82355293411976"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Quintette LEWR","31403","31.8372602295308","5903","5.98463035808427"
"cg_bau_a3_rNA","Dawson_Creek_TSA",0,"Quintette Matrix","147028","56.525750841958","45443","17.4708198133083"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Burnt_Pine Matrix","1709","31.8546132339236","1085","20.2236719478099"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Graham HESR","1","50","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Graham Matrix","5001","51.1977886977887","2083","21.3247338247338"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Kennedy_Siding Matrix","6699","28.6343235734131","1991","8.51036546270571"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Moberly HESR","2700","10.78360891445","318","1.27006949436856"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Moberly HEWR","473","26.4985994397759","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Moberly HEWSR","1143","5.11546723952739","49","0.219298245614035"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Moberly Matrix","89064","76.1842848100183","37449","32.0334285665406"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Narraway HESR","1615","1.43121737666274","279","0.247250556092201"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Narraway HEWR","14","0.150537634408602","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Narraway HEWSR","26","0.0975536545099805","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Narraway LEWR","36839","25.5243229011495","7251","5.02393836304554"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Narraway Matrix","64455","35.5623603409749","23326","12.8698722723385"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Quintette HESR","5311","14.9491935710868","973","2.73876206828609"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Quintette HEWR","1216","24.7254981699878","228","4.63603090687271"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Quintette HEWSR","9055","22.630710786764","1964","4.90852744176747"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Quintette LEWR","38876","39.4136015247982","8281","8.39551482217446"
"cg_bau_a3_rNA","Dawson_Creek_TSA",5,"Quintette Matrix","166139","63.8730834883971","56867","21.8628415888785"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Burnt_Pine Matrix","1674","31.2022367194781","1082","20.1677539608574"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Graham HESR","1","50","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Graham Matrix","4583","46.9185094185094","1671","17.1068796068796"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Kennedy_Siding Matrix","6739","28.8053002778371","2019","8.63004915580252"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Moberly HESR","2720","10.8634874990015","320","1.27805735282371"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Moberly HEWR","473","26.4985994397759","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Moberly HEWSR","1148","5.13784461152882","49","0.219298245614035"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Moberly Matrix","89704","76.7317331873471","38839","33.2224180110516"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Narraway HESR","1781","1.57832702652405","288","0.255226380482272"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Narraway HEWR","14","0.150537634408602","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Narraway HEWSR","26","0.0975536545099805","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Narraway LEWR","58718","40.6834385327966","16068","11.132897754436"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Narraway Matrix","76488","42.2014400397252","33203","18.3194019145356"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Quintette HESR","5342","15.0364511498297","970","2.73031778647226"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Quintette HEWR","1216","24.7254981699878","218","4.43269621797479"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Quintette HEWSR","9055","22.630710786764","1964","4.90852744176747"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Quintette LEWR","51470","52.1817591954256","14818","15.0229125268665"
"cg_bau_a3_rNA","Dawson_Creek_TSA",10,"Quintette Matrix","169041","64.988773893921","59394","22.8343611115383"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Burnt_Pine Matrix","1675","31.2208760484623","1109","20.6710158434296"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Graham HESR","1","50","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Graham Matrix","4555","46.6318591318591","1623","16.6154791154791"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Kennedy_Siding Matrix","6714","28.6984398375721","1804","7.7110493695234"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Moberly HESR","2645","10.5639428069335","288","1.15025161754134"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Moberly HEWR","470","26.3305322128852","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Moberly HEWSR","1061","4.7484783387039","47","0.210347296813462"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Moberly Matrix","90538","77.4451268540537","40712","34.8245599028279"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Narraway HESR","1698","1.50477220159339","284","0.25168156964224"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Narraway HEWR","14","0.150537634408602","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Narraway HEWSR","26","0.0975536545099805","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Narraway LEWR","58469","40.5109160321211","15886","11.0067969708097"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Narraway Matrix","76265","42.0784021628183","33442","18.4512676211758"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Quintette HESR","5545","15.6078475525657","998","2.80913108340136"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Quintette HEWR","1203","24.4611630744205","191","3.88369255795039"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Quintette HEWSR","9106","22.7581725482355","1965","4.9110266919924"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Quintette LEWR","55388","56.1539397380267","15542","15.7569244494911"
"cg_bau_a3_rNA","Dawson_Creek_TSA",15,"Quintette Matrix","178380","68.5792055607671","67118","25.8038968428499"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Burnt_Pine Matrix","1675","31.2208760484623","1109","20.6710158434296"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Graham HESR","1","50","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Graham Matrix","4555","46.6318591318591","1623","16.6154791154791"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Kennedy_Siding Matrix","6718","28.7155375080145","1824","7.79653772173541"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Moberly HESR","2329","9.30186117102005","173","0.690949756370317"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Moberly HEWR","465","26.0504201680672","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Moberly HEWSR","912","4.08163265306122","30","0.134264232008593"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Moberly Matrix","90028","77.0088789283698","39843","34.0812276529862"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Narraway HESR","1641","1.45425864712294","272","0.241047137122145"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Narraway HEWR","14","0.150537634408602","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Narraway HEWSR","20","0.075041272699985","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Narraway LEWR","72309","50.1001184793077","19975","13.8399074337105"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Narraway Matrix","91381","50.4184943032911","39235","21.6474937239648"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Quintette HESR","5537","15.5853294677288","999","2.81194584400597"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Quintette HEWR","1969","40.0366002440016","328","6.66937779585197"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Quintette HEWSR","9110","22.7681695491353","1963","4.90602819154254"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Quintette LEWR","74463","75.4927207104911","27214","27.5903321302567"
"cg_bau_a3_rNA","Dawson_Creek_TSA",20,"Quintette Matrix","188848","72.6036876989558","76995","29.6011656696449"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Burnt_Pine Matrix","1675","31.2208760484623","1113","20.7455731593663"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Graham HESR","1","50","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Graham Matrix","4500","46.0687960687961","1623","16.6154791154791"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Kennedy_Siding Matrix","6718","28.7155375080145","1807","7.7238726223552"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Moberly HESR","2073","8.27941528876108","136","0.543174374950076"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Moberly HEWR","462","25.8823529411765","33","1.84873949579832"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Moberly HEWSR","790","3.53562477622628","21","0.093984962406015"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Moberly Matrix","89478","76.5384154791029","37767","32.3054419790259"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Narraway HESR","1478","1.30980760539166","148","0.131158001081167"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Narraway HEWR","48","0.516129032258065","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Narraway HEWSR","12","0.045024763619991","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Narraway LEWR","86742","60.1001877654525","23844","16.5205883779421"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Narraway Matrix","95850","52.8842174956551","42350","23.3661618251538"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Quintette HESR","5401","15.2025220255017","825","2.32217749880373"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Quintette HEWR","1951","39.6705978039854","331","6.73037820252135"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Quintette HEWSR","8954","22.3782865140458","1844","4.60861741477557"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Quintette LEWR","74948","75.9844275923598","27633","28.0151263230464"
"cg_bau_a3_rNA","Dawson_Creek_TSA",25,"Quintette Matrix","188325","72.4026173743214","76598","29.4485367616529"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Burnt_Pine Matrix","1675","31.2208760484623","1113","20.7455731593663"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Graham HESR","1","50","1","50"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Graham HEWSR","157","27.2569444444444","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Graham Matrix","5417","55.456592956593","2065","21.1404586404586"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Kennedy_Siding Matrix","6722","28.7326351784569","1823","7.79226330412481"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Moberly HESR","1758","7.02132758207525","87","0.347471842798946"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Moberly HEWR","381","21.344537815126","14","0.784313725490196"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Moberly HEWSR","705","3.15520945220193","21","0.093984962406015"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Moberly Matrix","88526","75.7240860178263","35624","30.472345303064"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Narraway HESR","1256","1.11307060376991","78","0.0691238113806152"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Narraway HEWR","48","0.516129032258065","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Narraway HEWSR","12","0.045024763619991","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Narraway LEWR","85748","59.4114834856474","23408","16.2185007863977"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Narraway Matrix","90704","50.0449667577037","35361","19.5100554498055"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Quintette HESR","4955","13.9471387958454","657","1.84929771722915"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Quintette HEWR","1907","38.7759251728345","307","6.24237494916633"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Quintette HEWSR","8724","21.8034589623113","1701","4.25122463261022"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Quintette LEWR","75010","76.0472849669492","27651","28.0333752382497"
"cg_bau_a3_rNA","Dawson_Creek_TSA",30,"Quintette Matrix","187532","72.0977440140249","73659","28.3186214956864"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Burnt_Pine Matrix","1675","31.2208760484623","1113","20.7455731593663"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Graham HESR","1","50","1","50"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Graham HEWSR","161","27.9513888888889","48","8.33333333333333"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Graham Matrix","9199","94.1748566748567","4687","47.9832104832105"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Kennedy_Siding Matrix","6722","28.7326351784569","1858","7.94186792049583"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Moberly HESR","1732","6.91748542215832","79","0.315520408978353"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Moberly HEWR","270","15.1260504201681","4","0.224089635854342"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Moberly HEWSR","699","3.12835660580022","21","0.093984962406015"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Moberly Matrix","88743","75.9097052332643","36026","30.8162113150736"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Narraway HESR","1238","1.09711895498976","78","0.0691238113806152"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Narraway HEWR","48","0.516129032258065","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Narraway HEWSR","18","0.0675371454299865","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Narraway LEWR","85583","59.2971613466455","23221","16.088935695529"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Narraway Matrix","90463","49.9119975723468","34326","18.9390052139369"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Quintette HESR","4992","14.051284938216","683","1.92248149294902"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Quintette HEWR","1906","38.7555917039447","306","6.22204148027653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Quintette HEWSR","8725","21.8059582125362","1698","4.24372688193542"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Quintette LEWR","74835","75.8698649580275","27009","27.3824972626627"
"cg_bau_a3_rNA","Dawson_Creek_TSA",35,"Quintette Matrix","187525","72.0950528242115","72777","27.9795315791902"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Burnt_Pine HESR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Burnt_Pine HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Burnt_Pine Matrix","1671","31.1463187325256","1113","20.7455731593663"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Graham HEWSR","206","35.7638888888889","49","8.50694444444444"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Graham Matrix","9386","96.0892710892711","5407","55.3542178542179"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Hart_Ranges HEWSR","8","4.08163265306122","1","0.510204081632653"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Kennedy_Siding HESR","1","0.11001100110011","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Kennedy_Siding HEWR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Kennedy_Siding HEWSR","0","0","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Kennedy_Siding Matrix","6722","28.7326351784569","1892","8.08719811925625"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Moberly HESR","1737","6.93745506829619","87","0.347471842798946"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Moberly HEWR","262","14.6778711484594","4","0.224089635854342"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Moberly HEWSR","706","3.15968492660222","21","0.093984962406015"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Moberly Matrix","90006","76.9900603903991","39029","33.3849417480711"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Narraway HESR","1227","1.08737072517968","77","0.0682376086706073"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Narraway HEWR","48","0.516129032258065","0","0"
"cg_bau_a3_rNA","Dawson_Creek_TSA",40,"Narraway HEWSR","18","0.0675371454299865","0","0"
